Character	Modifier	Context
Fanny Price	sorry	“ Indeed , sir , ” said Fanny , “ I am very sorry that Mr. Crawford should continue to — I know that it is paying me a very great compliment , and I feel most undeservedly honoured ; but I am so perfectly convinced , and I 
Fanny Price	convinced	“ Indeed , sir , ” said Fanny , “ I am very sorry that Mr. Crawford should continue to — I know that it is paying me a very great compliment , and I feel most undeservedly honoured ; but I am so perfectly convinced , and I 
Fanny Price	pretty	By convincing her that Fanny _ was _ very pretty , which she had been doubting about before , and that she would be advantageously married 
Fanny Price	sure	Fanny coloured , and doubted at first what to say ; when , hoping to assail her on her vulnerable side , she presently answered — “ My dear aunt , _ you _ can not wish me to do differently from what I have done , I am sure . 
Fanny Price	sure	Yes , I am sure you would miss me too much for that . ” 
Fanny Price	sure	They sat so much longer than usual in the dining - parlour , that she was sure they must be talking of her ; and when tea at last brought them away , and she was to be seen by Edmund again , she felt dreadfully guilty . 
Fanny Price	worth	Fanny was worth it all ; he held her to be worth every effort of patience , every exertion of mind , but he did not think he could have gone on himself 
Fanny Price	worth	Fanny was worth it all ; he held her to be worth every effort of patience , every exertion of mind , but he did not think he could have gone on himself 
Fanny Price	sure	stepping eagerly to Fanny , and addressing her in a softened voice ; and upon her saying “ No , ” he added , “ Are you sure you did not speak ? 
Fanny Price	speechless	Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmund ’s arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford , and avoid both his looks and inquiries ; and he , unrepulsable , was persisting in both . 
Fanny Price	superior	You are infinitely my superior in merit ; all _ that _ I know . 
Fanny Price	present	Do you suppose you are ever present to my imagination under any other ? 
Fanny Price	busy	She was at liberty , she was busy , she was protected . 
Fanny Price	afraid	“ I am afraid we think too differently for me to find any relief in talking of what I feel . ” 
Fanny Price	model	You have proved yourself upright and disinterested , prove yourself grateful and tender - hearted ; and then you will be the perfect model of a woman which I have always believed you born for . ” 
Fanny Price	sorry	You must be sorry for your own indifference . 
Fanny Price	serious	He is lively , you are serious ; but so much the better : his spirits will support yours . 
Fanny Price	mistaken	“ Before the play , I am much mistaken if _ Julia _ did not think he was paying her attentions . ” 
Fanny Price	aware	You are aware of my having no common interest in Crawford . 
Fanny Price	aware	Fanny was too well aware of it to have anything to say ; and they walked on together some fifty yards in mutual silence and abstraction . 
Fanny Price	fond	I knew she was very fond of you ; but yet I was afraid of her not estimating your worth to her brother quite as it deserved , and of her regretting that he had not rather fixed on some woman of distinction or fortune . 
Fanny Price	angry	She is very angry with you , Fanny ; you must be prepared for that . 
Fanny Price	angry	“ I knew she would be very angry with me . ” “ My dearest Fanny , ” cried Edmund , pressing her arm closer to him , “ do not let the idea of her anger distress you . 
Fanny Price	sure	I am sure his sisters , rating him as they do , must have thought it so , supposing he had meant nothing . 
Fanny Price	object	As a sister , so partial and so angry , and so little scrupulous of what she said , and in another light so triumphant and secure , she was in every way an object of painful alarm . 
Fanny Price	safe	She was safe in the breakfast - room , with her aunt , when Miss Crawford did come ; and the first misery over , and Miss Crawford looking and speaking with much less particularity of expression than she had anticipated , Fanny began to hope there would be nothing worse to be endured than a half - hour of moderate agitation . 
Fanny Price	aware	Now , I am well aware that I shall not be half so welcome to Mrs. Fraser in consequence of his situation with you . When she comes to know the truth she will , very likely , wish me in Northamptonshire again ; for there is a daughter of Mr. Fraser , by a first wife , whom she is wild to get married , and wants Henry to take . 
Fanny Price	welcome	Now , I am well aware that I shall not be half so welcome to Mrs. Fraser in consequence of his situation with you . When she comes to know the truth she will , very likely , wish me in Northamptonshire again ; for there is a daughter of Mr. Fraser , by a first wife , whom she is wild to get married , and wants Henry to take . 
Fanny Price	sure	I _ had _ my doubts at the time about her being right , for he has not even the air of a gentleman , and now I am sure she was wrong . 
Fanny Price	insensible	But are you so insensible as you profess yourself ? 
Fanny Price	conscious	You were as conscious as heart could desire . 
Fanny Price	afraid	“ I will not say , ” replied Fanny , “ that I was not half afraid at the time of its being so , for there was something in your look that frightened me , but not at first ; I was as unsuspicious of it at first — indeed , indeed I was . 
Fanny Price	unsuspicious	“ I will not say , ” replied Fanny , “ that I was not half afraid at the time of its being so , for there was something in your look that frightened me , but not at first ; I was as unsuspicious of it at first — indeed , indeed I was . 
Fanny Price	sensible	As to your brother ’s behaviour , certainly I was sensible of a particularity : I had been sensible of it some little time , perhaps two or three weeks ; but then I considered it as meaning nothing : I put it down as simply being his way , and was as far from supposing as from wishing him to have any serious thoughts of me . 
Fanny Price	sensible	As to your brother ’s behaviour , certainly I was sensible of a particularity : I had been sensible of it some little time , perhaps two or three weeks ; but then I considered it as meaning nothing : I put it down as simply being his way , and was as far from supposing as from wishing him to have any serious thoughts of me . 
Fanny Price	quiet	I was quiet , but I was not blind . 
Fanny Price	blind	I was quiet , but I was not blind . 
Fanny Price	pleased	and when he had left the room , she was better pleased that such a token of friendship had passed . 
Fanny Price	sick	He certainly wished her to go willingly , but he as certainly wished her to be heartily sick of home before her visit ended ; and that a little abstinence from the elegancies and luxuries of Mansfield Park would bring her mind into a sober state , and incline her to a juster estimate of the value of that home of greater permanence , and equal comfort , of which she had the offer . 
Fanny Price	woman	Her father ’s house would , in all probability , teach her the value of a good income ; and he trusted that she would be the wiser and happier woman , all her life , for the experiment he had devised . Had Fanny been at all addicted to raptures 
Fanny Price	addicted	Her father ’s house would , in all probability , teach her the value of a good income ; and he trusted that she would be the wiser and happier woman , all her life , for the experiment he had devised . Had Fanny been at all addicted to raptures 
Fanny Price	able	At a distance , unassailed by his looks or his kindness , and safe from the perpetual irritation of knowing his heart , and striving to avoid his confidence , she should be able to reason herself into a properer state ; she should be able to think of him as in London , and arranging everything there , without wretchedness . 
Fanny Price	useful	, in the impartial flow of her own meditations , unbiased by his bewildering statements , she could not acknowledge any necessity for Fanny ’s ever going near a father and mother who had done without her so long , while she was so useful to herself . 
Fanny Price	struck	she could not help thinking her poor dear sister Price would feel it very unkind of her not to come by such an opportunity . William and Fanny were horror - struck at the idea . 
Fanny Price	affected	It made the substance of one other confidential discourse about Miss Crawford ; and Fanny was the more affected from feeling it to be the last time in which Miss Crawford ’s name would ever be mentioned between them with any remains of liberty . 
Fanny Price	able	it was not till it was over that she knew he was giving her the affectionate farewell of a brother . All this passed overnight , for the journey was to begin very early in the morning ; and when the small , diminished party met at breakfast , William and Fanny were talked of as already advanced one stage . CHAPTER XXXVIII The novelty of travelling , and the happiness of being with William , soon produced their natural effect on Fanny ’s spirits , when Mansfield Park was fairly left behind ; and by the time their first stage was ended , and they were to quit Sir Thomas ’s carriage , she was able to take leave of the old coachman , and send back proper messages , with cheerful looks . Of pleasant talk between the brother and sister there was no end . 
Fanny Price	agitation	Fanny was all agitation and flutter ; all hope and apprehension . 
Fanny Price	flutter	Fanny was all agitation and flutter ; all hope and apprehension . 
Fanny Price	satisfied	Would they but love her , she should be satisfied . 
Fanny Price	dark	But here is my sister , sir ; here is Fanny , ” turning and leading her forward ; “ it is so dark you do not see her . 
Fanny Price	sure	Susan and an attendant girl , whose inferior appearance informed Fanny , to her great surprise , that she had previously seen the upper servant , brought in everything necessary for the meal ; Susan looking , as she put the kettle on the fire and glanced at her sister , as if divided between the agreeable triumph of shewing her activity and usefulness , and the dread of being thought to demean herself by such an office . “ She had been into the kitchen , ” she said , “ to hurry Sally and help make the toast , and spread the bread and butter , or she did not know when they should have got tea , and she was sure her sister must want something after her journey . 
Fanny Price	thankful	Fanny was very thankful . 
Fanny Price	silent	” Fanny was silent ; but not from being convinced that there might not be a remedy found for some of these evils . 
Fanny Price	shocked	” Fanny was quite shocked . 
Fanny Price	thankful	Fanny , fatigued and fatigued again , was thankful to accept the first invitation of going to bed ; and before Betsey had finished her cry at being allowed to sit up only one hour extraordinary in honour of sister , she was off , leaving all below in confusion and noise again ; the boys begging for toasted cheese , her father calling out for his rum and water , and Rebecca never where she ought to be . 
Fanny Price	tender	She is tender , and not used to rough it like the rest of us . 
Fanny Price	able	She had never been able to recall anything approaching to tenderness in his former treatment of herself . 
Fanny Price	sensible	would have been a more respectable mother of nine children on a small income . Much of all this Fanny could not but be sensible of . 
Fanny Price	anxious	Fanny was very anxious to be useful , and not to appear above her home , or in any way disqualified or disinclined , by her foreign education , from contributing her help to its comforts , and therefore set about working for Sam immediately ; and by working early and late , with perseverance and great despatch , did so much that the boy was shipped off at last , with more than half his linen ready . 
Fanny Price	right	The doors were in constant banging , the stairs were never at rest , nothing was done without a clatter , nobody sat still , and nobody could command attention when they spoke . In a review of the two houses , as they appeared to her before the end of a week , Fanny was tempted to apply to them Dr. Johnson ’s celebrated judgment as to matrimony and celibacy , and say , that though Mansfield Park might have some pains , Portsmouth could have no pleasures . CHAPTER XL Fanny was right enough in not expecting to hear from Miss Crawford now at the rapid rate in which their correspondence had begun ; Mary ’s next letter was after a decidedly longer interval than the last , but she was not right in supposing that such an interval would be felt a great relief to herself . 
Fanny Price	glad	She was really glad to receive the letter when it did come . 
Fanny Price	unwilling	I am unwilling to fancy myself neglected for a _ young _ one . 
Fanny Price	weeks	One morning , about this time , Fanny having now been nearly four weeks from Mansfield , a point which she never failed to think over and calculate every day , as she and Susan were preparing to remove , as usual , upstairs , they were stopped by the knock of a visitor , whom they felt they could not avoid , from Rebecca ’s alertness in going to the door , a duty which always interested her beyond any other . 
Fanny Price	able	Good sense , like hers , will always act when really called upon ; and she found that she had been able to name him to her mother , and recall her remembrance of the name , as that of “ William ’s friend , ” though she could not previously have believed herself capable of uttering a syllable at such a moment . 
Fanny Price	ashamed	She was ashamed , and she would have been yet more ashamed of her father than of all the rest . 
Fanny Price	able	By the time he had given all this information , it was not unreasonable to suppose that Fanny might be looked at and spoken to ; and she was tolerably able to bear his eye , and hear that he had spent half an hour with his sister the evening before his leaving London ; that she had sent her best and kindest love , but had had no time for writing ; that he thought himself lucky in seeing Mary for even half an hour , having spent scarcely twenty - four hours in London , after his return from Norfolk , before he set off again ; that her cousin Edmund was in town , had been in town , he understood , a few days ; that he had not seen him himself , but that he was well , had left them all well at Mansfield , and was to dine , as yesterday , with the Frasers . 
Fanny Price	sorry	, Mr. Crawford contrived a minute ’s privacy for telling Fanny that his only business in Portsmouth was to see her ; that he was come down for a couple of days on her account , and hers only , and because he could not endure a longer total separation . She was sorry , really sorry ; and yet in spite of this and the two or three other things which she wished he had not said , she thought him altogether improved since she had seen him ; he was much more gentle , obliging , and attentive to other people ’s feelings than he had ever been at Mansfield ; she had never seen him so agreeable — so _ near _ being agreeable ; his behaviour to her father could not offend , and there was something particularly kind and proper in the notice he took of Susan . He was decidedly improved . 
Fanny Price	nice	_ She _ was nice only from natural delicacy , but _ he _ had been brought up in a school of luxury and epicurism . 
Fanny Price	reckoner	“ You are a most accurate and honest reckoner . 
Fanny Price	tired	“ I wish you were not so tired , ” said he , still detaining Fanny after all the others were in the house—“I wish I left you in stronger health . 
Fanny Price	equal	She was so little equal to Rebecca ’s puddings and Rebecca ’s hashes , brought to table , as they all were , with such accompaniments of half - cleaned plates , and not half - cleaned knives and forks , that she was very often constrained to defer her heartiest meal till she could send her brothers in the evening for biscuits and buns . 
Fanny Price	low	She was very low . 
Fanny Price	tired	You should listen to me till you were tired , and advise me till you were still tired more ; but it is impossible to put a hundredth part of my great mind on paper , so I will abstain altogether , and leave you to guess what you like . 
Fanny Price	lazy	I ought to have sent you an account of your cousin ’s first party , but I was lazy , and now it is too long 
Fanny Price	oracle	Fanny was her oracle . 
Fanny Price	addition	Fanny ’s explanations and remarks were a most important addition to every essay , or every chapter of history . 
Fanny Price	likely	Were _ she _ likely to have a home to invite her to , what a blessing it would be ! 
Fanny Price	aware	You are probably aware of this already . 
Fanny Price	sure	They are very fond of her ; but I am sure she does not love them as she loves you . 
Fanny Price	ready	When I think of her great attachment to you , indeed , and the whole of her judicious , upright conduct as a sister , she appears a very different creature , capable of everything noble , and I am ready to blame myself for a too harsh construction of a playful manner . 
Fanny Price	jealous	It is the influence of the fashionable world altogether that I am jealous of . 
Fanny Price	justified	That would only prove her affection not equal to sacrifices , which , in fact , I am scarcely justified in asking ; and , if I am refused , that , I think , will be the honest motive . 
Fanny Price	able	I shall be able to write much that I could not say , and shall be giving her time for reflection before she resolves on her answer , and I am less afraid of the result of reflection than of an immediate hasty impulse ; I think I am . 
Fanny Price	afraid	I shall be able to write much that I could not say , and shall be giving her time for reflection before she resolves on her answer , and I am less afraid of the result of reflection than of an immediate hasty impulse ; I think I am . 
Fanny Price	satisfied	I am more and more satisfied with all that I see and hear of him . 
Fanny Price	sorry	I saw him draw back surprised , and I was sorry that Mrs. Rushworth should resent any former supposed slight to Miss Bertram . 
Fanny Price	happy	You are happy at Portsmouth , I hope , but this must not be a yearly visit . 
Fanny Price	glad	I am glad of it . 
Fanny Price	softened	She was soon more softened and sorrowful . 
Fanny Price	sorrowful	She was soon more softened and sorrowful . 
Fanny Price	sure	I am sure he has been very ill . 
Fanny Price	glad	I am quite grieved for him , and very much frightened , and so is Sir Thomas ; and how glad I should be if you were here to comfort me . 
Fanny Price	inclined	There was not only the debility of recent illness to assist : there was also , as she now learnt , nerves much affected , spirits much depressed to calm and raise , and her own imagination added that there must be a mind to be properly guided . The family were not consumptive , and she was more inclined to hope than fear for her cousin , except when she thought of Miss Crawford ; but Miss Crawford gave her the idea of being the child of good luck , and to her selfishness and vanity it would be good luck to have Edmund the only son . Even in the sick chamber the fortunate Mary was not forgotten . 
Fanny Price	good	This is my modest request and expectation , for you are so good , that I depend upon being treated better than I deserve , and I write now to beg an immediate 
Fanny Price	sure	If it be so , I am sure you must be included in that part , that discerning part , and therefore entreat you to let me know how far I have been rightly informed . 
Fanny Price	rejoiced	I need not say how rejoiced I shall be to hear there has been any mistake , but the report is so prevalent that I confess I can not help trembling . 
Fanny Price	agitated	I really am quite agitated on the subject . 
Fanny Price	one	Had the Grants been at home I would not have troubled you , but you are now the only one I can apply to for the truth , his sisters not being within my reach . 
Fanny Price	holidays	I suppose Mrs. R. ’s Easter holidays will not last much longer ; no doubt they are thorough holidays to her . 
Fanny Price	sure	I am sure it will be all hushed up , and nothing proved but Rushworth ’s folly . 
Fanny Price	uncomfortable	Very uncomfortable she was , and must continue , till she heard from Miss Crawford again . 
Fanny Price	deep	She was deep in other musing . 
Fanny Price	ready	She was ready to sink as she entered the parlour . 
Fanny Price	ready	When shall you be ready ? 
Fanny Price	able	Her aunt was no very methodical narrator , but with the help of some letters to and from Sir Thomas , and what she already knew herself , and could reasonably combine , she was soon able to understand quite as much as she wished of the circumstances attending the story . 
Fanny Price	mistaken	She was mistaken , however , in supposing that Edmund gave his father no present pain . 
Fanny Price	astonished	She was astonished , exceedingly astonished — more than astonished . 
Fanny Price	careless	but she was not so careless as she wanted to appear . 
Fanny Price	excellent	Till that happened , they continued to talk of Miss Crawford alone , and how she had attached him , and how delightful nature had made her , and how excellent she would have been , had she fallen into good hands earlier . 
Fanny Price	useful	She was returned to Mansfield Park , she was useful , she was beloved ; she was safe from Mr. Crawford ; and when Sir Thomas came back she had every proof that could be given in his then melancholy state of spirits , of his perfect approbation and increased regard ; and happy as all this must make her , she would still have been happy without any of it , for Edmund was no longer the dupe of Miss Crawford . 
Fanny Price	beloved	She was returned to Mansfield Park , she was useful , she was beloved ; she was safe from Mr. Crawford ; and when Sir Thomas came back she had every proof that could be given in his then melancholy state of spirits , of his perfect approbation and increased regard ; and happy as all this must make her , she would still have been happy without any of it , for Edmund was no longer the dupe of Miss Crawford . 
Fanny Price	safe	She was returned to Mansfield Park , she was useful , she was beloved ; she was safe from Mr. Crawford ; and when Sir Thomas came back she had every proof that could be given in his then melancholy state of spirits , of his perfect approbation and increased regard ; and happy as all this must make her , she would still have been happy without any of it , for Edmund was no longer the dupe of Miss Crawford . 
Fanny Price	happy	She was returned to Mansfield Park , she was useful , she was beloved ; she was safe from Mr. Crawford ; and when Sir Thomas came back she had every proof that could be given in his then melancholy state of spirits , of his perfect approbation and increased regard ; and happy as all this must make her , she would still have been happy without any of it , for Edmund was no longer the dupe of Miss Crawford . 
Fanny Price	reward	Would he have persevered , and uprightly , Fanny must have been his reward , and a reward very voluntarily bestowed , within a reasonable period from Edmund ’s marrying Mary . 
Fanny Price	old	Loving , guiding , protecting her , as he had been doing ever since her being ten years old , her mind in so great a degree formed by his care , and her comfort depending on his kindness , an object to him of such close and peculiar interest , dearer by all his own importance with her than any one else at Mansfield , what was there now to add , but that he should learn to prefer soft light eyes to sparkling dark ones . 
Fanny Price	good	She was of course only too good for him ; but as nobody minds having what is too good for them , he was very steadily earnest in the pursuit of the blessing , and it was not possible that encouragement from her should be long wanting . 
Fanny Price	daughter	Fanny was indeed the daughter that he wanted . 
Fanny Price	welcome	With quickness in understanding the tempers of those she had to deal with , and no natural timidity to restrain any consequent wishes , she was soon welcome and useful to all ; and after Fanny ’s removal succeeded so naturally to her influence over the hourly comfort of her aunt , as gradually to become , perhaps , the most beloved of the two . 
Fanny Price	useful	With quickness in understanding the tempers of those she had to deal with , and no natural timidity to restrain any consequent wishes , she was soon welcome and useful to all ; and after Fanny ’s removal succeeded so naturally to her influence over the hourly comfort of her aunt , as gradually to become , perhaps , the most beloved of the two . 
Fanny Price	able	On that event they removed to Mansfield ; and the Parsonage there , which , under each of its two former owners , Fanny had never been able to approach but with some painful sensation of restraint or alarm , soon grew as dear to her heart , and as thoroughly perfect in her eyes , 
Fanny Price	salutations	“ Miss Price all alone ” and “ My dear Fanny , how comes this ? ” were the first salutations . 
Fanny Price	good	“ Or if we are , Miss Price will be so good as to tell him that he will find us near that knoll : the grove of oak on the knoll . ” 
Fanny Price	admirer	After another pause , he went on—“Pray , Miss Price , are you such a great admirer of this Mr. Crawford as some people are ? 
Fanny Price	good	After a pause of perplexity , some eyes began to be turned towards Fanny , and a voice or two to say , “ If Miss Price would be so good as to _ read _ the part . ” 
Fanny Price	likely	” “ I shall keep clear of you , Crawford , as long as I can , ” said Edmund ; “ for you would be more likely to disconcert me , and I should be more sorry to see you trying at it than almost any other man . ” 
Fanny Price	object	She was the first object of his love , but it was a love which his stronger spirits , and bolder temper , made it as natural for him to express as to feel . 
Edmund Bertram	kind	Edmund was uniformly kind himself ; and she had nothing worse to endure on the part of Tom than that sort of merriment which a young man of seventeen will always think fair with a child of ten . 
Edmund Bertram	old	, removed first to the Park , and afterwards to a small house of Sir Thomas ’s in the village , and consoled herself for the loss of her husband by considering that she could do very well without him ; and for her reduction of income by the evident necessity of stricter economy . The living was hereafter for Edmund ; and , had his uncle died a few years sooner , it would have been duly given to some friend to hold till he were old enough for orders . 
Edmund Bertram	absent	Edmund was absent at this time , or the evil would have been earlier remedied . 
Edmund Bertram	displeased	He would be at home in September , and where would be the harm of only waiting till September ? Though Edmund was much more displeased with his aunt than with his mother , as evincing least regard for her niece , he could not help paying more attention to what she said ; and at length determined on a method of proceeding which would obviate the risk of his father ’s thinking he had done too much , and at the same time procure for Fanny the immediate means of exercise , which he could not bear she should be without . 
Edmund Bertram	pleased	He could allow his sister to be the best judge of her own happiness , but he was not pleased that her happiness should centre in a large income ; nor could he refrain from 
Edmund Bertram	satisfied	But now I must be satisfied about Miss Price . 
Edmund Bertram	glad	Mr. Rushworth was eager to assure her ladyship of his acquiescence , and tried to make out something complimentary ; but , between his submission to _ her _ taste , and his having always intended the same himself , with the superadded objects of professing attention to the comfort of ladies in general , and of insinuating that there was one only whom he was anxious to please , he grew puzzled , and Edmund was glad to put an end to his speech by a proposal of wine . 
Edmund Bertram	sorry	” Edmund was sorry to hear Miss Crawford , whom he was much disposed to admire , speak so freely of her uncle . 
Edmund Bertram	astonished	“ I was astonished to find what a piece of work was made of it ! 
Edmund Bertram	glad	I am glad you saw it all as I did . 
Edmund Bertram	man	Without studying the business , however , or knowing what he was about , Edmund was beginning , at the end of a week of such intercourse , to be a good deal in love ; and to the credit of the lady it may be added that , without his being a man of the world or an elder brother , without any of the arts of flattery or the gaieties of small talk , he began to be agreeable to her . 
Edmund Bertram	elder	Without studying the business , however , or knowing what he was about , Edmund was beginning , at the end of a week of such intercourse , to be a good deal in love ; and to the credit of the lady it may be added that , without his being a man of the world or an elder brother , without any of the arts of flattery or the gaieties of small talk , he began to be agreeable to her . 
Edmund Bertram	fond	Edmund was fond of speaking to her of Miss Crawford , but he seemed to think it enough that the Admiral had since been spared ; and she scrupled to point out her own remarks to him , lest it should appear like ill - nature . 
Edmund Bertram	sure	You should learn to think of other people ; and , take my word for it , it is a shocking trick for a young person to be always lolling upon a sofa . ” Before half this was said , Fanny was returned to her seat at the table , and had taken up her work again ; and Julia , who was in high good - humour , from the pleasures of the day , did her the justice of exclaiming , “ I must say , ma’am , that Fanny is as little upon the sofa as anybody in the house . ” “ Fanny , ” said Edmund , after looking at her attentively , “ I am sure you have the headache . ” She could not deny it , but said it was not very bad . “ I can hardly believe you , ” he replied ; “ I know your looks too well . 
Edmund Bertram	angry	Vexed as Edmund was with his mother and aunt , he was still more angry with himself . 
Edmund Bertram	ashamed	He was ashamed to think that for four days together she had not had the power of riding , and very seriously resolved , however unwilling he must be to check a pleasure of Miss Crawford ’s , that it should never happen again . 
Edmund Bertram	unwilling	He was ashamed to think that for four days together she had not had the power of riding , and very seriously resolved , however unwilling he must be to check a pleasure of Miss Crawford ’s , that it should never happen again . 
Edmund Bertram	happy	She will have a companion in Fanny Price , you know , so it will all do very well ; and as for Edmund , as he is not here to speak for himself , I will answer for his being most happy to join the party . 
Edmund Bertram	thankful	Even Edmund was very thankful for an arrangement which restored him to his share of the party ; and Mrs. Norris thought it an excellent plan , and had it at her tongue ’s end , and was on the point of proposing it , when Mrs. Grant spoke . Wednesday was fine , and soon after breakfast the barouche arrived , Mr. Crawford driving his sisters ; and as everybody was ready , there was nothing to be done but for Mrs. Grant to alight and the others to take their places . 
Edmund Bertram	fit	You really are fit for something better . 
Edmund Bertram	being	I am a very matter - of - fact , plain - spoken being , and may blunder on the borders of a repartee for half an hour together without striking it out . ” 
Edmund Bertram	tired	I hope you are not very tired . 
Edmund Bertram	in	“ Not half a mile , ” was his sturdy answer ; for he was not yet so much in love as to measure distance , or reckon time , with feminine lawlessness . 
Edmund Bertram	afraid	“ I am afraid you are very tired , Fanny , ” said Edmund , observing her ; “ why would not you speak sooner ? 
Edmund Bertram	ashamed	I am ashamed of you and of myself , but it shall never happen again . ” 
Edmund Bertram	sure	I hope I should not have been influenced myself in a wrong way , and I am sure my father was too conscientious to have allowed it . 
Edmund Bertram	sure	“ There goes good - humour , I am sure , ” said he presently . 
Edmund Bertram	afraid	Crawford has too much sense to stay here if he found himself in any danger from Maria ; and I am not at all afraid for her , after such a proof as she has given that her feelings are not strong . 
Edmund Bertram	glad	“ I am glad of it , ” said he , in a much brisker tone , and throwing down the newspaper again , “ for I am tired to death . 
Edmund Bertram	tired	“ I am glad of it , ” said he , in a much brisker tone , and throwing down the newspaper again , “ for I am tired to death . 
Edmund Bertram	determined	He was determined to prevent it , if possible , though his mother , who equally heard the conversation which passed at table , did not evince the least disapprobation . 
Edmund Bertram	sure	And as to my father ’s being absent , it is so far from an objection , that I consider it rather as a motive ; for the expectation of his return must be a very anxious period to my mother ; and if we can be the means of amusing that anxiety , and keeping up her spirits for the next few weeks , I shall think our time very well spent , and so , I am sure , will he . 
Edmund Bertram	bystander	His being only a bystander was not disclaimed . 
Edmund Bertram	adviser	Mr. Edmund Bertram , as you do not act yourself , you will be a disinterested adviser ; and , therefore , I apply to _ you _ . 
Edmund Bertram	angry	Edmund was too angry to speak ; but Miss Crawford , looking for a moment with astonished eyes at Mrs. Norris , and then at Fanny , whose tears were beginning to shew themselves , immediately said , with some keenness , “ I do not like my situation : this _ place _ is too hot for me , ” and moved away her chair to the opposite side of the table , close to Fanny , saying to her , in a kind , low whisper , as she placed herself , “ Never mind , my dear Miss Price , this is a cross evening : everybody is cross and teasing , but do not let us mind them ” ; 
Edmund Bertram	champion	what was yet more frequent or more dear , Edmund had been her champion and her friend : he had supported her cause or explained her meaning , he had told her not to cry , or had given her some proof of affection which made her tears delightful ; and the whole was now so blended together , so harmonised by distance , that every former affliction had its charm . The room was most dear to her , and she would not have changed its furniture for the handsomest in the house , though what had been originally plain had suffered all the ill - usage of children ; and its greatest elegancies and ornaments were a faded footstool of Julia ’s work , too ill done for the drawing - room , three transparencies , made in a rage for transparencies , for the three lower panes of one window , where Tintern Abbey held its station between a cave in Italy and a moonlight lake in Cumberland , a collection of family profiles , thought unworthy of being anywhere else , over the mantelpiece , and by their side , and pinned against the wall , a small sketch of a ship sent four years ago from the Mediterranean by William , with H.M.S. Antwerp at the bottom , in letters as tall as the mainmast . 
Edmund Bertram	satisfied	Edmund was satisfied . “ I shall walk down immediately after breakfast , ” said he , “ and am sure of giving pleasure there . 
Edmund Bertram	right	“ He was certainly right in respecting such feelings ; he was glad he had determined on it . ” 
Edmund Bertram	glad	“ He was certainly right in respecting such feelings ; he was glad he had determined on it . ” 
Edmund Bertram	unobservant	Edmund , between his theatrical and his real part , between Miss Crawford ’s claims and his own conduct , between love and consistency , was equally unobservant ; and Mrs. Norris was too busy in contriving and directing the general little matters of the company , superintending their various dresses with economical expedient , for which nobody thanked her , and saving , with delighted integrity , half a crown here and there to the absent Sir Thomas , to have leisure for watching the behaviour , or guarding the happiness of his daughters . 
Edmund Bertram	cousin	But then he is your cousin , which makes all the difference . 
Edmund Bertram	first	Edmund was the first to speak — “ Something must be done , ” said he . 
Edmund Bertram	more	“ I grant you the name is good in itself , and _ Lord _ Edmund or _ Sir _ Edmund sound delightfully ; but sink it under the chill , the annihilation of a Mr. , and Mr. Edmund is no more than Mr. John or Mr. Thomas . 
Edmund Bertram	glad	“ My dear child , commend Dr. Grant to the deanery of Westminster or St. Paul ’s , and I should be as glad of your nurseryman and poulterer as you could be . 
Edmund Bertram	sure	“ If you put such a question to her , ” cried Edmund , preventing his cousin ’s speaking , “ Fanny will immediately say No ; but I am sure , 
Edmund Bertram	hoarse	I observed he was hoarse on Thursday night . 
Edmund Bertram	glad	I shall be very glad to see him . 
Edmund Bertram	sure	The house must be turned to front the east instead of the north — the entrance and principal rooms , I mean , must be on that side , where the view is really very pretty ; I am sure it may be done . 
Edmund Bertram	clergyman	Edmund might , in the common phrase , do the duty of Thornton , that is , he might read prayers and preach , without giving up Mansfield Park : he might ride over every Sunday , to a house nominally inhabited , and go through divine service ; he might be the clergyman of Thornton Lacey every seventh day , for three or four hours , if that would content him . 
Edmund Bertram	full	Edmund was at this time particularly full of cares : his mind being deeply occupied in the consideration of two important events now at hand , which were to fix his fate in life — ordination and matrimony — events of such a serious character as to make the ball , which would be very quickly followed by one of them , appear of less moment in his eyes than in those of any other person in the house . 
Edmund Bertram	gratified	for Edmund was so struck with the circumstance , so delighted with what Miss Crawford had done , so gratified by such a coincidence of conduct between them , that Fanny could not but admit the superior power of one pleasure over his own mind , though it might have its drawback . 
Edmund Bertram	decided	It was some time before she could get his attention to her plan , or any answer to her demand of his opinion : he was in a reverie of fond reflection , uttering only now and then a few half - sentences of praise ; but when he did awake and understand , he was very decided in opposing what she wished . 
Edmund Bertram	sure	I think , I hope , I am sure she is not serious ; but I would rather not hear it . 
Edmund Bertram	right	“ You are right , Fanny , to protest against such an office , but you need not be afraid . 
Edmund Bertram	pleasing	He is a very — a very pleasing young man himself , and I can not help being rather concerned at not seeing him again before I go to London , as will now undoubtedly be the case . 
Edmund Bertram	man	He is a very — a very pleasing young man himself , and I can not help being rather concerned at not seeing him again before I go to London , as will now undoubtedly be the case . 
Edmund Bertram	one	Was his letter a long one ? 
Edmund Bertram	concise	concise 
Edmund Bertram	kind	True , I believe he is , generally speaking , kind to her , and so is Sir Thomas in his way ; but it is the way of a rich , superior , long - worded , arbitrary uncle . 
