Character	Modifier	Context
Elinor Dashwood	calm	But he judged it unnecessary : he had still something more to try , some more fresh application , of whose success he was as confident as the last , and his visit concluded with encouraging assurances which reached the ear , but could not enter the heart of Miss Dashwood . She was calm , except when she thought of her mother ; but she was almost hopeless ; and in this state she continued till noon , scarcely stirring from her sister 's bed , her thoughts wandering from one image of grief , one suffering friend to another , and her spirits oppressed to the utmost by the conversation of Mrs. Jennings , who scrupled not to attribute the severity and danger of this attack to the many weeks of previous indisposition which Marianne 's disappointment had brought on . 
Elinor Dashwood	hopeless	But he judged it unnecessary : he had still something more to try , some more fresh application , of whose success he was as confident as the last , and his visit concluded with encouraging assurances which reached the ear , but could not enter the heart of Miss Dashwood . She was calm , except when she thought of her mother ; but she was almost hopeless ; and in this state she continued till noon , scarcely stirring from her sister 's bed , her thoughts wandering from one image of grief , one suffering friend to another , and her spirits oppressed to the utmost by the conversation of Mrs. Jennings , who scrupled not to attribute the severity and danger of this attack to the many weeks of previous indisposition which Marianne 's disappointment had brought on . 
Elinor Dashwood	daughter	In spite of his being allowed once more to live , however , he did not feel the continuance of his existence secure , till he had revealed his present engagement ; for the publication of that circumstance , he feared , might give a sudden turn to his constitution , and carry him off as rapidly as before . With apprehensive caution therefore it was revealed , and he was listened to with unexpected calmness . Mrs. Ferrars at first reasonably endeavoured to dissuade him from marrying Miss Dashwood , by every argument in her power;--told him , that in Miss Morton he would have a woman of higher rank and larger fortune;-- and enforced the assertion , by observing that Miss Morton was the daughter of a nobleman with thirty thousand pounds , while Miss Dashwood was only the daughter of a private gentleman with no more than THREE ; but when she found that , though perfectly admitting the truth of her representation , he was by no means inclined to be guided by it , she judged it wisest , from the experience of the past , to submit -- and therefore , after such an ungracious delay as she owed to her own dignity , and as served to prevent every suspicion of good - will , she issued her decree of consent to the marriage of Edward and Elinor . What she would engage to do towards augmenting their income was next to be considered ; and here it plainly appeared , that though Edward was now her only son , he was by no means her eldest ; for while Robert was inevitably endowed with a thousand pounds a - year , not the smallest objection was made against Edward 's taking orders for the sake of two hundred and fifty at the utmost ; nor was anything promised either for the present or in future , beyond the ten thousand pounds , which had been given with Fanny . 
Marianne Dashwood	afraid	And besides all this , I am afraid , Mamma , he has no real taste . 
Marianne Dashwood	happy	I could not be happy with a man whose taste did not in every point coincide with my own . 
Marianne Dashwood	fortunate	Why should you be less fortunate than your mother ? 
Marianne Dashwood	afraid	Marianne was afraid of offending , and said no more on the subject ; but the kind of approbation which Elinor described as excited in him by the drawings of other people , was very far from that rapturous delight , which , in her opinion , could alone be called taste . 
Marianne Dashwood	civil	"Indeed , I think I may say that you can not , for your behaviour to him is perfectly cordial , and if THAT were your opinion , I am sure you could never be civil to him . "" "
Marianne Dashwood	reasonable	His pleasure in music , though it amounted not to that ecstatic delight which alone could sympathize with her own , was estimable when contrasted against the horrible insensibility of the others ; and she was reasonable enough to allow that a man of five and thirty might well have outlived all acuteness of feeling and every exquisite power of enjoyment . 
Marianne Dashwood	disposed	She was perfectly disposed to make every allowance for the colonel 's advanced state of life which humanity required . CHAPTER 8 Mrs. Jennings was a widow with an ample jointure . 
Marianne Dashwood	CHAPTER	She was perfectly disposed to make every allowance for the colonel 's advanced state of life which humanity required . CHAPTER 8 Mrs. Jennings was a widow with an ample jointure . 
Marianne Dashwood	sure	I am sure Edward Ferrars is not well . 
Marianne Dashwood	mistaken	I rather think you are mistaken , for when I was talking to her yesterday of getting a new grate for the spare bedchamber , she observed that there was no immediate hurry for it , as it was not likely that the room would be wanted for some time . 
Marianne Dashwood	able	He put down his gun and ran to her assistance . She had raised herself from the ground , but her foot had been twisted in her fall , and she was scarcely able to stand . 
Marianne Dashwood	handsomer	Marianne was still handsomer . 
Marianne Dashwood	silent	She could not be silent when such points were introduced , and she had neither shyness nor reserve in their discussion . 
Marianne Dashwood	certain	You know what he thinks of Cowper and Scott ; you are certain of his estimating their beauties as he ought , and you have received every assurance of his admiring Pope no more than is proper . But how is your acquaintance to be long supported , under such extraordinary despatch of every subject for discourse ? 
Marianne Dashwood	frank	I have been too much at my ease , too happy , too frank . 
Marianne Dashwood	open	I have erred against every common - place notion of decorum ; I have been open and sincere where I ought to have been reserved , spiritless , dull , and deceitful -- had I talked only of the weather and the roads , and had I spoken only once in ten minutes , this reproach would have been spared . 
Marianne Dashwood	sincere	I have erred against every common - place notion of decorum ; I have been open and sincere where I ought to have been reserved , spiritless , dull , and deceitful -- had I talked only of the weather and the roads , and had I spoken only once in ten minutes , this reproach would have been spared . 
Marianne Dashwood	faithful	"She was faithful to her word ; and when Willoughby called at the cottage , the same day , Elinor heard her express her disappointment to him in a low voice , on being obliged to forego the acceptance of his present . The reasons for this alteration were at the same time related , and they were such as to make further entreaty on his side impossible . His concern however was very apparent ; and after expressing it with earnestness , he added , in the same low voice,--""But , Marianne , the horse is still yours , though you can not use it now . I shall keep it only till you can claim it . "
Marianne Dashwood	sure	""" Yes ; it is about Miss Williams , I am sure . "" "
Marianne Dashwood	sure	I am sure you must have heard of her before . 
Marianne Dashwood	angry	Marianne was quite angry with her for doubting it . 
Marianne Dashwood	sensible	"I never spent a pleasanter morning in my life . "" "" I am afraid , "" replied Elinor , "" that the pleasantness of an employment does not always evince its propriety . "" "" On the contrary , nothing can be a stronger proof of it , Elinor ; for if there had been any real impropriety in what I did , I should have been sensible of it at the time , for we always know when we are acting wrong , and with such a conviction I could have had no pleasure . "
Marianne Dashwood	sensible	I am not sensible of having done anything wrong in walking over Mrs. Smith 's grounds , or in seeing her house . 
Marianne Dashwood	able	CHAPTER 16 Marianne would have thought herself very inexcusable had she been able to sleep at all the first night after parting from Willoughby . She would have been ashamed to look her family in the face the next morning , had she not risen from her bed in more need of repose than when she lay down in it . 
Marianne Dashwood	awake	She was awake the whole night , and she wept the greatest part of it . She got up with a headache , was unable to talk , and unwilling to take any nourishment ; giving pain every moment to her mother and sisters , and forbidding all attempt at consolation from either . 
Marianne Dashwood	speedy	Hitherto she had carefully avoided every companion in her rambles . If her sisters intended to walk on the downs , she directly stole away towards the lanes ; if they talked of the valley , she was as speedy in climbing the hills , and could never be found when the others set off . 
Marianne Dashwood	sure	"The person is not tall enough for him , and has not his air . "" "" He has , he has , "" cried Marianne , "" I am sure he has . "
Marianne Dashwood	unjust	How can you be so unjust ? 
Marianne Dashwood	sure	I am sure I am not extravagant in my demands . 
Marianne Dashwood	extravagant	I am sure I am not extravagant in my demands . 
Marianne Dashwood	steadfast	"It is not likely that I should now see or hear any thing to change them . "" "" Marianne is as steadfast as ever , you see , "" said Elinor , "" she is not at all altered . "
Marianne Dashwood	earnest	""" But gaiety never was a part of MY character . "" "" Nor do I think it a part of Marianne 's , "" said Elinor ; "" I should hardly call her a lively girl -- she is very earnest , very eager in all she does -- sometimes talks a great deal and always with animation -- but she is not often really merry . "" "" I believe you are right , "" he replied , "" and yet I have always set her down as a lively girl . "" "
Marianne Dashwood	merry	""" But gaiety never was a part of MY character . "" "" Nor do I think it a part of Marianne 's , "" said Elinor ; "" I should hardly call her a lively girl -- she is very earnest , very eager in all she does -- sometimes talks a great deal and always with animation -- but she is not often really merry . "" "" I believe you are right , "" he replied , "" and yet I have always set her down as a lively girl . "" "
Marianne Dashwood	sure	This has always been your doctrine , I am sure . 
Marianne Dashwood	satisfied	You must be satisfied with such admiration as I can honestly give . 
Marianne Dashwood	afraid	""" "" I am afraid it is but too true , "" said Marianne ; "" but why should you boast of it ? "
Marianne Dashwood	surprised	"Marianne was surprised and confused , yet she could not help smiling at the quiet archness of his manner , and after a moment 's silence , said , "" Oh , Edward ! "
Marianne Dashwood	sure	I am sure you will like him . 
Marianne Dashwood	silent	Marianne was silent ; it was impossible for her to say what she did not feel , however trivial the occasion ; and upon Elinor therefore the whole task of telling lies when politeness required it , always fell . 
Marianne Dashwood	sure	"Lucy first put an end to it by saying in a lower tone , though Marianne was then giving them the powerful protection of a very magnificent concerto-- "" I will honestly tell you of one scheme which has lately come into my head , for bringing matters to bear ; indeed I am bound to let you into the secret , for you are a party concerned . I dare say you have seen enough of Edward to know that he would prefer the church to every other profession ; now my plan is that he should take orders as soon as he can , and then through your interest , which I am sure you would be kind enough to use out of friendship for him , and I hope out of some regard to me , your brother might be persuaded to give him Norland living ; which I understand is a very good one , and the present incumbent not likely to live a great while . "
Marianne Dashwood	capable	""" "" I thank you , ma'am , sincerely thank you , "" said Marianne , with warmth : "" your invitation has insured my gratitude for ever , and it would give me such happiness , yes , almost the greatest happiness I am capable of , to be able to accept it . "
Marianne Dashwood	desirous	"It should not , must not be a struggle . "" Mrs. Jennings repeated her assurance that Mrs. Dashwood could spare them perfectly well ; and Elinor , who now understood her sister , and saw to what indifference to almost every thing else she was carried by her eagerness to be with Willoughby again , made no farther direct opposition to the plan , and merely referred it to her mother 's decision , from whom however she scarcely expected to receive any support in her endeavour to prevent a visit , which she could not approve of for Marianne , and which on her own account she had particular reasons to avoid . Whatever Marianne was desirous of , her mother would be eager to promote -- she could not expect to influence the latter to cautiousness of conduct in an affair respecting which she had never been able to inspire her with distrust ; and she dared not explain the motive of her own disinclination for going to London . That Marianne , fastidious as she was , thoroughly acquainted with Mrs. Jennings ' manners , and invariably disgusted by them , should overlook every inconvenience of that kind , should disregard whatever must be most wounding to her irritable feelings , in her pursuit of one object , was such a proof , so strong , so full , of the importance of that object to her , as Elinor , in spite of all that had passed , was not prepared to witness . "
Marianne Dashwood	sure	"I have no such scruples , and I am sure I could put up with every unpleasantness of that kind with very little effort . "" Elinor could not help smiling at this display of indifference towards the manners of a person , to whom she had often had difficulty in persuading Marianne to behave with tolerable politeness ; and resolved within herself , that if her sister persisted in going , she would go likewise , as she did not think it proper that Marianne should be left to the sole guidance of her own judgment , or that Mrs. Jennings should be abandoned to the mercy of Marianne for all the comfort of her domestic hours . To this determination she was the more easily reconciled , by recollecting that Edward Ferrars , by Lucy 's account , was not to be in town before February ; and that their visit , without any unreasonable abridgement , might be previously finished . "" I will have you BOTH go , "" said Mrs. Dashwood ; "" these objections are nonsensical . "
Marianne Dashwood	happy	""" But if she DID , the letter was written and sent away with a privacy which eluded all her watchfulness to ascertain the fact . Whatever the truth of it might be , and far as Elinor was from feeling thorough contentment about it , yet while she saw Marianne in spirits , she could not be very uncomfortable herself . And Marianne was in spirits ; happy in the mildness of the weather , and still happier in her expectation of a frost . "
Marianne Dashwood	happier	""" But if she DID , the letter was written and sent away with a privacy which eluded all her watchfulness to ascertain the fact . Whatever the truth of it might be , and far as Elinor was from feeling thorough contentment about it , yet while she saw Marianne in spirits , she could not be very uncomfortable herself . And Marianne was in spirits ; happy in the mildness of the weather , and still happier in her expectation of a frost . "
Marianne Dashwood	unwilling	Never had Marianne been so unwilling to dance in her life , as she was that evening , and never so much fatigued by the exercise . 
Marianne Dashwood	calm	"Wait only till tomorrow . "" With difficulty however could she prevent her from following him herself ; and to persuade her to check her agitation , to wait , at least , with the appearance of composure , till she might speak to him with more privacy and more effect , was impossible ; for Marianne continued incessantly to give way in a low voice to the misery of her feelings , by exclamations of wretchedness . In a short time Elinor saw Willoughby quit the room by the door towards the staircase , and telling Marianne that he was gone , urged the impossibility of speaking to him again that evening , as a fresh argument for her to be calm . She instantly begged her sister would entreat Lady Middleton to take them home , as she was too miserable to stay a minute longer . "
Marianne Dashwood	unwell	Lady Middleton , though in the middle of a rubber , on being informed that Marianne was unwell , was too polite to object for a moment to her wish of going away , and making over her cards to a friend , they departed as soon the carriage could be found . 
Marianne Dashwood	creature	"Elinor , who saw as plainly by this , as if she had seen the direction , that it must come from Willoughby , felt immediately such a sickness at heart as made her hardly able to hold up her head , and sat in such a general tremour as made her fear it impossible to escape Mrs. Jenning 's notice . That good lady , however , saw only that Marianne had received a letter from Willoughby , which appeared to her a very good joke , and which she treated accordingly , by hoping , with a laugh , that she would find it to her liking . Of Elinor 's distress , she was too busily employed in measuring lengths of worsted for her rug , to see any thing at all ; and calmly continuing her talk , as soon as Marianne disappeared , she said , "" Upon my word , I never saw a young woman so desperately in love in my life ! MY girls were nothing to her , and yet they used to be foolish enough ; but as for Miss Marianne , she is quite an altered creature . "
Marianne Dashwood	miserable	"Elinor , I am miserable , indeed , "" before her voice was entirely lost in sobs . "
Marianne Dashwood	misery	""" And you will never see me otherwise . Mine is a misery which nothing can do away . "" "" You must not talk so , Marianne . "
Marianne Dashwood	conscious	When there , though looking most wretchedly , she ate more and was calmer than her sister had expected . Had she tried to speak , or had she been conscious of half Mrs. Jennings 's well - meant but ill - judged attentions to her , this calmness could not have been maintained ; but not a syllable escaped her lips ; and the abstraction of her thoughts preserved her in ignorance of every thing that was passing before her . 
Marianne Dashwood	unhappy	Their good friend saw that Marianne was unhappy , and felt that every thing was due to her which might make her at all less so . She treated her therefore , with all the indulgent fondness of a parent towards a favourite child on the last day of its holidays . 
Marianne Dashwood	ready	"I warrant you , Miss Marianne would have been ready to wait till matters came round . But that wo n't do now - a - days ; nothing in the way of pleasure can ever be given up by the young men of this age . "" "
Marianne Dashwood	sure	"I shall persuade her if I can to go early to bed , for I am sure she wants rest . "" "" Aye , I believe that will be best for her . "
Marianne Dashwood	sure	I am sure if I had had a notion of it , I would not have joked her about it for all my money . 
Marianne Dashwood	sure	"But I shall see them tomorrow . "" "" It would be unnecessary I am sure , for you to caution Mrs. Palmer and Sir John against ever naming Mr. Willoughby , or making the slightest allusion to what has passed , before my sister . Their own good - nature must point out to them the real cruelty of appearing to know any thing about it when she is present ; and the less that may ever be said to myself on the subject , the more my feelings "
Marianne Dashwood	sure	It must be terrible for you to hear it talked of ; and as for your sister , I am sure I would not mention a word about it to her for the world . 
Marianne Dashwood	able	Marianne was spared from the troublesome feelings of contempt and resentment , on this impertinent examination of their features , and on the puppyism of his manner in deciding on all the different horrors of the different toothpick - cases presented to his inspection , by remaining unconscious of it all ; for she was as well able to collect her thoughts within herself , and be as ignorant of what was passing around her , in Mr. Gray 's shop , as in her own bedroom . 
Marianne Dashwood	present	"It will be a very fine object from many parts of the park , and the flower - garden will slope down just before it , and be exceedingly pretty . We have cleared away all the old thorns that grew in patches over the brow . "" Elinor kept her concern and her censure to herself ; and was very thankful that Marianne was not present , to share the provocation . Having now said enough to make his poverty clear , and to do away the necessity of buying a pair of ear - rings for each of his sisters , in his next visit at Gray 's his thoughts took a cheerfuller turn , and he began to congratulate Elinor on having such a friend as Mrs. Jennings . "" "
Marianne Dashwood	person	"Marianne looked at her steadily , and said , "" You know , Elinor , that this is a kind of talking which I can not bear . If you only hope to have your assertion contradicted , as I must suppose to be the case , you ought to recollect that I am the last person in the world to do it . I can not descend to be tricked out of assurances , that are not really wanted . "
Marianne Dashwood	sure	"Nothing escaped HER minute observation and general curiosity ; she saw every thing , and asked every thing ; was never easy till she knew the price of every part of Marianne 's dress ; could have guessed the number of her gowns altogether with better judgment than Marianne herself , and was not without hopes of finding out before they parted , how much her washing cost per week , and how much she had every year to spend upon herself . The impertinence of these kind of scrutinies , moreover , was generally concluded with a compliment , which though meant as its douceur , was considered by Marianne as the greatest impertinence of all ; for after undergoing an examination into the value and make of her gown , the colour of her shoes , and the arrangement of her hair , she was almost sure of being told that upon "" her word she looked vastly smart , and she dared to say she would make a great many conquests . "" With such encouragement as this , was she dismissed on the present occasion , to her brother 's carriage ; which they were ready to enter five minutes after it stopped at the door , a punctuality not very agreeable to their sister - in - law , who had preceded them to the house of her acquaintance , and was there hoping for some delay on their part that might inconvenience either herself or her coachman . "
Marianne Dashwood	reverse	""" What!--while attending me in all my misery , has this been on your heart?--And I have reproached you for being happy!""-- "" It was not fit that you should then know how much I was the reverse ! "" "
Marianne Dashwood	subdued.--	"The composure of mind with which I have brought myself at present to consider the matter , the consolation that I have been willing to admit , have been the effect of constant and painful exertion;--they did not spring up of themselves;-- they did not occur to relieve my spirits at first.-- No , Marianne.--THEN , if I had not been bound to silence , perhaps nothing could have kept me entirely -- not even what I owed to my dearest friends -- from openly shewing that I was VERY unhappy . ""-- Marianne was quite subdued.-- "" Oh ! "
Marianne Dashwood	sorry	I am sorry to say , ma'am , in a most unhappy rupture:-- Edward is dismissed for ever from his mother 's notice . He left her house yesterday , but where he is gone , or whether he is still in town , I do not know ; for WE of course can make no inquiry . 
Marianne Dashwood	pleased	she left no creature behind , from whom it would give her a moment 's regret to be divided for ever , she was pleased to be free herself from the persecution of Lucy 's friendship , she was grateful for bringing her sister away unseen by Willoughby since his marriage , and she looked forward with hope to what a few months of tranquility at Barton might do towards restoring Marianne 's peace of mind , and confirming her own . Their journey was safely performed . 
Marianne Dashwood	grateful	she left no creature behind , from whom it would give her a moment 's regret to be divided for ever , she was pleased to be free herself from the persecution of Lucy 's friendship , she was grateful for bringing her sister away unseen by Willoughby since his marriage , and she looked forward with hope to what a few months of tranquility at Barton might do towards restoring Marianne 's peace of mind , and confirming her own . Their journey was safely performed . 
Marianne Dashwood	better	Marianne got up the next morning at her usual time ; to every inquiry replied that she was better , and tried to prove herself so , by engaging in her accustomary employments . 
Marianne Dashwood	unable	But a day spent in sitting shivering over the fire with a book in her hand , which she was unable to read , or in lying , weary and languid , on a sofa , did not speak much in favour of her amendment ; and when , at last , she went early to bed , more and more indisposed , Colonel Brandon was only astonished at her sister 's composure , who , though attending and nursing her the whole day , against Marianne inclination , and forcing proper medicines on her at night , trusted , like Marianne , to the certainty and efficacy of sleep , and felt no real alarm . A very restless and feverish night , however , disappointed the expectation of both ; and when Marianne , after persisting in rising , confessed herself unable to sit up , and returned voluntarily to her bed , Elinor was very ready to adopt Mrs. Jennings 's advice , of sending for the Palmers ' apothecary . 
Marianne Dashwood	able	Elinor , confirmed in every pleasant hope , was all cheerfulness ; rejoicing that in her letters to her mother , she had pursued her own judgment rather than her friend 's , in making very light of the indisposition which delayed them at Cleveland ; and almost fixing on the time when Marianne would be able to travel . 
Marianne Dashwood	better	Marianne was in every respect materially better , and he declared her entirely out of danger . Mrs. Jennings , perhaps satisfied with the partial justification of her forebodings which had been found in their late alarm , allowed herself to trust in his judgment , and admitted , with unfeigned joy , and soon with unequivocal cheerfulness , the probability of an entire recovery . Elinor could not be cheerful . Her joy was of a different kind , and led to any thing rather than to gaiety . 
Marianne Dashwood	constant	""" Marianne 's note , by assuring me that I was still as dear to her as in former days , that in spite of the many , many weeks we had been separated , she was as constant in her own feelings , and as full of faith in the constancy of mine as ever , awakened all my remorse . "
Marianne Dashwood	married	talking to myself of our past attachment as a mere idle , trifling business , shrugging up my shoulders in proof of its being so , and silencing every reproach , overcoming every scruple , by secretly saying now and then , ' I shall be heartily glad to hear she is well married . 
Marianne Dashwood	dearer	I felt that she was infinitely dearer to me than any other woman in the world , and that I was using her infamously . But every thing was then just settled between Miss Grey and me . 
Marianne Dashwood	sure	Marianne to be sure is lost to me for ever . 
Marianne Dashwood	happy	"To Mrs. Jennings , to the Middletons , he has been long and intimately known ; they equally love and respect him ; and even my own knowledge of him , though lately acquired , is very considerable ; and so highly do I value and esteem him , that if Marianne can be happy with him , I shall be as ready as yourself to think our connection the greatest blessing to us in the world . What answer did you give him?--Did you allow him to hope ? "" "" Oh ! "
Marianne Dashwood	happy	"Their gentleness , their genuine attention to other people , and their manly unstudied simplicity is much more accordant with her real disposition , than the liveliness -- often artificial , and often ill - timed of the other . I am very sure myself , that had Willoughby turned out as really amiable , as he has proved himself the contrary , Marianne would yet never have been so happy with HIM , as she will be with Colonel Brandon . "" She paused.--Her daughter could not quite agree with her , but her dissent was not heard , and therefore gave no offence . "
Marianne Dashwood	impatient	CHAPTER 46 Marianne 's illness , though weakening in its kind , had not been long enough to make her recovery slow ; and with youth , natural strength , and her mother 's presence in aid , it proceeded so smoothly as to enable her to remove , within four days after the arrival of the latter , into Mrs. Palmer 's dressing - room . When there , at her own particular request , for she was impatient to pour forth her thanks to him for fetching her mother , Colonel Brandon was invited to visit her . 
Marianne Dashwood	days	Marianne had been two or three days at home , before the weather was fine enough for an invalid like herself to venture out . 
Marianne Dashwood	thankful	"Her voice sunk with the word , but presently reviving she added , "" I am thankful to find that I can look with so little pain on the spot!--shall we ever talk on that subject , Elinor?""-- hesitatingly it was said.--""Or will it be "
Marianne Dashwood	insolent	To the Middletons , to the Palmers , the Steeles , to every common acquaintance even , I had been insolent and unjust ; with a heart hardened against their merits , and a temper irritated by their very attention.--To John , to Fanny,--yes , even to them , little as they deserve , I had given less than their due . 
Marianne Dashwood	unjust	To the Middletons , to the Palmers , the Steeles , to every common acquaintance even , I had been insolent and unjust ; with a heart hardened against their merits , and a temper irritated by their very attention.--To John , to Fanny,--yes , even to them , little as they deserve , I had given less than their due . 
Marianne Dashwood	capable	I have laid down my plan , and if I am capable of adhering to it -- my feelings shall be governed and my temper improved . They shall no longer worry others , nor torture myself . 
Marianne Dashwood	tired	Elinor , dreading her being tired , led her towards home ; and till they reached the door of the cottage , easily conjecturing what her curiosity must be though no question was suffered to speak it , talked of nothing but Willoughby , and their conversation together ; and was carefully minute in every particular of speech and look , where minuteness could be safely indulged . 
Marianne Dashwood	happy	I never could have been happy with him , after knowing , as sooner or later I must have known , all this.--I should have had no confidence , no esteem . 
Marianne Dashwood	poor	Had you married , you must have been always poor . 
Marianne Dashwood	better	By that time , Marianne was rather better , 
Marianne Dashwood	wretched	I care not who knows that I am wretched . 
Marianne Dashwood	miserable	But to appear happy when I am so miserable -- Oh ! 
Edward Ferrars	son	Some mothers might have encouraged the intimacy from motives of interest , for Edward Ferrars was the eldest son of a man who had died very rich ; and some might have repressed it from motives of prudence , for , except a trifling sum , the whole of his fortune depended on the will of his mother . 
Edward Ferrars	handsome	He was not handsome , and his manners required intimacy to make them pleasing . 
Edward Ferrars	diffident	He was too diffident to do justice to himself ; but when his natural shyness was overcome , his behaviour gave every indication of an open , affectionate heart . 
Edward Ferrars	amiable	Edward is very amiable , and I love him tenderly . 
Edward Ferrars	kind	But yet -- he is not the kind of young man -- there is something wanting -- his figure is not striking ; it has none of that grace which I should expect in the man who could seriously attach my sister . 
Edward Ferrars	deficient	He does not draw himself , indeed , but he has great pleasure in seeing the performances of other people , and I assure you he is by no means deficient in natural taste , though he has not had opportunities of improving it . 
Edward Ferrars	unwilling	Had he ever been in the way of learning , I think he would have drawn very well . He distrusts his own judgment in such matters so much , that he is always unwilling to give his opinion on any picture ; but he has an innate propriety and simplicity of taste , which in general direct him perfectly right . 
Edward Ferrars	aware	What his mother really is we can not know ; but , from Fanny 's occasional mention of her conduct and opinions , we have never been disposed to think her amiable ; and I am very much mistaken if Edward is not himself aware that there would be many difficulties in his way , if he were to wish to marry a woman who had not either a great fortune or high rank . 
Edward Ferrars	well	I am sure Edward Ferrars is not well . 
Edward Ferrars	person	He was the only person in the world who could at that moment be forgiven for not being Willoughby ; the only one who could have gained a smile from her ; but she dispersed her tears to smile on HIM , and in her sister 's happiness forgot for a time her own disappointment . He dismounted , and giving his horse to his servant , walked back with them to Barton , whither he was purposely coming to visit them . 
Edward Ferrars	confused	On Edward 's side , more particularly , there was a deficiency of all that a lover ought to look and say on such an occasion . He was confused , seemed scarcely sensible of pleasure in seeing them , looked neither rapturous nor gay , said little but what was forced from him by questions , and distinguished Elinor by no mark of affection . 
Edward Ferrars	saucy	Forgive me , if I am very saucy . 
Edward Ferrars	willing	"But I was willing to shew you that I had not forgot our old disputes . "" "" I love to be reminded of the past , Edward -- whether it be melancholy or gay , I love to recall it -- and you will never offend me by talking of former times . "
Edward Ferrars	right	You are very right in supposing how my money would be spent -- some of it , at least -- my loose cash would certainly be employed in improving my collection of music and books . 
Edward Ferrars	gay	"You are not very gay yourself . "" "" Why should you think so ! "" replied he , with a sigh . "
Edward Ferrars	able	""" "" You have not been able to bring your sister over to your plan of general civility , "" said Edward to Elinor , "" Do you gain no ground ? "
Edward Ferrars	afraid	""" My judgment , "" he returned , "" is all on your side of the question ; but I am afraid my practice is much more on your sister 's . "
Edward Ferrars	shy	"If I could persuade myself that my manners were perfectly easy and graceful , I should not be shy . "" "" But you would still be reserved , "" said Marianne , "" and that is worse . "
Edward Ferrars	reserved	"If I could persuade myself that my manners were perfectly easy and graceful , I should not be shy . "" "" But you would still be reserved , "" said Marianne , "" and that is worse . "
Edward Ferrars	reserved	"Am I reserved , Marianne ? "" "
Edward Ferrars	Reserved!--how	""" Reserved!--how , in what manner ? What am I to tell you ? "
Edward Ferrars	unhappy	It was evident that he was unhappy ; she wished it were equally evident that he still distinguished her by the same affection which once she had felt no doubt of inspiring ; but hitherto the continuance of his preference seemed very uncertain ; and the reservedness of his manner towards her contradicted one moment what a more animated look had intimated the preceding one . 
Edward Ferrars	ready	""" I am going into the village to see my horses , "" said be , "" as you are not yet ready for breakfast ; I shall be back again presently . "" "
Edward Ferrars	fastidious	He is fastidious and will have an affectation of his own . 
Edward Ferrars	fond	I am not fond of nettles or thistles , or heath blossoms . 
Edward Ferrars	grave	She was not in a humour , however , to regard it as an affront , and affecting to take no notice of what passed , by instantly talking of something else , she internally resolved henceforward to catch every opportunity of eyeing the hair and of satisfying herself , beyond all doubt , that it was exactly the shade of her own . Edward 's embarrassment lasted some time , and it ended in an absence of mind still more settled . He was particularly grave the whole morning . 
Edward Ferrars	man	"But from such vain wishes she was forced to turn for comfort to the renewal of her confidence in Edward 's affection , to the remembrance of every mark of regard in look or word which fell from him while at Barton , and above all to that flattering proof of it which he constantly wore round his finger . "" I think , Edward , "" said Mrs. Dashwood , as they were at breakfast the last morning , "" you would be a happier man if you had any profession to engage your time and give an interest to your plans and actions . "
Edward Ferrars	old	As for the navy , it had fashion on its side , but I was too old when the subject was first started to enter it -- and , at length , as there was no necessity for my having any profession at all , as I might be as dashing and expensive without a red coat on my back as with one , idleness was pronounced on the whole to be most advantageous and honourable , and a young man of eighteen is not in general so earnestly bent on being busy as to resist the solicitations of his friends to do nothing . 
Edward Ferrars	dashing	As for the navy , it had fashion on its side , but I was too old when the subject was first started to enter it -- and , at length , as there was no necessity for my having any profession at all , as I might be as dashing and expensive without a red coat on my back as with one , idleness was pronounced on the whole to be most advantageous and honourable , and a young man of eighteen is not in general so earnestly bent on being busy as to resist the solicitations of his friends to do nothing . 
Edward Ferrars	expensive	As for the navy , it had fashion on its side , but I was too old when the subject was first started to enter it -- and , at length , as there was no necessity for my having any profession at all , as I might be as dashing and expensive without a red coat on my back as with one , idleness was pronounced on the whole to be most advantageous and honourable , and a young man of eighteen is not in general so earnestly bent on being busy as to resist the solicitations of his friends to do nothing . 
Edward Ferrars	man	""" Ferrars ! "" repeated Miss Steele ; "" Mr. Ferrars is the happy man , is he ? "
Edward Ferrars	afraid	"Our first care has been to keep the matter secret.-- You knew nothing of me , or my family , and , therefore , there could be no OCCASION for ever mentioning my name to you ; and , as he was always particularly afraid of his sister 's suspecting any thing , THAT was reason enough for his not mentioning it . "" She was "
Edward Ferrars	anxious	""" I have never been able , "" continued Lucy , "" to give him my picture in return , which I am very much vexed at , for he has been always so anxious to get it ! "
Edward Ferrars	miserable	"He was so miserable when he left us at Longstaple , to go to you , that I was afraid you would think him quite ill . "" "" Did he come from your uncle 's , then , when he visited us ? "
Edward Ferrars	blamable	He had been blamable , highly blamable , in remaining at Norland after he first felt her influence over him to be more than it ought to be . 
Edward Ferrars	blamable	He had been blamable , highly blamable , in remaining at Norland after he first felt her influence over him to be more than it ought to be . 
Edward Ferrars	hopeless	In that , he could not be defended ; but if he had injured her , how much more had he injured himself ; if her case were pitiable , his was hopeless . 
Edward Ferrars	dependent	"Mr. Ferrars , I believe , is entirely dependent on his mother . "" "" "
Edward Ferrars	brother	"He is brother to Mrs. John Dashwood -- THAT must be recommendation enough to her husband . "" "
