Character	Role	Event	Context
Elizabeth Bennet	agent	declared	He then asked her to walk into the house -- but she declared herself not tired , and they stood together on the lawn . 
Elizabeth Bennet	agent	stood	He then asked her to walk into the house -- but she declared herself not tired , and they stood together on the lawn . 
Elizabeth Bennet	agent	wanted	She wanted to talk , but there seemed an embargo on every subject . 
Elizabeth Bennet	agent	seemed	She wanted to talk , but there seemed an embargo on every subject . 
Elizabeth Bennet	agent	recollected	At last she recollected that she had been travelling , and they talked of Matlock and Dovedale with great perseverance . 
Elizabeth Bennet	agent	talked	At last she recollected that she had been travelling , and they talked of Matlock and Dovedale with great perseverance . 
Elizabeth Bennet	agent	travelling	At last she recollected that she had been travelling , and they talked of Matlock and Dovedale with great perseverance . 
Elizabeth Bennet	agent	saw	Mr. Darcy handed the ladies into the carriage ; and when it drove off , Elizabeth saw him walking slowly towards the house . 
Elizabeth Bennet	agent	replied	“ He is perfectly well - behaved , polite , and unassuming , ” said her uncle . “ There _ is _ something a little stately in him , to be sure , ” replied her aunt ; “ but it is confined to his air , and is not unbecoming . 
Elizabeth Bennet	agent	tell	But how came you to tell us that he was so disagreeable ? 
Elizabeth Bennet	agent	excused	” Elizabeth excused herself as well as she could : said that she had liked him better when they met in Kent than before , and that she had never seen him so pleasant as this morning . 
Elizabeth Bennet	agent	liked	” Elizabeth excused herself as well as she could : said that she had liked him better when they met in Kent than before , and that she had never seen him so pleasant as this morning . 
Elizabeth Bennet	agent	felt	Elizabeth felt that they had entirely mistaken his character , but said nothing . 
Elizabeth Bennet	agent	felt	Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham ; and , therefore , gave them to understand , in as guarded a manner as she could , that by what she had heard from his relations in Kent , his actions were capable of a very different construction ; and that his character was by no means so faulty , nor Wickham ’s so amiable , as they had been considered in Hertfordshire . 
Elizabeth Bennet	agent	gave	Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham ; and , therefore , gave them to understand , in as guarded a manner as she could , that by what she had heard from his relations in Kent , his actions were capable of a very different construction ; and that his character was by no means so faulty , nor Wickham ’s so amiable , as they had been considered in Hertfordshire . 
Elizabeth Bennet	agent	called	Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham ; and , therefore , gave them to understand , in as guarded a manner as she could , that by what she had heard from his relations in Kent , his actions were capable of a very different construction ; and that his character was by no means so faulty , nor Wickham ’s so amiable , as they had been considered in Hertfordshire . 
Elizabeth Bennet	agent	heard	Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham ; and , therefore , gave them to understand , in as guarded a manner as she could , that by what she had heard from his relations in Kent , his actions were capable of a very different construction ; and that his character was by no means so faulty , nor Wickham ’s so amiable , as they had been considered in Hertfordshire . 
Elizabeth Bennet	agent	related	In confirmation of this , she related the particulars of all the pecuniary transactions in which they had been connected , without actually naming her authority , but stating it to be such as might be relied on . 
Elizabeth Bennet	agent	set	Fatigued as she had been by the morning ’s walk , they had no sooner dined than she set off again in quest of her former acquaintance , and the evening was spent in the satisfactions of an intercourse renewed after many years ’ discontinuance . 
Elizabeth Bennet	agent	do	The occurrences of the day were too full of interest to leave Elizabeth much attention for any of these new friends ; and she could do nothing but think , and think with wonder , of Mr. Darcy ’s civility , and , above all , of his wishing her to be acquainted with his sister . 
Elizabeth Bennet	agent	settled	Elizabeth had settled it that Mr. Darcy would bring his sister to visit her the very day after her reaching Pemberley ; and was , consequently , resolved not to be out of sight of the inn the whole of that morning . 
Elizabeth Bennet	agent	resolved	Elizabeth had settled it that Mr. Darcy would bring his sister to visit her the very day after her reaching Pemberley ; and was , consequently , resolved not to be out of sight of the inn the whole of that morning . 
Elizabeth Bennet	agent	reaching	Elizabeth had settled it that Mr. Darcy would bring his sister to visit her the very day after her reaching Pemberley ; and was , consequently , resolved not to be out of sight of the inn the whole of that morning . 
Elizabeth Bennet	agent	recognizing	Elizabeth , immediately recognizing the livery , guessed what it meant , and imparted no small degree of surprise to her relations , by acquainting them with the honour which she expected . 
Elizabeth Bennet	agent	spoke	Her uncle and aunt were all amazement ; and the embarrassment of her manner as she spoke , joined to the circumstance itself , and many of the circumstances of the preceding day , opened to them a new idea on the business . 
Elizabeth Bennet	agent	retreated	She retreated from the window , fearful of being seen ; and as she walked up and down the room , endeavouring to compose herself , saw such looks of inquiring surprise in her uncle and aunt as made everything worse . 
Elizabeth Bennet	agent	saw	She retreated from the window , fearful of being seen ; and as she walked up and down the room , endeavouring to compose herself , saw such looks of inquiring surprise in her uncle and aunt as made everything worse . 
Elizabeth Bennet	agent	walked	She retreated from the window , fearful of being seen ; and as she walked up and down the room , endeavouring to compose herself , saw such looks of inquiring surprise in her uncle and aunt as made everything worse . 
Elizabeth Bennet	agent	see	With astonishment did Elizabeth see that her new acquaintance was at least as much embarrassed as herself . 
Elizabeth Bennet	agent	heard	Since her being at Lambton , she had heard that Miss Darcy was exceedingly proud ; but the observation of a very few minutes convinced her that she was only exceedingly shy . 
Elizabeth Bennet	agent	convinced	Since her being at Lambton , she had heard that Miss Darcy was exceedingly proud ; but the observation of a very few minutes convinced her that she was only exceedingly shy . 
Elizabeth Bennet	agent	found	She found it difficult to obtain even a word from her beyond a monosyllable . 
Elizabeth Bennet	agent	had	They had not been long together before Darcy told her that Bingley was also coming to wait on her ; and she had barely time to express her satisfaction , and prepare for such a visitor , when Bingley ’s quick step was heard on the stairs , and in a moment he entered the room . 
Elizabeth Bennet	agent	had	Elizabeth , on her side , had much to do . 
Elizabeth Bennet	agent	wanted	She wanted to ascertain the feelings of each of her visitors , she wanted to compose her own , and to make herself agreeable to all ; and in the latter object , where she feared most to fail , she was most sure of success , for those to whom she endeavoured to give pleasure were pre - possessed in her favour . 
Elizabeth Bennet	agent	wanted	She wanted to ascertain the feelings of each of her visitors , she wanted to compose her own , and to make herself agreeable to all ; and in the latter object , where she feared most to fail , she was most sure of success , for those to whom she endeavoured to give pleasure were pre - possessed in her favour . 
Elizabeth Bennet	agent	endeavoured	She wanted to ascertain the feelings of each of her visitors , she wanted to compose her own , and to make herself agreeable to all ; and in the latter object , where she feared most to fail , she was most sure of success , for those to whom she endeavoured to give pleasure were pre - possessed in her favour . 
Elizabeth Bennet	agent	long	Bingley was ready , Georgiana was eager , and Darcy determined , to be pleased . In seeing Bingley , her thoughts naturally flew to her sister ; and oh ! how ardently did she long to know whether any of his were directed in a like manner . 
Elizabeth Bennet	agent	fancy	Sometimes she could fancy that he talked less than on former occasions , and once or twice pleased herself with the notion that , as he looked at her , he was trying to trace a resemblance . 
Elizabeth Bennet	agent	pleased	Sometimes she could fancy that he talked less than on former occasions , and once or twice pleased herself with the notion that , as he looked at her , he was trying to trace a resemblance . 
Elizabeth Bennet	agent	turn	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	catch	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	saw	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	heard	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	heard	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	witnessed	It was not often that she could turn her eyes on Mr. Darcy himself ; but whenever she did catch a glimpse she saw an expression of general complaisance , and in all that he said , she heard an accent so far removed from _ hauteur _ or disdain of his companions , as convinced her that the improvement of manners which she had yesterday witnessed , however temporary its existence might prove , had at least outlived one day . 
Elizabeth Bennet	agent	saw	When she saw him thus seeking the acquaintance , and courting the good opinion of people with whom any intercourse a few months ago would have been a disgrace ; when she saw him thus civil , not only to herself , but to the very relations whom he had openly disdained , and recollected their last lively scene in Hunsford Parsonage , the difference , the change was so great , and struck so forcibly on her mind , that she could hardly restrain her astonishment from being visible . 
Elizabeth Bennet	agent	saw	When she saw him thus seeking the acquaintance , and courting the good opinion of people with whom any intercourse a few months ago would have been a disgrace ; when she saw him thus civil , not only to herself , but to the very relations whom he had openly disdained , and recollected their last lively scene in Hunsford Parsonage , the difference , the change was so great , and struck so forcibly on her mind , that she could hardly restrain her astonishment from being visible . 
Elizabeth Bennet	agent	seen	Never , even in the company of his dear friends at Netherfield , or his dignified relations at Rosings , had she seen him so desirous to please , so free from self - consequence or unbending reserve , as now , when no importance could result from the success of his endeavours , and when even the acquaintance of those to whom his attentions were addressed , would draw 
Elizabeth Bennet	agent	turned	Mrs. Gardiner looked at her niece , desirous of knowing how _ she _ , whom the invitation most concerned , felt disposed as to its acceptance , but Elizabeth had turned away her head . 
Elizabeth Bennet	agent	ventured	Presuming , however , that this studied avoidance spoke rather a momentary embarrassment than any dislike of the proposal , and seeing in her husband , who was fond of society , a perfect willingness to accept it , she ventured to engage for her attendance , and the day after the next was fixed on . 
Elizabeth Bennet	agent	fixed	Presuming , however , that this studied avoidance spoke rather a momentary embarrassment than any dislike of the proposal , and seeing in her husband , who was fond of society , a perfect willingness to accept it , she ventured to engage for her attendance , and the day after the next was fixed on . 
Elizabeth Bennet	agent	speak	Elizabeth , construing all this into a wish of hearing her speak of her sister , was pleased ; and on this account , as well as some others , found herself , when their visitors left them , capable of considering the last half hour with some satisfaction , though while it was passing the enjoyment of it had been little . 
Elizabeth Bennet	agent	stayed	Eager to be alone , and fearful of inquiries or hints from her uncle and aunt , she stayed with them only long enough to hear their favourable opinion of Bingley , and then hurried away to dress . 
Elizabeth Bennet	agent	hurried	Eager to be alone , and fearful of inquiries or hints from her uncle and aunt , she stayed with them only long enough to hear their favourable opinion of Bingley , and then hurried away to dress . 
Elizabeth Bennet	agent	had	But she had no reason to fear Mr. and Mrs. Gardiner ’s curiosity ; it was not their wish to force her communication . 
Elizabeth Bennet	agent	lay	As for Elizabeth , her thoughts were at Pemberley this evening more than the last ; and the evening , though as it passed it seemed long , was not long enough to determine her feelings towards _ one _ in that mansion ; and she lay awake two whole hours , endeavouring to make them out . 
Elizabeth Bennet	agent	known	He who , she had been persuaded , would avoid her as his greatest enemy , seemed , on this accidental meeting , most eager to preserve the acquaintance ; and without any indelicate display of regard , or any peculiarity of manner , where their two selves only were concerned , was soliciting the good opinion of her friends , and bent on making her known to his sister . 
Elizabeth Bennet	agent	respected	She respected , she esteemed , she was grateful to him , she felt a real interest in his 
Elizabeth Bennet	agent	esteemed	She respected , she esteemed , she was grateful to him , she felt a real interest in his 
Elizabeth Bennet	agent	felt	She respected , she esteemed , she was grateful to him , she felt a real interest in his 
Elizabeth Bennet	agent	felt	She respected , she esteemed , she was grateful to him , she felt a real interest in his 
Elizabeth Bennet	agent	wanted	and she only wanted to know how far she wished that welfare to depend upon herself , and how far it would be for the happiness of both that she should employ the power , which her fancy told her she still possessed , of bringing on the renewal of his addresses . 
Elizabeth Bennet	agent	wished	and she only wanted to know how far she wished that welfare to depend upon herself , and how far it would be for the happiness of both that she should employ the power , which her fancy told her she still possessed , of bringing on the renewal of his addresses . 
Elizabeth Bennet	agent	employ	and she only wanted to know how far she wished that welfare to depend upon herself , and how far it would be for the happiness of both that she should employ the power , which her fancy told her she still possessed , of bringing on the renewal of his addresses . 
Elizabeth Bennet	agent	asked	Elizabeth was pleased ; though when she asked herself the reason , she had very little to say in reply . 
Elizabeth Bennet	agent	had	Elizabeth was pleased ; though when she asked herself the reason , she had very little to say in reply . 
Elizabeth Bennet	agent	help	Convinced as Elizabeth now was that Miss Bingley ’s dislike of her had originated in jealousy , she could not help feeling how very unwelcome her appearance at Pemberley must be to her , and was curious to know with how much civility on that lady ’s side the acquaintance would now be renewed . 
Elizabeth Bennet	agent	saw	Elizabeth soon saw that she was herself closely watched by Miss Bingley , and that she could not speak a word , especially to Miss Darcy , without calling her attention . This observation would not have prevented her from trying to talk to the latter , had they not been seated at an inconvenient distance ; but she was not sorry to be spared the necessity of saying much : her own thoughts were employing her . 
Elizabeth Bennet	agent	prevented	Elizabeth soon saw that she was herself closely watched by Miss Bingley , and that she could not speak a word , especially to Miss Darcy , without calling her attention . This observation would not have prevented her from trying to talk to the latter , had they not been seated at an inconvenient distance ; but she was not sorry to be spared the necessity of saying much : her own thoughts were employing her . 
Elizabeth Bennet	agent	speak	Elizabeth soon saw that she was herself closely watched by Miss Bingley , and that she could not speak a word , especially to Miss Darcy , without calling her attention . This observation would not have prevented her from trying to talk to the latter , had they not been seated at an inconvenient distance ; but she was not sorry to be spared the necessity of saying much : her own thoughts were employing her . 
Elizabeth Bennet	agent	expected	She expected every moment that some of the gentlemen would enter the room : she wished , she feared , that the master of the house might be amongst them ; and 
Elizabeth Bennet	agent	wished	She expected every moment that some of the gentlemen would enter the room : she wished , she feared , that the master of the house might be amongst them ; and 
Elizabeth Bennet	agent	wished	She expected every moment that some of the gentlemen would enter the room : she wished , she feared , that the master of the house might be amongst them ; and 
Elizabeth Bennet	agent	wished	whether she wished or feared it most , she could scarcely determine . 
Elizabeth Bennet	agent	feared	whether she wished or feared it most , she could scarcely determine . 
Elizabeth Bennet	agent	determine	whether she wished or feared it most , she could scarcely determine . 
Elizabeth Bennet	agent	answered	She answered with equal indifference and brevity , and the other said no more . 
Elizabeth Bennet	agent	said	She answered with equal indifference and brevity , and the other said no more . 
Elizabeth Bennet	agent	had	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	began	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	feared	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	wished	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	believed	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	began	While thus engaged , Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy , by the feelings which prevailed on his entering the room ; and then , though but a moment before she had believed her wishes to predominate , she began to regret that he came . 
Elizabeth Bennet	agent	spoke	No sooner did he appear , than Elizabeth wisely resolved to be perfectly easy and unembarrassed;--a resolution the more necessary to be made , but perhaps not the more easily kept , because she saw that the suspicions of the whole party were awakened against them , and that there was scarcely an eye which did not watch his behaviour when he first came into the room . In no countenance was attentive curiosity so strongly marked as in Miss Bingley ’s , in spite of the smiles which overspread her face whenever she spoke to one of its objects ; for jealousy had not yet made her desperate , and her attentions to Mr. Darcy 
Elizabeth Bennet	agent	saw	, exerted herself much more to talk ; and Elizabeth saw that he was anxious for his sister and herself to get acquainted , and forwarded , as much as possible , every attempt at conversation on either side . 
Elizabeth Bennet	agent	forwarded	, exerted herself much more to talk ; and Elizabeth saw that he was anxious for his sister and herself to get acquainted , and forwarded , as much as possible , every attempt at conversation on either side . 
Elizabeth Bennet	agent	mention	In Darcy ’s presence she dared not mention Wickham ’s name : but Elizabeth instantly comprehended that he was uppermost in her thoughts ; and the various recollections connected with him gave her a moment ’s distress ; but , exerting herself vigorously to repel the ill - natured attack , she presently answered the question in a tolerably disengaged tone . 
Elizabeth Bennet	agent	comprehended	In Darcy ’s presence she dared not mention Wickham ’s name : but Elizabeth instantly comprehended that he was uppermost in her thoughts ; and the various recollections connected with him gave her a moment ’s distress ; but , exerting herself vigorously to repel the ill - natured attack , she presently answered the question in a tolerably disengaged tone . 
Elizabeth Bennet	agent	spoke	While she spoke , an involuntary glance showed her Darcy with a heightened complexion , earnestly looking at her , and his sister overcome with confusion , and unable to lift up her eyes . 
Elizabeth Bennet	agent	giving	Had Miss Bingley known what pain she was then giving her beloved friend , she undoubtedly would have refrained from the hint ; but she had merely intended to discompose Elizabeth , by bringing forward the idea of a man to whom she believed her partial , to make her betray a sensibility which might injure her in Darcy ’s opinion , and , perhaps , to remind the latter of all the follies and absurdities by which some part of her family were connected with that corps . 
Elizabeth Bennet	agent	intended	Had Miss Bingley known what pain she was then giving her beloved friend , she undoubtedly would have refrained from the hint ; but she had merely intended to discompose Elizabeth , by bringing forward the idea of a man to whom she believed her partial , to make her betray a sensibility which might injure her in Darcy ’s opinion , and , perhaps , to remind the latter of all the follies and absurdities by which some part of her family were connected with that corps . 
Elizabeth Bennet	agent	believed	Had Miss Bingley known what pain she was then giving her beloved friend , she undoubtedly would have refrained from the hint ; but she had merely intended to discompose Elizabeth , by bringing forward the idea of a man to whom she believed her partial , to make her betray a sensibility which might injure her in Darcy ’s opinion , and , perhaps , to remind the latter of all the follies and absurdities by which some part of her family were connected with that corps . 
Elizabeth Bennet	agent	betray	Had Miss Bingley known what pain she was then giving her beloved friend , she undoubtedly would have refrained from the hint ; but she had merely intended to discompose Elizabeth , by bringing forward the idea of a man to whom she believed her partial , to make her betray a sensibility which might injure her in Darcy ’s opinion , and , perhaps , to remind the latter of all the follies and absurdities by which some part of her family were connected with that corps . 
Elizabeth Bennet	agent	attributed	To no creature had it been revealed , where secrecy was possible , except to Elizabeth ; and from all Bingley ’s connections her brother was particularly anxious to conceal it , from that very wish which Elizabeth had long ago attributed to him , of their becoming hereafter her own . 
Elizabeth Bennet	agent	feared	Her brother , whose eye she feared to meet , scarcely recollected her interest in the affair ; and the very circumstance which had been designed to turn his thoughts from Elizabeth , seemed to have fixed them on her more and more cheerfully . 
Elizabeth Bennet	agent	looks	“ How very ill Eliza Bennet looks this morning , Mr. Darcy , ” she cried : “ I never in my life saw anyone so much altered as she is since the winter . 
Elizabeth Bennet	agent	talked	Mrs. Gardiner and Elizabeth talked of all that had occurred during their visit , as they returned , except what had particularly interested them both . 
Elizabeth Bennet	agent	longing	They talked of his sister , his friends , his house , his fruit , of everything but himself ; yet Elizabeth was longing to know what Mrs. Gardiner thought of him , and Mrs. Gardiner would have been highly gratified by her niece ’s beginning the subject . 
Elizabeth Bennet	agent	received	“ By this time , my dearest sister , you have received my hurried letter ; I wish this may be more intelligible , but though not confined for time , my head is so bewildered that I can not answer for being coherent . 
Elizabeth Bennet	agent	cried	where , where is my uncle ? ” cried Elizabeth , darting from her seat as she finished the letter , in eagerness to follow him , without losing a moment of the time so precious ; but as she reached the door , it was opened by a servant , and Mr. Darcy appeared . 
Elizabeth Bennet	agent	finished	where , where is my uncle ? ” cried Elizabeth , darting from her seat as she finished the letter , in eagerness to follow him , without losing a moment of the time so precious ; but as she reached the door , it was opened by a servant , and Mr. Darcy appeared . 
Elizabeth Bennet	agent	reached	where , where is my uncle ? ” cried Elizabeth , darting from her seat as she finished the letter , in eagerness to follow him , without losing a moment of the time so precious ; but as she reached the door , it was opened by a servant , and Mr. Darcy appeared . 
Elizabeth Bennet	agent	exclaimed	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	beg	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	leave	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	leave	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	find	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	have	Her pale face and impetuous manner made him start , and before he could recover himself enough to speak , she , in whose mind every idea was superseded by Lydia ’s situation , hastily exclaimed , “ I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ” “ Good God ! 
Elizabeth Bennet	agent	go	You are not well enough ; you can not go yourself . ” 
Elizabeth Bennet	agent	hesitated	Elizabeth hesitated ; but her knees trembled under her , and she felt how little would be gained by her attempting to pursue them . 
Elizabeth Bennet	agent	trembled	Elizabeth hesitated ; but her knees trembled under her , and she felt how little would be gained by her attempting to pursue them . 
Elizabeth Bennet	agent	felt	Elizabeth hesitated ; but her knees trembled under her , and she felt how little would be gained by her attempting to pursue them . 
Elizabeth Bennet	agent	attempting	Elizabeth hesitated ; but her knees trembled under her , and she felt how little would be gained by her attempting to pursue them . 
Elizabeth Bennet	agent	commissioned	Calling back the servant , therefore , she commissioned him , though in so breathless an accent as made her almost unintelligible , to fetch his master and mistress home instantly . 
Elizabeth Bennet	agent	sat	On his quitting the room , she sat down , unable to support herself , and looking so miserably ill , that it was impossible for Darcy to leave her , or to refrain from saying , in a tone of gentleness and commiseration , “ Let me call your maid . Is there nothing you could take to give you present relief ? 
Elizabeth Bennet	agent	take	On his quitting the room , she sat down , unable to support herself , and looking so miserably ill , that it was impossible for Darcy to leave her , or to refrain from saying , in a tone of gentleness and commiseration , “ Let me call your maid . Is there nothing you could take to give you present relief ? 
Elizabeth Bennet	agent	thank	“ No , I thank you , ” she replied , endeavouring to recover herself . 
Elizabeth Bennet	agent	replied	“ No , I thank you , ” she replied , endeavouring to recover herself . 
Elizabeth Bennet	agent	received	I am quite well , I am only distressed by some dreadful news which I have just received from Longbourn . ” 
Elizabeth Bennet	agent	burst	She burst into tears as she alluded to it , and for a few minutes could not speak another word . 
Elizabeth Bennet	agent	speak	She burst into tears as she alluded to it , and for a few minutes could not speak another word . 
Elizabeth Bennet	agent	alluded	She burst into tears as she alluded to it , and for a few minutes could not speak another word . 
Elizabeth Bennet	agent	spoke	At length she spoke again . 
Elizabeth Bennet	agent	had	“ I have just had a letter from Jane , with such dreadful news . 
Elizabeth Bennet	agent	consider	“ When I consider , ” she added , in a yet more agitated voice , “ that _ I _ might have prevented it ! 
Elizabeth Bennet	agent	added	“ When I consider , ” she added , in a yet more agitated voice , “ that _ I _ might have prevented it ! 
Elizabeth Bennet	agent	explained	Had I but explained some part of it only -- some part of what I learnt , to my own family ! 
Elizabeth Bennet	agent	learnt	Had I but explained some part of it only -- some part of what I learnt , to my own family ! 
Elizabeth Bennet	agent	hope	“ My father has gone to London , and Jane has written to beg my uncle ’s immediate assistance , and we shall be off , I hope , in half an hour . 
Elizabeth Bennet	agent	know	But nothing can be done ; I know very well that nothing can be done . 
Elizabeth Bennet	agent	have	I have not the smallest hope . 
Elizabeth Bennet	agent	observed	Elizabeth soon observed , and instantly understood it . 
Elizabeth Bennet	agent	understood	Elizabeth soon observed , and instantly understood it . 
Elizabeth Bennet	agent	understand	It was , on the contrary , exactly calculated to make her understand her own wishes ; and never had she so honestly felt that she could have loved him , as now , when all love must be vain . 
Elizabeth Bennet	agent	felt	It was , on the contrary , exactly calculated to make her understand her own wishes ; and never had she so honestly felt that she could have loved him , as now , when all love must be vain . 
Elizabeth Bennet	agent	loved	It was , on the contrary , exactly calculated to make her understand her own wishes ; and never had she so honestly felt that she could have loved him , as now , when all love must be vain . 
Elizabeth Bennet	agent	desiring	Lydia -- the humiliation , the misery she was bringing on them all -- soon swallowed up every private care ; and covering her face with her handkerchief , Elizabeth was soon lost to everything else ; and , after a pause of several minutes , was only recalled to a sense of her situation by the voice of her companion , who , in a manner which , though it spoke compassion , spoke likewise restraint , said,-- “ I am afraid you have been long desiring my absence , nor have I anything to plead in excuse of my stay , but real , though unavailing concern . 
Elizabeth Bennet	agent	felt	As he quitted the room , Elizabeth felt how improbable it was that they should ever see each other again on such terms of cordiality as had marked their several meetings in Derbyshire ; and as she threw a retrospective glance over the whole of their acquaintance , so full of contradictions and varieties , sighed at the perverseness of those feelings which would now have promoted its continuance , and would formerly have rejoiced in its termination . 
Elizabeth Bennet	agent	sighed	As he quitted the room , Elizabeth felt how improbable it was that they should ever see each other again on such terms of cordiality as had marked their several meetings in Derbyshire ; and as she threw a retrospective glance over the whole of their acquaintance , so full of contradictions and varieties , sighed at the perverseness of those feelings which would now have promoted its continuance , and would formerly have rejoiced in its termination . 
Elizabeth Bennet	agent	threw	As he quitted the room , Elizabeth felt how improbable it was that they should ever see each other again on such terms of cordiality as had marked their several meetings in Derbyshire ; and as she threw a retrospective glance over the whole of their acquaintance , so full of contradictions and varieties , sighed at the perverseness of those feelings which would now have promoted its continuance , and would formerly have rejoiced in its termination . 
Elizabeth Bennet	agent	thanked	Elizabeth , though expecting no less , thanked him with tears of gratitude ; and all three being actuated by one spirit , everything relating to their journey was speedily settled . 
Elizabeth Bennet	agent	actuated	Elizabeth , though expecting no less , thanked him with tears of gratitude ; and all three being actuated by one spirit , everything relating to their journey was speedily settled . 
Elizabeth Bennet	agent	settled	Elizabeth , though expecting no less , thanked him with tears of gratitude ; and all three being actuated by one spirit , everything relating to their journey was speedily settled . 
Elizabeth Bennet	agent	remained	Had Elizabeth been at leisure to be idle , she would have remained certain that all employment was impossible to one so wretched as herself ; but she had her share of business as well as her aunt , and amongst the rest there were notes to be written to all their friends at Lambton , with false excuses for their sudden departure . 
Elizabeth Bennet	agent	had	Had Elizabeth been at leisure to be idle , she would have remained certain that all employment was impossible to one so wretched as herself ; but she had her share of business as well as her aunt , and amongst the rest there were notes to be written to all their friends at Lambton , with false excuses for their sudden departure . 
Elizabeth Bennet	agent	had	Had Elizabeth been at leisure to be idle , she would have remained certain that all employment was impossible to one so wretched as herself ; but she had her share of business as well as her aunt , and amongst the rest there were notes to be written to all their friends at Lambton , with false excuses for their sudden departure . 
Elizabeth Bennet	agent	were	Had Elizabeth been at leisure to be idle , she would have remained certain that all employment was impossible to one so wretched as herself ; but she had her share of business as well as her aunt , and amongst the rest there were notes to be written to all their friends at Lambton , with false excuses for their sudden departure . 
Elizabeth Bennet	agent	cried	“ Do you really think so ? ” cried Elizabeth , brightening up for a moment . 
