Character	Role	Event	Context
Fanny Price	agent	desire	She was not often invited to join in the conversation of the others , nor did she desire it . 
Fanny Price	agent	found	Her own thoughts and reflections were habitually her best companions ; and , in observing the appearance of the country , the bearings of the roads , the difference of soil , the state of the harvest , the cottages , the cattle , the children , she found entertainment that could only have been heightened by having Edmund to speak to of what she felt . 
Fanny Price	agent	felt	Her own thoughts and reflections were habitually her best companions ; and , in observing the appearance of the country , the bearings of the roads , the difference of soil , the state of the harvest , the cottages , the cattle , the children , she found entertainment that could only have been heightened by having Edmund to speak to of what she felt . 
Fanny Price	agent	had	Miss Crawford was not slow to admire ; she pretty well guessed Miss Bertram ’s feelings , and made it a point of honour to promote her enjoyment to the utmost . Mrs. Norris was all delight and volubility ; and even Fanny had something to say in admiration , and might be heard with complacency . Her eye was eagerly taking in everything within her reach ; and after being at some pains to get a view of the house , and observing that “ it was a sort of building which she could not look at but with respect , ” she added , “ Now , where is the avenue ? 
Fanny Price	agent	heard	Miss Crawford was not slow to admire ; she pretty well guessed Miss Bertram ’s feelings , and made it a point of honour to promote her enjoyment to the utmost . Mrs. Norris was all delight and volubility ; and even Fanny had something to say in admiration , and might be heard with complacency . Her eye was eagerly taking in everything within her reach ; and after being at some pains to get a view of the house , and observing that “ it was a sort of building which she could not look at but with respect , ” she added , “ Now , where is the avenue ? 
Fanny Price	agent	said	“ I am disappointed , ” said she , in a low voice , to Edmund . 
Fanny Price	agent	forget	“ You forget , Fanny , how lately all this has been built , and for how confined a purpose , compared with the old chapels of castles and monasteries . 
Fanny Price	agent	suppose	been buried , I suppose , in the parish church . 
Fanny Price	agent	look	you must look for the banners and the achievements . ” 
Fanny Price	agent	remained	Mrs. Rushworth was gone to repeat her lesson to Mr. Crawford ; and Edmund , Fanny , and Miss Crawford remained in a cluster together . 
Fanny Price	agent	cried	“ It is a pity , ” cried Fanny , “ that the custom should have been discontinued . 
Fanny Price	agent	coloured	Fanny coloured and looked at Edmund , but felt too angry for speech ; and he needed a little recollection before he could say , “ Your lively mind can hardly be serious even on serious subjects . 
Fanny Price	agent	looked	Fanny coloured and looked at Edmund , but felt too angry for speech ; and he needed a little recollection before he could say , “ Your lively mind can hardly be serious even on serious subjects . 
Fanny Price	agent	felt	Fanny coloured and looked at Edmund , but felt too angry for speech ; and he needed a little recollection before he could say , “ Your lively mind can hardly be serious even on serious subjects . 
Fanny Price	agent	needed	Fanny coloured and looked at Edmund , but felt too angry for speech ; and he needed a little recollection before he could say , “ Your lively mind can hardly be serious even on serious subjects . 
Fanny Price	agent	given	You have given us an amusing sketch , and human nature can not say it was not so . 
Fanny Price	agent	supposing	We must all feel _ at _ _ times _ the difficulty of fixing our thoughts as we could wish ; but if you are supposing it a frequent thing , that is to say , a weakness grown into a habit from neglect , what could be expected from the _ private _ devotions of such persons ? 
Fanny Price	agent	think	Do you think the minds which are suffered , which are indulged in wanderings in a chapel , would be more collected in a closet ? ” “ Yes , very likely . 
Fanny Price	agent	pitied	Fanny pitied her . 
Fanny Price	agent	said	The _ manners _ I speak of might rather be called _ conduct _ , perhaps , the result of good principles ; the effect , in short , of those doctrines which it is their duty to teach and recommend ; and it will , I believe , be everywhere found , that as the clergy are , or are not what they ought to be , so are the rest of the nation . ” “ Certainly , ” said Fanny , with gentle earnestness . 
Fanny Price	agent	think	“ I wish I could convince Miss Crawford too . ” “ I do not think you ever will , ” said she , with an arch smile ; “ I am just as much surprised now as I was at first that you should intend to take orders . 
Fanny Price	agent	said	“ I wish I could convince Miss Crawford too . ” “ I do not think you ever will , ” said she , with an arch smile ; “ I am just as much surprised now as I was at first that you should intend to take orders . 
Fanny Price	agent	forestall	“ Now you are going to say something about law being the worst wilderness of the two , but I forestall you ; remember , I have forestalled you . ” “ You need not hurry when the object is only to prevent my saying a _ bon _ _ mot _ , for there is not the least wit in my nature . 
Fanny Price	agent	made	Fanny made the first interruption by saying , “ I wonder that I should be tired with only walking in this sweet wood ; but the next time we come to a seat , if it is not disagreeable to you , I should be glad to sit down for a little while . ” 
Fanny Price	agent	wonder	Fanny made the first interruption by saying , “ I wonder that I should be tired with only walking in this sweet wood ; but the next time we come to a seat , if it is not disagreeable to you , I should be glad to sit down for a little while . ” 
Fanny Price	agent	hope	I hope you are not very tired . 
Fanny Price	agent	took	She took it , however , as she spoke , and the gratification of having her do so , of feeling such a connexion for the first time , made him a little forgetful of Fanny . 
Fanny Price	agent	made	She took it , however , as she spoke , and the gratification of having her do so , of feeling such a connexion for the first time , made him a little forgetful of Fanny . 
Fanny Price	agent	do	She took it , however , as she spoke , and the gratification of having her do so , of feeling such a connexion for the first time , made him a little forgetful of Fanny . 
Fanny Price	agent	touch	“ You scarcely touch me , ” said he . 
Fanny Price	agent	make	“ You do not make me of any use . 
Fanny Price	agent	wonder	“ I am really not tired , which I almost wonder at ; for we must have walked at least a mile in this wood . 
Fanny Price	agent	think	Do not you think we have ? ” 
Fanny Price	agent	consider	you do not consider how much we have wound about . 
Fanny Price	agent	remember	“ But if you remember , before we left that first great path , we saw directly to the end of it . 
Fanny Price	agent	know	I know nothing of your furlongs , but I am sure it is a very long wood , and that we have been winding in and out ever since we came into it ; and therefore , when I say that we have walked a mile in it , I must speak within compass . 
Fanny Price	agent	speak	I know nothing of your furlongs , but I am sure it is a very long wood , and that we have been winding in and out ever since we came into it ; and therefore , when I say that we have walked a mile in it , I must speak within compass . 
Fanny Price	agent	say	I know nothing of your furlongs , but I am sure it is a very long wood , and that we have been winding in and out ever since we came into it ; and therefore , when I say that we have walked a mile in it , I must speak within compass . 
Fanny Price	agent	think	“ Do you think we are walking four miles an hour ? ” 
Fanny Price	agent	said	It is generally allowed to be the greatest bore in the world , and Miss Price has found it so , though she did not know it . ” “ I shall soon be rested , ” said Fanny ; “ to sit in the shade on a fine day , and look upon verdure , is the most perfect refreshment . ” 
Fanny Price	agent	said	Fanny said she was rested , and would have moved too , but this was not suffered . 
Fanny Price	agent	suffered	Fanny said she was rested , and would have moved too , but this was not suffered . 
Fanny Price	agent	remaining	Edmund urged her remaining where she was with an earnestness which she could not resist , and she was left on the bench to think with pleasure of her cousin ’s care , but with great regret that she was not stronger . 
Fanny Price	agent	resist	Edmund urged her remaining where she was with an earnestness which she could not resist , and she was left on the bench to think with pleasure of her cousin ’s care , but with great regret that she was not stronger . 
Fanny Price	agent	watched	She watched them till they had turned the corner , and listened till all sound of them had ceased . 
Fanny Price	agent	listened	She watched them till they had turned the corner , and listened till all sound of them had ceased . 
Fanny Price	agent	began	She began to be surprised at being left so long , and to listen with an anxious desire of hearing their steps and their voices again . 
Fanny Price	agent	listened	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	heard	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	heard	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	heard	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	heard	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	satisfied	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	satisfied	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	wanted	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	trod	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Fanny Price	agent	told	She told her story . 
Fanny Price	agent	cried	“ Poor dear Fanny , ” cried her cousin , “ how ill you have been used by them ! 
Fanny Price	agent	staid	You had better have staid with us . ” 
Fanny Price	agent	resumed	Then seating herself with a gentleman on each side , she resumed the conversation which had engaged them before , and discussed the possibility of improvements with much animation . 
Fanny Price	agent	discussed	Then seating herself with a gentleman on each side , she resumed the conversation which had engaged them before , and discussed the possibility of improvements with much animation . 
Fanny Price	agent	help	Fanny , feeling all this to be wrong , could not help making an effort to prevent it . 
Fanny Price	agent	cried	“ You will hurt yourself , Miss Bertram , ” she cried ; “ you will certainly hurt yourself against those spikes ; you will tear your gown ; you will be in danger of slipping into the ha - ha . 
Fanny Price	agent	said	Her cousin was safe on the other side while these words were spoken , and , smiling with all the good - humour of success , she said , “ Thank you , my dear Fanny , but I and my gown are alive and well , and so good - bye . ” 
Fanny Price	agent	seen	Fanny was again left to her solitude , and with no increase of pleasant feelings , for she was sorry for almost all that she had seen and heard , astonished at Miss Bertram , and angry with Mr. Crawford . 
Fanny Price	agent	heard	Fanny was again left to her solitude , and with no increase of pleasant feelings , for she was sorry for almost all that she had seen and heard , astonished at Miss Bertram , and angry with Mr. Crawford . 
Fanny Price	agent	remained	By taking a circuitous , and , as it appeared to her , very unreasonable direction to the knoll , they were soon beyond her eye ; and for some minutes longer she remained without sight or sound of any companion . 
Fanny Price	agent	seemed	She seemed to have the little wood all to herself . 
Fanny Price	agent	thought	She could almost have thought that Edmund and Miss Crawford had left it , but that it was impossible for Edmund to forget her so entirely . 
Fanny Price	agent	expected	She expected Mr. Rushworth , but it was Julia , who , hot and out of breath , and with a look of disappointment , cried out on seeing her , “ Heyday ! 
Fanny Price	agent	explained	I thought Maria and Mr. Crawford were with you . ” Fanny explained . 
Fanny Price	agent	allow	This was a most unjust reflection , but Fanny could allow for it , and let it pass : 
Fanny Price	agent	felt	Julia was vexed , and her temper was hasty ; but she felt that it would not last , and therefore , taking no notice , only asked her if she had not seen Mr. Rushworth . 
Fanny Price	agent	asked	Julia was vexed , and her temper was hasty ; but she felt that it would not last , and therefore , taking no notice , only asked her if she had not seen Mr. Rushworth . 
Fanny Price	agent	avoid	The mother I could not avoid , as long as my tiresome aunt was dancing about with the housekeeper , but the son I _ can _ get away from . 
Fanny Price	agent	get	The mother I could not avoid , as long as my tiresome aunt was dancing about with the housekeeper , but the son I _ can _ get away from . 
Fanny Price	agent	sat	The sort of dread in which Fanny now sat of seeing Mr. Rushworth prevented her thinking so much of their continued absence , however , as she might have done . 
Fanny Price	agent	thinking	The sort of dread in which Fanny now sat of seeing Mr. Rushworth prevented her thinking so much of their continued absence , however , as she might have done . 
Fanny Price	agent	done	The sort of dread in which Fanny now sat of seeing Mr. Rushworth prevented her thinking so much of their continued absence , however , as she might have done . 
Fanny Price	agent	felt	She felt that he had been very ill - used , and was quite unhappy in having to communicate what had passed . 
Fanny Price	agent	made	He joined her within five minutes after Julia ’s exit ; and though she made the best of the story , he was evidently mortified and displeased in no common degree . 
Fanny Price	agent	said	I have had walking enough . ” And he sat down with a most gloomy countenance by Fanny . “ I am very sorry , ” said she ; “ it is very unlucky . ” 
Fanny Price	agent	longed	And she longed to be able to say something more to the purpose . 
Fanny Price	agent	follow	“ Miss Bertram thought you would follow her . ” “ I should not have had to follow her if she had staid . ” 
Fanny Price	agent	know	A small sigh escaped Fanny here , and she did not know how to contradict him . 
Fanny Price	agent	said	“ If I had made any difficulty about fetching the key , there might have been some excuse , but I went the very moment she said she wanted it . ” 
Fanny Price	agent	wanted	“ If I had made any difficulty about fetching the key , there might have been some excuse , but I went the very moment she said she wanted it . ” 
Fanny Price	agent	thought	Fanny thought she discerned in his standing there an indication of relenting , which encouraged her to another attempt , and she said , therefore , “ It is a pity you should not join them . 
Fanny Price	agent	said	Fanny thought she discerned in his standing there an indication of relenting , which encouraged her to another attempt , and she said , therefore , “ It is a pity you should not join them . 
Fanny Price	agent	discerned	Fanny thought she discerned in his standing there an indication of relenting , which encouraged her to another attempt , and she said , therefore , “ It is a pity you should not join them . 
Fanny Price	agent	said	Fanny thought she discerned in his standing there an indication of relenting , which encouraged her to another attempt , and she said , therefore , “ It is a pity you should not join them . 
Fanny Price	agent	found	She found herself more successful in sending away than in retaining a companion . 
Fanny Price	agent	resolved	Fanny ’s thoughts were now all engrossed by the two who had left her so long ago , and getting quite impatient , she resolved to go in search of them . 
Fanny Price	agent	followed	She followed their steps along the bottom walk , and had just turned up into another , when the voice and the laugh of Miss Crawford once more caught her ear ; the sound approached , and a few more windings brought them before her . 
Fanny Price	agent	turned	She followed their steps along the bottom walk , and had just turned up into another , when the voice and the laugh of Miss Crawford once more caught her ear ; the sound approached , and a few more windings brought them before her . 
Fanny Price	agent	approached	She followed their steps along the bottom walk , and had just turned up into another , when the voice and the laugh of Miss Crawford once more caught her ear ; the sound approached , and a few more windings brought them before her . 
Fanny Price	agent	hoping	They were just returned into the wilderness from the park , to which a sidegate , not fastened , had tempted them very soon after their leaving her , and they had been across a portion of the park into the very avenue which Fanny had been hoping the whole morning to reach at last , and had been sitting down under one of the trees . 
Fanny Price	agent	felt	Fanny ’s best consolation was in being assured that Edmund had wished for her very much , and that he should certainly have come back for her , had she not been tired already ; but this was not quite sufficient to do away with the pain of having been left a whole hour , when he had talked of only a few minutes , nor to banish the sort of curiosity she felt to know what they had been conversing about all that time ; and the result of the whole was to her disappointment and depression , as they prepared by general agreement to return to the house . 
Fanny Price	agent	found	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Fanny Price	agent	convinced	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Fanny Price	agent	shewn	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Fanny Price	agent	made	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Fanny Price	agent	set	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Fanny Price	agent	felt	She felt , as she looked at Julia and Mr. Rushworth , that hers was not the only dissatisfied bosom amongst them : there was gloom on the face of each . 
Fanny Price	agent	looked	She felt , as she looked at Julia and Mr. Rushworth , that hers was not the only dissatisfied bosom amongst them : there was gloom on the face of each . 
Fanny Price	agent	thought	Mr. Crawford and Miss Bertram were much more gay , and she thought that he was taking particular pains , during dinner , to do away any little resentment of the other two , and restore general good - humour . 
Fanny Price	agent	go	I am sure you ought to be very much obliged to your aunt Bertram and me for contriving to let you go . 
Fanny Price	agent	had	A pretty good day ’s amusement you have had ! ” 
Fanny Price	agent	carry	There , Fanny , you shall carry that parcel for me ; take great care of it : do not let it fall ; it is a cream cheese , just like the excellent one we had at dinner . 
Fanny Price	agent	cried	“ But _ that _ I am sure it has not , ” cried Fanny . 
Fanny Price	agent	said	” “ It is the same sort of thing , ” said Fanny , after a short pause , “ as for the son of an admiral to go into the navy , or the son of a general to be in the army , and nobody sees anything wrong in that . 
Fanny Price	agent	replied	“ No , ” replied Fanny , “ but we need not give up his profession for all that ; because , whatever profession Dr. Grant had chosen , he would have taken a — not a good temper into it ; and as he must , either in the navy or army , have had a great many more people under his command than he has now , I think more would have been made unhappy by him as a sailor or soldier than as a clergyman . 
Fanny Price	agent	think	“ No , ” replied Fanny , “ but we need not give up his profession for all that ; because , whatever profession Dr. Grant had chosen , he would have taken a — not a good temper into it ; and as he must , either in the navy or army , have had a great many more people under his command than he has now , I think more would have been made unhappy by him as a sailor or soldier than as a clergyman . 
Fanny Price	agent	suppose	Besides , I can not but suppose that whatever there may be to wish otherwise in Dr. Grant would have been in a greater danger of becoming worse in a more active and worldly profession , where he would have had less time and obligation — where he might have escaped that knowledge of himself , the _ frequency _ , at least , of that knowledge which it is impossible he should escape as he is now . 
Fanny Price	agent	have	It must make him think ; and I have no doubt that he oftener endeavours to restrain himself than he would if he had been anything but a clergyman . ” 
Fanny Price	agent	turned	Fanny turned farther into the window ; and Miss Crawford had only time to say , in a pleasant manner , “ I fancy Miss Price has been more used to deserve praise than to hear it ” ; when , being earnestly invited by the Miss Bertrams to join in a glee , she tripped off to the instrument , leaving Edmund looking after her in an ecstasy of admiration of all her many virtues , from her obliging manners down to her light and graceful tread . 
Fanny Price	agent	had	Fanny turned farther into the window ; and Miss Crawford had only time to say , in a pleasant manner , “ I fancy Miss Price has been more used to deserve praise than to hear it ” ; when , being earnestly invited by the Miss Bertrams to join in a glee , she tripped off to the instrument , leaving Edmund looking after her in an ecstasy of admiration of all her many virtues , from her obliging manners down to her light and graceful tread . 
Fanny Price	agent	tripped	Fanny turned farther into the window ; and Miss Crawford had only time to say , in a pleasant manner , “ I fancy Miss Price has been more used to deserve praise than to hear it ” ; when , being earnestly invited by the Miss Bertrams to join in a glee , she tripped off to the instrument , leaving Edmund looking after her in an ecstasy of admiration of all her many virtues , from her obliging manners down to her light and graceful tread . 
Fanny Price	agent	walks	How well she walks ! and how readily she falls in with the inclination of others ! 
Fanny Price	agent	falls	How well she walks ! and how readily she falls in with the inclination of others ! 
Fanny Price	agent	falls	How well she walks ! and how readily she falls in with the inclination of others ! 
Fanny Price	agent	agreed	Fanny agreed to it , and had the pleasure of seeing him continue at the window with her , in spite of the expected glee ; and of having his eyes soon turned , like hers , towards the scene without , where all that was solemn , and soothing , and lovely , appeared in the brilliancy of an unclouded night , and the contrast of the deep shade of the woods . 
Fanny Price	agent	had	Fanny agreed to it , and had the pleasure of seeing him continue at the window with her , in spite of the expected glee ; and of having his eyes soon turned , like hers , towards the scene without , where all that was solemn , and soothing , and lovely , appeared in the brilliancy of an unclouded night , and the contrast of the deep shade of the woods . 
Fanny Price	agent	spoke	Fanny spoke her feelings . 
Fanny Price	agent	said	“ Here ’s harmony ! ” said she ; “ here ’s repose ! 
Fanny Price	agent	look	When I look out on such a night as this , I feel as if there could be neither wickedness nor sorrow in the world ; and there certainly would be less of both if the sublimity of Nature were more attended to , and people were carried more out of themselves by contemplating such a scene . ” “ I like to hear your enthusiasm , Fanny . 
Fanny Price	agent	like	When I look out on such a night as this , I feel as if there could be neither wickedness nor sorrow in the world ; and there certainly would be less of both if the sublimity of Nature were more attended to , and people were carried more out of themselves by contemplating such a scene . ” “ I like to hear your enthusiasm , Fanny . 
Fanny Price	agent	do	are much to be pitied who have not been taught to feel , in some degree , as you do ; who have not , at least , been given a taste for Nature in early life . They lose a great deal . 
Fanny Price	agent	taught	“ _ You _ taught me to think and feel on the subject , cousin . ” “ I had a very apt scholar . 
Fanny Price	agent	had	“ _ You _ taught me to think and feel on the subject , cousin . ” “ I had a very apt scholar . 
Fanny Price	agent	wish	I wish I could see Cassiopeia . ” 
Fanny Price	agent	see	I wish I could see Cassiopeia . ” 
Fanny Price	agent	know	“ Yes ; I do not know how it has happened . ” 
Fanny Price	agent	sighed	Fanny sighed alone at the window till scolded away by Mrs. Norris ’s threats of catching cold . 
Fanny Price	agent	see	Fanny was the only one of the party who found anything to dislike ; but since the day at Sotherton , she could never see Mr. Crawford with either sister without observation , and seldom without wonder or censure ; and had her confidence in her own judgment been equal to her exercise of it in every other respect , had she been sure that she was seeing clearly , and judging candidly , she would probably have made some important communications to her usual confidant . 
Fanny Price	agent	made	Fanny was the only one of the party who found anything to dislike ; but since the day at Sotherton , she could never see Mr. Crawford with either sister without observation , and seldom without wonder or censure ; and had her confidence in her own judgment been equal to her exercise of it in every other respect , had she been sure that she was seeing clearly , and judging candidly , she would probably have made some important communications to her usual confidant . 
Fanny Price	agent	hazarded	As it was , however , she only hazarded a hint , and the hint was lost . 
Fanny Price	agent	lost	As it was , however , she only hazarded a hint , and the hint was lost . 
Fanny Price	agent	said	“ I am rather surprised , ” said she , “ that Mr. Crawford should come back again so soon , after being here so long before , full seven weeks ; for I had understood he was so very fond of change and moving about , that I thought something would certainly occur , when he was once gone , to take him elsewhere . 
Fanny Price	agent	said	“ If Miss Bertram were not engaged , ” said Fanny cautiously , “ I could sometimes almost think that he admired her more than Julia . ” 
Fanny Price	agent	supposed	” Fanny supposed she must have been mistaken , and meant to think differently in future ; but with all that submission to Edmund could do , and all the help of the coinciding looks and hints which she occasionally noticed in some of the others , and which seemed to say that Julia was Mr. Crawford ’s choice , she knew not always what to think . 
Fanny Price	agent	knew	” Fanny supposed she must have been mistaken , and meant to think differently in future ; but with all that submission to Edmund could do , and all the help of the coinciding looks and hints which she occasionally noticed in some of the others , and which seemed to say that Julia was Mr. Crawford ’s choice , she knew not always what to think . 
Fanny Price	agent	listened	She was privy , one evening , to the hopes of her aunt Norris on the subject , as well as to her feelings , and the feelings of Mrs. Rushworth , on a point of some similarity , and could not help wondering as she listened ; and glad would she have been not to be obliged to listen , for it was while all the other young people were dancing , and she sitting , most unwillingly , among the chaperons at the fire , longing for the re - entrance of her elder cousin , on whom all her own hopes of a partner then depended . 
Fanny Price	agent	sitting	She was privy , one evening , to the hopes of her aunt Norris on the subject , as well as to her feelings , and the feelings of Mrs. Rushworth , on a point of some similarity , and could not help wondering as she listened ; and glad would she have been not to be obliged to listen , for it was while all the other young people were dancing , and she sitting , most unwillingly , among the chaperons at the fire , longing for the re - entrance of her elder cousin , on whom all her own hopes of a partner then depended . 
Fanny Price	agent	recollect	How she had looked before , Fanny could not recollect , for she had been dancing with Edmund herself , and had not thought about her . 
Fanny Price	agent	listen	Fanny could listen no farther . 
Fanny Price	agent	thought	though feeling it would be a great honour to be asked by him , she thought it must happen . 
Fanny Price	agent	found	Fanny found that it was not to be , and in the modesty of her nature immediately felt that she had been unreasonable in expecting it . 
Fanny Price	agent	wish	the offer was declined ; she did not wish to dance . 
Fanny Price	agent	want	you may see they are so many couple of lovers — all but Yates and Mrs. Grant — and , between ourselves , she , poor woman , must want a lover as much as any one of them . 
Fanny Price	agent	believe	Tom , returning from them into the drawing - room , where Edmund was standing thoughtfully by the fire , while Lady Bertram was on the sofa at a little distance , and Fanny close beside her arranging her work , thus began as he entered—“Such a horribly vile billiard - table as ours is not to be met with , I believe , above ground . 
Fanny Price	agent	stand	I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . 
Fanny Price	agent	think	I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . 
Fanny Price	agent	think	I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . 
Fanny Price	agent	say	I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . 
Fanny Price	agent	ascertained	I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . 
Fanny Price	agent	think	“ I think it would be very wrong . 
Fanny Price	agent	think	, I must think it would be highly injudicious , and more than injudicious to attempt anything of the kind . 
Fanny Price	agent	think	It would shew great want of feeling on my father ’s account , absent as he is , and in some degree of constant danger ; and it would be imprudent , I think , with regard to Maria , whose situation is a very delicate one , considering everything , extremely delicate . 
Fanny Price	agent	have	“ I have no hope there , Fanny . 
Fanny Price	agent	speak	I shall speak to my sisters and try to dissuade _ them _ , and that is all I can do . ” 
Fanny Price	agent	try	I shall speak to my sisters and try to dissuade _ them _ , and that is all I can do . ” 
Fanny Price	agent	do	I shall speak to my sisters and try to dissuade _ them _ , and that is all I can do . ” 
Fanny Price	agent	think	“ I should think my aunt Norris would be on your side . ” 
Fanny Price	agent	dare	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . 
Fanny Price	agent	has	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . 
Fanny Price	agent	let	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . 
Fanny Price	agent	convince	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . 
Fanny Price	agent	let	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . 
Fanny Price	agent	give	If I _ must _ give my opinion , I have always thought it the most insipid play in the English language . 
