Character	Role	Event	Context
Emma Woodhouse	agent	loved	, made Emma feel that she had never loved Harriet so well , nor valued her affection so highly before . 
Emma Woodhouse	agent	valued	, made Emma feel that she had never loved Harriet so well , nor valued her affection so highly before . 
Emma Woodhouse	agent	said	""" There is no charm equal to tenderness of heart , "" said she afterwards to herself . "" There is nothing to be compared to it . "
Emma Woodhouse	agent	have	It is tenderness of heart which makes my dear father so generally beloved -- which gives Isabella all her popularity.-- I have it not -- but I know how to prize and respect it.--Harriet 
Emma Woodhouse	agent	know	It is tenderness of heart which makes my dear father so generally beloved -- which gives Isabella all her popularity.-- I have it not -- but I know how to prize and respect it.--Harriet 
Emma Woodhouse	agent	know	It is tenderness of heart which makes my dear father so generally beloved -- which gives Isabella all her popularity.-- I have it not -- but I know how to prize and respect it.--Harriet 
Emma Woodhouse	agent	mention	"I mention no names ; but happy the man who changes Emma for Harriet ! "" CHAPTER XIV "
Emma Woodhouse	agent	resolve	Mrs. Elton was first seen at church : but though devotion might be interrupted , curiosity could not be satisfied by a bride in a pew , and it must be left for the visits in form which were then to be paid , to settle whether she were very pretty indeed , or only rather pretty , or not pretty at all . Emma had feelings , less of curiosity than of pride or propriety , to make her resolve on not being the last to pay her respects ; and she made a point of Harriet 's going with her , that the worst of the business might be gone through as soon as possible . She could not enter the house again , could not be in the same room to which she had with such vain artifice retreated three months ago , to lace up her boot , without _ recollecting _ . 
Emma Woodhouse	agent	made	Mrs. Elton was first seen at church : but though devotion might be interrupted , curiosity could not be satisfied by a bride in a pew , and it must be left for the visits in form which were then to be paid , to settle whether she were very pretty indeed , or only rather pretty , or not pretty at all . Emma had feelings , less of curiosity than of pride or propriety , to make her resolve on not being the last to pay her respects ; and she made a point of Harriet 's going with her , that the worst of the business might be gone through as soon as possible . She could not enter the house again , could not be in the same room to which she had with such vain artifice retreated three months ago , to lace up her boot , without _ recollecting _ . 
Emma Woodhouse	agent	enter	Mrs. Elton was first seen at church : but though devotion might be interrupted , curiosity could not be satisfied by a bride in a pew , and it must be left for the visits in form which were then to be paid , to settle whether she were very pretty indeed , or only rather pretty , or not pretty at all . Emma had feelings , less of curiosity than of pride or propriety , to make her resolve on not being the last to pay her respects ; and she made a point of Harriet 's going with her , that the worst of the business might be gone through as soon as possible . She could not enter the house again , could not be in the same room to which she had with such vain artifice retreated three months ago , to lace up her boot , without _ recollecting _ . 
Emma Woodhouse	agent	enter	Mrs. Elton was first seen at church : but though devotion might be interrupted , curiosity could not be satisfied by a bride in a pew , and it must be left for the visits in form which were then to be paid , to settle whether she were very pretty indeed , or only rather pretty , or not pretty at all . Emma had feelings , less of curiosity than of pride or propriety , to make her resolve on not being the last to pay her respects ; and she made a point of Harriet 's going with her , that the worst of the business might be gone through as soon as possible . She could not enter the house again , could not be in the same room to which she had with such vain artifice retreated three months ago , to lace up her boot , without _ recollecting _ . 
Emma Woodhouse	agent	retreated	Mrs. Elton was first seen at church : but though devotion might be interrupted , curiosity could not be satisfied by a bride in a pew , and it must be left for the visits in form which were then to be paid , to settle whether she were very pretty indeed , or only rather pretty , or not pretty at all . Emma had feelings , less of curiosity than of pride or propriety , to make her resolve on not being the last to pay her respects ; and she made a point of Harriet 's going with her , that the worst of the business might be gone through as soon as possible . She could not enter the house again , could not be in the same room to which she had with such vain artifice retreated three months ago , to lace up her boot , without _ recollecting _ . 
Emma Woodhouse	agent	form	"The visit was of course short ; and there was so much embarrassment and occupation of mind to shorten it , that Emma would not allow herself entirely to form an opinion of the lady , and on no account to give one , beyond the nothing - meaning terms of being "" elegantly dressed , and very pleasing . "" "
Emma Woodhouse	agent	like	She did not really like her . 
Emma Woodhouse	agent	suspected	She would not be in a hurry to find fault , but she suspected that there was no elegance;--ease , but not elegance.-- She was almost sure that for a young woman , a stranger , a bride , there was too much ease . Her person was rather good ; her face not unpretty ; but neither feature , nor air , nor voice , nor manner , were elegant . Emma thought at least it would turn out so . 
Emma Woodhouse	agent	thought	She would not be in a hurry to find fault , but she suspected that there was no elegance;--ease , but not elegance.-- She was almost sure that for a young woman , a stranger , a bride , there was too much ease . Her person was rather good ; her face not unpretty ; but neither feature , nor air , nor voice , nor manner , were elegant . Emma thought at least it would turn out so . 
Emma Woodhouse	agent	considered	"The woman was better off ; she might have the assistance of fine clothes , and the privilege of bashfulness , but the man had only his own good sense to depend on ; and when she considered how peculiarly unlucky poor Mr. Elton was in being in the same room at once with the woman he had just married , the woman he had wanted to marry , and the woman whom he had been expected to marry , she must allow him to have the right to look as little wise , and to be as much affectedly , and as little really easy as could be . "" Well , Miss Woodhouse , "" said Harriet , when they had quitted the house , and after waiting in vain for her friend to begin ; "
Emma Woodhouse	agent	allow	"The woman was better off ; she might have the assistance of fine clothes , and the privilege of bashfulness , but the man had only his own good sense to depend on ; and when she considered how peculiarly unlucky poor Mr. Elton was in being in the same room at once with the woman he had just married , the woman he had wanted to marry , and the woman whom he had been expected to marry , she must allow him to have the right to look as little wise , and to be as much affectedly , and as little really easy as could be . "" Well , Miss Woodhouse , "" said Harriet , when they had quitted the house , and after waiting in vain for her friend to begin ; "
Emma Woodhouse	agent	came	""" Oh ! no -- there is nothing to surprize one at all.--A pretty fortune ; and she came in his way . "" "" I dare say , "" returned Harriet , sighing again , "" I dare say she was very much attached to him . "" "" Perhaps she might ; but it is not every man 's fate to marry the woman who loves him best . Miss Hawkins perhaps wanted a home , and thought this the best offer she was likely to have . "" "" Yes , "" said Harriet earnestly , "" and well she might , nobody could ever have a better . "
Emma Woodhouse	agent	said	""" Oh ! no -- there is nothing to surprize one at all.--A pretty fortune ; and she came in his way . "" "" I dare say , "" returned Harriet , sighing again , "" I dare say she was very much attached to him . "" "" Perhaps she might ; but it is not every man 's fate to marry the woman who loves him best . Miss Hawkins perhaps wanted a home , and thought this the best offer she was likely to have . "" "" Yes , "" said Harriet earnestly , "" and well she might , nobody could ever have a better . "
Emma Woodhouse	agent	have	""" Oh ! no -- there is nothing to surprize one at all.--A pretty fortune ; and she came in his way . "" "" I dare say , "" returned Harriet , sighing again , "" I dare say she was very much attached to him . "" "" Perhaps she might ; but it is not every man 's fate to marry the woman who loves him best . Miss Hawkins perhaps wanted a home , and thought this the best offer she was likely to have . "" "" Yes , "" said Harriet earnestly , "" and well she might , nobody could ever have a better . "
Emma Woodhouse	agent	made	"He called her ` Augusta . ' How delightful ! "" When the visit was returned , Emma made up her mind . She could then see more and judge better . "
Emma Woodhouse	agent	had	From Harriet 's happening not to be at Hartfield , and her father 's being present to engage Mr. Elton , she had a quarter of an hour of the lady 's conversation to herself , and could composedly attend to her ; and the quarter of an hour quite convinced her that Mrs. Elton was a vain woman , extremely well satisfied with herself , and thinking much of her own importance ; that she meant to shine and be very superior , but with manners which had been formed in a bad school , pert and familiar ; that all her notions were drawn from one set of people , and one style of living ; that if not foolish she was ignorant , and that her society would certainly do Mr. Elton no good . Harriet would have been a better match . 
Emma Woodhouse	agent	attend	From Harriet 's happening not to be at Hartfield , and her father 's being present to engage Mr. Elton , she had a quarter of an hour of the lady 's conversation to herself , and could composedly attend to her ; and the quarter of an hour quite convinced her that Mrs. Elton was a vain woman , extremely well satisfied with herself , and thinking much of her own importance ; that she meant to shine and be very superior , but with manners which had been formed in a bad school , pert and familiar ; that all her notions were drawn from one set of people , and one style of living ; that if not foolish she was ignorant , and that her society would certainly do Mr. Elton no good . Harriet would have been a better match . 
Emma Woodhouse	agent	made	Emma made as slight a reply as she could ; but it was fully sufficient for Mrs. Elton , who only wanted to be talking herself . 
Emma Woodhouse	agent	doubted	Emma doubted the truth of this sentiment . 
Emma Woodhouse	agent	had	"She had a great idea that people who had extensive grounds themselves cared very little for the extensive grounds of any body else ; but it was not worth while to attack an error so double - dyed , and therefore only said in reply , "" When you have seen more of this country , I am afraid you will think you have overrated Hartfield . "
Emma Woodhouse	agent	bear	"A line from me would bring you a little host of acquaintance ; and my particular friend , Mrs. Partridge , the lady I have always resided with when in Bath , would be most happy to shew you any attentions , and would be the very person for you to go into public with . "" It was as much as Emma could bear , without being impolite . "
Emma Woodhouse	agent	going	The idea of her being indebted to Mrs. Elton for what was called an _ introduction_--of her going into public under the auspices of a friend of Mrs. Elton's -- probably some vulgar , dashing widow , who , with the help of a boarder , just made a shift to live!-- The dignity of Miss Woodhouse , of Hartfield , was sunk indeed ! 
Emma Woodhouse	agent	restrained	"She restrained herself , however , from any of the reproofs she could have given , and only thanked Mrs. Elton coolly ; "" but their going to Bath was quite out of the question ; and she was not perfectly convinced that the place might suit her better than her father . "
Emma Woodhouse	agent	thanked	"She restrained herself , however , from any of the reproofs she could have given , and only thanked Mrs. Elton coolly ; "" but their going to Bath was quite out of the question ; and she was not perfectly convinced that the place might suit her better than her father . "
Emma Woodhouse	agent	convinced	"She restrained herself , however , from any of the reproofs she could have given , and only thanked Mrs. Elton coolly ; "" but their going to Bath was quite out of the question ; and she was not perfectly convinced that the place might suit her better than her father . "
Emma Woodhouse	agent	said	""" We can not suppose , "" said Emma , smiling , "" that Mr. Elton would hesitate to assure you of there being a _ very _ musical society in Highbury ; and I hope you will not find he has outstepped the truth more than may be pardoned , in consideration of the motive . "
Emma Woodhouse	agent	hope	""" We can not suppose , "" said Emma , smiling , "" that Mr. Elton would hesitate to assure you of there being a _ very _ musical society in Highbury ; and I hope you will not find he has outstepped the truth more than may be pardoned , in consideration of the motive . "
Emma Woodhouse	agent	said	"Upon my word it is enough to put one in a fright . I used to be quite angry with Selina ; but really I begin now to comprehend that a married woman has many things to call her attention . I believe I was half an hour this morning shut up with my housekeeper . "" "" But every thing of that kind , "" said Emma , "" will soon be in so regular a train-- "" "" Well , "" said Mrs. Elton , laughing , "" we shall see . "" "
Emma Woodhouse	agent	had	Emma , finding her so determined upon neglecting her music , had nothing more to say ; and , after a moment 's pause , Mrs. Elton chose another subject . 
Emma Woodhouse	agent	chose	Emma , finding her so determined upon neglecting her music , had nothing more to say ; and , after a moment 's pause , Mrs. Elton chose another subject . 
Emma Woodhouse	agent	said	""" Mrs. Weston 's manners , "" said Emma , "" were always particularly good . "
Emma Woodhouse	agent	guess	"Their propriety , simplicity , and elegance , would make them the safest model for any young woman . "" "" And who do you think came in while we were there ? "" Emma was quite at a loss . The tone implied some old acquaintance-- and how could she possibly guess ? "" Knightley ! "" continued Mrs. Elton ; "" Knightley himself!--Was not it lucky?--for , not being within when he called the other day , I had never seen him before ; and of course , as so particular a friend of Mr. E. 's , I had a great curiosity . "
Emma Woodhouse	agent	doubt	I doubt whether he will return the compliment , and discover her to be a lady . 
Emma Woodhouse	agent	believed	I could not have believed it ! 
Emma Woodhouse	agent	unite	And to propose that she and I should unite to form a musical club ! 
Emma Woodhouse	agent	unite	And to propose that she and I should unite to form a musical club ! 
Emma Woodhouse	agent	met	I never met with her equal . 
Emma Woodhouse	agent	am--	there I am-- thinking of him directly 
Emma Woodhouse	agent	catch	How I catch myself out ! 
Emma Woodhouse	agent	done	""" Emma had done . "
Emma Woodhouse	agent	appeared	Such as Mrs. Elton appeared to her on this second interview , such she appeared whenever they met again,--self - important , presuming , familiar , ignorant , and ill - bred . 
Emma Woodhouse	agent	had	She had a little beauty and a little accomplishment , but so little judgment that she thought herself coming with superior knowledge of the world , to enliven and improve a country neighbourhood ; and conceived Miss Hawkins to have held such a place in society as Mrs. Elton 's consequence only could surpass . 
Emma Woodhouse	agent	conceived	She had a little beauty and a little accomplishment , but so little judgment that she thought herself coming with superior knowledge of the world , to enliven and improve a country neighbourhood ; and conceived Miss Hawkins to have held such a place in society as Mrs. Elton 's consequence only could surpass . 
Emma Woodhouse	agent	thought	She had a little beauty and a little accomplishment , but so little judgment that she thought herself coming with superior knowledge of the world , to enliven and improve a country neighbourhood ; and conceived Miss Hawkins to have held such a place in society as Mrs. Elton 's consequence only could surpass . 
Emma Woodhouse	agent	professed	"He had the air of congratulating himself on having brought such a woman to Highbury , as not even Miss Woodhouse could equal ; and the greater part of her new acquaintance , disposed to commend , or not in the habit of judging , following the lead of Miss Bates 's good - will , or taking it for granted that the bride must be as clever and as agreeable as she professed herself , were very well satisfied ; so that Mrs. Elton 's praise passed from one mouth to another as it ought to do , unimpeded by Miss Woodhouse , who readily continued her first contribution and talked with a good grace of her being "" very pleasant and very elegantly dressed . "" "
Emma Woodhouse	agent	hoped	Emma hoped it must rapidly work Harriet 's cure ; but the sensations which could prompt such behaviour sunk them both very much.--It 
Emma Woodhouse	agent	sunk	Emma hoped it must rapidly work Harriet 's cure ; but the sensations which could prompt such behaviour sunk them both very much.--It 
Emma Woodhouse	agent	forfeited	"Not merely when a state of warfare with one young lady might be supposed to recommend the other , but from the very first ; and she was not satisfied with expressing a natural and reasonable admiration-- but without solicitation , or plea , or privilege , she must be wanting to assist and befriend her.--Before Emma had forfeited her confidence , and about the third time of their meeting , she heard all Mrs. Elton 's knight - errantry on the subject.-- "" Jane Fairfax is absolutely charming , Miss Woodhouse.--I quite rave about Jane Fairfax.--A sweet , interesting creature . So mild and ladylike -- and with such talents!--I assure you I think she has very extraordinary talents . I do not scruple to say that she plays extremely well . "
Emma Woodhouse	agent	heard	"Not merely when a state of warfare with one young lady might be supposed to recommend the other , but from the very first ; and she was not satisfied with expressing a natural and reasonable admiration-- but without solicitation , or plea , or privilege , she must be wanting to assist and befriend her.--Before Emma had forfeited her confidence , and about the third time of their meeting , she heard all Mrs. Elton 's knight - errantry on the subject.-- "" Jane Fairfax is absolutely charming , Miss Woodhouse.--I quite rave about Jane Fairfax.--A sweet , interesting creature . So mild and ladylike -- and with such talents!--I assure you I think she has very extraordinary talents . I do not scruple to say that she plays extremely well . "
Emma Woodhouse	agent	think	""" "" I can not think there is any danger of it , "" was Emma 's calm answer-- "" and when you are better acquainted with Miss Fairfax 's situation and understand what her home has been , with Colonel and Mrs. Campbell , I have no idea that you will suppose her talents can be unknown . "" "" Oh ! "
Emma Woodhouse	agent	acquainted	""" "" I can not think there is any danger of it , "" was Emma 's calm answer-- "" and when you are better acquainted with Miss Fairfax 's situation and understand what her home has been , with Colonel and Mrs. Campbell , I have no idea that you will suppose her talents can be unknown . "" "" Oh ! "
Emma Woodhouse	agent	had	"Emma had not to listen to such paradings again -- to any so exclusively addressed to herself -- so disgustingly decorated with a "" dear Miss Woodhouse . "" "
Emma Woodhouse	agent	looked	She looked on with some amusement.--Miss 
Emma Woodhouse	agent	seemed	Emma 's only surprize was that Jane Fairfax should accept those attentions and tolerate Mrs. Elton as she seemed to do . 
Emma Woodhouse	agent	heard	She heard of her walking with the Eltons , sitting with the Eltons , spending a day with the Eltons ! 
Emma Woodhouse	agent	walking	She heard of her walking with the Eltons , sitting with the Eltons , spending a day with the Eltons ! 
Emma Woodhouse	agent	join	Jane had come to Highbury professedly for three months ; the Campbells were gone to Ireland for three months ; but now the Campbells had promised their daughter to stay at least till Midsummer , and fresh invitations had arrived for her to join them there . 
Emma Woodhouse	agent	speaking	"But why must she consent to be with the Eltons?--Here is quite a separate puzzle . "" Upon her speaking her wonder aloud on that part of the subject , before the few who knew her opinion of Mrs. Elton , Mrs. Weston ventured this apology for Jane . "
Emma Woodhouse	agent	felt	Emma felt that Mrs. Weston was giving her a momentary glance ; and she was herself struck by his warmth . 
Emma Woodhouse	agent	struck	Emma felt that Mrs. Weston was giving her a momentary glance ; and she was herself struck by his warmth . 
Emma Woodhouse	agent	replied	"With a faint blush , she presently replied , "" Such attentions as Mrs. Elton 's , I should have imagined , would rather disgust than gratify Miss Fairfax . "
Emma Woodhouse	agent	imagined	"With a faint blush , she presently replied , "" Such attentions as Mrs. Elton 's , I should have imagined , would rather disgust than gratify Miss Fairfax . "
Emma Woodhouse	agent	imagined	"Mrs. Elton 's invitations I should have imagined any thing but inviting . "" "" I should not wonder , "" said Mrs. Weston , "" if Miss Fairfax were to have been drawn on beyond her own inclination , by her aunt 's eagerness in accepting Mrs. Elton 's civilities for her . "
Emma Woodhouse	agent	know	"Both felt rather anxious to hear him speak again ; and after a few minutes silence , he said , "" Another thing must be taken into consideration too -- Mrs. Elton does not talk _ to _ Miss Fairfax as she speaks _ of _ her . We all know the difference between the pronouns he or she and thou , the plainest spoken amongst us ; we all feel the influence of a something beyond common civility in our personal intercourse with each other-- a something more early implanted . We can not give any body the disagreeable hints that we may have been very full of the hour before . We feel things differently . And besides the operation of this , as a general principle , you may be sure that Miss Fairfax awes Mrs. Elton by her superiority both of mind and manner ; and that , face to face , Mrs. Elton treats her with all the respect which she has a claim to . Such a woman as Jane Fairfax probably never fell in Mrs. Elton 's way before -- and no degree of vanity can prevent her acknowledging her own comparative littleness in action , if not in consciousness . "" "" I know how highly you think of Jane Fairfax , "" said Emma . "
Emma Woodhouse	agent	said	"Both felt rather anxious to hear him speak again ; and after a few minutes silence , he said , "" Another thing must be taken into consideration too -- Mrs. Elton does not talk _ to _ Miss Fairfax as she speaks _ of _ her . We all know the difference between the pronouns he or she and thou , the plainest spoken amongst us ; we all feel the influence of a something beyond common civility in our personal intercourse with each other-- a something more early implanted . We can not give any body the disagreeable hints that we may have been very full of the hour before . We feel things differently . And besides the operation of this , as a general principle , you may be sure that Miss Fairfax awes Mrs. Elton by her superiority both of mind and manner ; and that , face to face , Mrs. Elton treats her with all the respect which she has a claim to . Such a woman as Jane Fairfax probably never fell in Mrs. Elton 's way before -- and no degree of vanity can prevent her acknowledging her own comparative littleness in action , if not in consciousness . "" "" I know how highly you think of Jane Fairfax , "" said Emma . "
Emma Woodhouse	agent	said	""" And yet , "" said Emma , beginning hastily and with an arch look , but soon stopping -- it was better , however , to know the worst at once-- she hurried on--""And yet , perhaps , you may hardly be aware yourself how highly it is . "
Emma Woodhouse	agent	hurried	""" And yet , "" said Emma , beginning hastily and with an arch look , but soon stopping -- it was better , however , to know the worst at once-- she hurried on--""And yet , perhaps , you may hardly be aware yourself how highly it is . "
Emma Woodhouse	agent	returned	"Emma returned her friend 's pressure with interest ; and was pleased enough to exclaim , "" You are not vain , Mr. Knightley . "
Emma Woodhouse	agent	say	"I will say that for you . "" He seemed hardly to hear her ; he was thoughtful -- and in a manner which shewed him not pleased "
Emma Woodhouse	agent	rejoice	""" Emma could not but rejoice to hear that she had a fault . "
Emma Woodhouse	agent	had	""" Emma could not but rejoice to hear that she had a fault . "
Emma Woodhouse	agent	said	""" Well , "" said she , "" and you soon silenced Mr. Cole , I suppose ? "" "
Emma Woodhouse	agent	suppose	""" Well , "" said she , "" and you soon silenced Mr. Cole , I suppose ? "" "
Emma Woodhouse	agent	wonder	I wonder how she speaks of the Coles-- what she calls them ! 
Emma Woodhouse	agent	believe	She calls you , Knightley -- what can she do for Mr. Cole ? And so I am not to be surprized that Jane Fairfax accepts her civilities and consents to be with her . Mrs. Weston , your argument weighs most with me . I can much more readily enter into the temptation of getting away from Miss Bates , than I can believe in the triumph of Miss Fairfax 's mind over Mrs. Elton . I have no faith in Mrs. Elton 's acknowledging herself the inferior in thought , word , or deed ; or in her being under any restraint beyond her own scanty rule of good - breeding . 
Emma Woodhouse	agent	have	She calls you , Knightley -- what can she do for Mr. Cole ? And so I am not to be surprized that Jane Fairfax accepts her civilities and consents to be with her . Mrs. Weston , your argument weighs most with me . I can much more readily enter into the temptation of getting away from Miss Bates , than I can believe in the triumph of Miss Fairfax 's mind over Mrs. Elton . I have no faith in Mrs. Elton 's acknowledging herself the inferior in thought , word , or deed ; or in her being under any restraint beyond her own scanty rule of good - breeding . 
Emma Woodhouse	agent	suspect	Her sensibilities , I suspect , are strong -- and her temper excellent in its power of forbearance , patience , self - controul ; but it wants openness . 
Emma Woodhouse	agent	think	She is reserved , more reserved , I think , than she used to be -- And I love an open temper . 
Emma Woodhouse	agent	love	She is reserved , more reserved , I think , than she used to be -- And I love an open temper . 
Emma Woodhouse	agent	saw	I saw Jane Fairfax and conversed with her , with admiration and pleasure always -- but with no thought beyond . 
Emma Woodhouse	agent	conversed	I saw Jane Fairfax and conversed with her , with admiration and pleasure always -- but with no thought beyond . 
Emma Woodhouse	agent	said	""" Well , Mrs. Weston , "" said Emma triumphantly when he left them , "" what do you say now to Mr. Knightley 's marrying Jane Fairfax ? "
Emma Woodhouse	agent	say	""" Why , really , dear Emma , I say that he is so very much occupied by the idea of _ not _ being in love with her , that I should not wonder if it were to end in his being so at last . "
Emma Woodhouse	agent	wonder	""" Why , really , dear Emma , I say that he is so very much occupied by the idea of _ not _ being in love with her , that I should not wonder if it were to end in his being so at last . "
Emma Woodhouse	agent	had	Dinner - parties and evening - parties were made for him and his lady ; and invitations flowed in so fast that she had soon the pleasure of apprehending they were never to have a disengaged day . 
Emma Woodhouse	agent	see	""" I see how it is , "" said she . "
Emma Woodhouse	agent	said	""" I see how it is , "" said she . "
Emma Woodhouse	agent	see	""" I see what a life I am to lead among you . "
Emma Woodhouse	agent	assure	"From Monday next to Saturday , I assure you we have not a disengaged day!--A woman with fewer resources than I have , need not have been at a loss . "" "
Emma Woodhouse	agent	have	"From Monday next to Saturday , I assure you we have not a disengaged day!--A woman with fewer resources than I have , need not have been at a loss . "" "
Emma Woodhouse	agent	shew	Mrs. Bates , Mrs. Perry , Mrs. Goddard and others , were a good deal behind - hand in knowledge of the world , but she would soon shew them how every thing ought to be arranged . In the course of the spring she must return their civilities by one very superior party -- in which her card - tables should be set out with their separate candles and unbroken packs in the true style -- and more waiters engaged for the evening than their own establishment could furnish , to carry round the refreshments at exactly the proper hour , and in the proper order . 
Emma Woodhouse	agent	return	Mrs. Bates , Mrs. Perry , Mrs. Goddard and others , were a good deal behind - hand in knowledge of the world , but she would soon shew them how every thing ought to be arranged . In the course of the spring she must return their civilities by one very superior party -- in which her card - tables should be set out with their separate candles and unbroken packs in the true style -- and more waiters engaged for the evening than their own establishment could furnish , to carry round the refreshments at exactly the proper hour , and in the proper order . 
Emma Woodhouse	agent	return	Mrs. Bates , Mrs. Perry , Mrs. Goddard and others , were a good deal behind - hand in knowledge of the world , but she would soon shew them how every thing ought to be arranged . In the course of the spring she must return their civilities by one very superior party -- in which her card - tables should be set out with their separate candles and unbroken packs in the true style -- and more waiters engaged for the evening than their own establishment could furnish , to carry round the refreshments at exactly the proper hour , and in the proper order . 
Emma Woodhouse	agent	wished	"If Miss Woodhouse would not be displeased , she would rather stay at home . "" It was precisely what Emma would have wished , had she deemed it possible enough for wishing . "
Emma Woodhouse	agent	deemed	"If Miss Woodhouse would not be displeased , she would rather stay at home . "" It was precisely what Emma would have wished , had she deemed it possible enough for wishing . "
Emma Woodhouse	agent	knew	She was delighted with the fortitude of her little friend -- for fortitude she knew it was in her to give up being in company and stay at home ; and she could now invite the 
Emma Woodhouse	agent	invite	She was delighted with the fortitude of her little friend -- for fortitude she knew it was in her to give up being in company and stay at home ; and she could now invite the 
Emma Woodhouse	agent	wanted	whom she really wanted to make the eighth , 
Emma Woodhouse	agent	said	"He had said that Jane Fairfax received attentions from Mrs. Elton which nobody else paid her . "" This is very true , "" said she , "" at least as far as relates to me , which was all that was meant -- and it is very shameful.--Of the same age-- "
Emma Woodhouse	agent	neglected	I have neglected her too long . 
Emma Woodhouse	agent	done	But I will shew her greater attention than I have done . 
Emma Woodhouse	agent	apprehended	Mr. Woodhouse considered eight persons at dinner together as the utmost that his nerves could bear-- and here would be a ninth -- and Emma apprehended that it would be a ninth very much out of humour at not being able to come even to Hartfield for forty - eight hours without falling in with a dinner - party . 
Emma Woodhouse	agent	comforted	She comforted her father better than she could comfort herself , by representing that though he certainly would make them nine , yet he always said so little , that the increase of noise would be very immaterial . She thought it in reality a sad exchange for herself , to have him with his grave looks and reluctant conversation opposed to her instead of his brother . 
Emma Woodhouse	agent	thought	She comforted her father better than she could comfort herself , by representing that though he certainly would make them nine , yet he always said so little , that the increase of noise would be very immaterial . She thought it in reality a sad exchange for herself , to have him with his grave looks and reluctant conversation opposed to her instead of his brother . 
Emma Woodhouse	agent	comfort	She comforted her father better than she could comfort herself , by representing that though he certainly would make them nine , yet he always said so little , that the increase of noise would be very immaterial . She thought it in reality a sad exchange for herself , to have him with his grave looks and reluctant conversation opposed to her instead of his brother . 
Emma Woodhouse	agent	thought	She comforted her father better than she could comfort herself , by representing that though he certainly would make them nine , yet he always said so little , that the increase of noise would be very immaterial . She thought it in reality a sad exchange for herself , to have him with his grave looks and reluctant conversation opposed to her instead of his brother . 
Emma Woodhouse	agent	write	But for that reason , I should imagine the likeness must be chiefly confined to the females , for boys have very little teaching after an early age , and scramble into any hand they can get . Isabella and Emma , I think , do write very much alike . 
Emma Woodhouse	agent	write	""" Isabella and Emma both write beautifully , "" said Mr. Woodhouse ; "" and always did . "
Emma Woodhouse	agent	did	""" Isabella and Emma both write beautifully , "" said Mr. Woodhouse ; "" and always did . "
Emma Woodhouse	agent	began	""" Mrs. Weston was disengaged and Emma began again--""Mr . Frank Churchill writes one of the best gentleman 's hands I ever saw . "
Emma Woodhouse	agent	saw	""" Mrs. Weston was disengaged and Emma began again--""Mr . Frank Churchill writes one of the best gentleman 's hands I ever saw . "
Emma Woodhouse	agent	said	""" If we were in the other room , "" said Emma , "" if I had my writing - desk , I am sure I could produce a specimen . "
Emma Woodhouse	agent	had	""" If we were in the other room , "" said Emma , "" if I had my writing - desk , I am sure I could produce a specimen . "
Emma Woodhouse	agent	produce	""" If we were in the other room , "" said Emma , "" if I had my writing - desk , I am sure I could produce a specimen . "
Emma Woodhouse	agent	have	"I have a note of his.-- Do not you remember , Mrs. Weston , employing him to write for you one day ? "" "" He chose to say he was employed""-- "" Well , well , I have that note ; and can shew it after dinner to convince Mr. Knightley . "" "
Emma Woodhouse	agent	have	"I have a note of his.-- Do not you remember , Mrs. Weston , employing him to write for you one day ? "" "" He chose to say he was employed""-- "" Well , well , I have that note ; and can shew it after dinner to convince Mr. Knightley . "" "
Emma Woodhouse	agent	shew	"I have a note of his.-- Do not you remember , Mrs. Weston , employing him to write for you one day ? "" "" He chose to say he was employed""-- "" Well , well , I have that note ; and can shew it after dinner to convince Mr. Knightley . "" "
Emma Woodhouse	agent	heard	She had heard and seen it all ; and felt some curiosity to know whether the wet walk of this morning had produced any . 
Emma Woodhouse	agent	seen	She had heard and seen it all ; and felt some curiosity to know whether the wet walk of this morning had produced any . 
Emma Woodhouse	agent	felt	She had heard and seen it all ; and felt some curiosity to know whether the wet walk of this morning had produced any . 
Emma Woodhouse	agent	suspected	She suspected that it _ had _ ; that it would not have been so resolutely encountered but in full expectation of hearing from some one very dear , and that it had not been in vain . She thought there was an air of greater happiness than usual -- a glow both of complexion and spirits . 
Emma Woodhouse	agent	thought	She suspected that it _ had _ ; that it would not have been so resolutely encountered but in full expectation of hearing from some one very dear , and that it had not been in vain . She thought there was an air of greater happiness than usual -- a glow both of complexion and spirits . 
Emma Woodhouse	agent	thought	She suspected that it _ had _ ; that it would not have been so resolutely encountered but in full expectation of hearing from some one very dear , and that it had not been in vain . She thought there was an air of greater happiness than usual -- a glow both of complexion and spirits . 
Emma Woodhouse	agent	made	She could have made an inquiry or two , as to the expedition and the expense of the Irish mails;--it was at her tongue 's end-- but she abstained . 
Emma Woodhouse	agent	abstained	She could have made an inquiry or two , as to the expedition and the expense of the Irish mails;--it was at her tongue 's end-- but she abstained . 
Emma Woodhouse	agent	found	CHAPTER XVII When the ladies returned to the drawing - room after dinner , Emma found it hardly possible to prevent their making two distinct parties;-- with so much perseverance in judging and behaving ill did Mrs. Elton engross Jane Fairfax and slight herself . 
Emma Woodhouse	agent	heard	""" In this style she ran on ; never thoroughly stopped by any thing till Mr. Woodhouse came into the room ; her vanity had then a change of object , and Emma heard her saying in the same half - whisper to Jane , "" Here comes this dear old beau of mine , I protest!--Only think of his gallantry in coming away before the other men!--what a dear creature he is;--I assure you I like him excessively . I admire all that quaint , old - fashioned politeness ; it is much more to my taste than modern ease ; modern ease often disgusts me . "
