Character	Role	Event	Context
Catherine Morland	agent	know	“ She will never forgive me , I am sure ; but , you know , how could I help it ? 
Catherine Morland	agent	replied	Catherine replied only by a look of wondering ignorance . 
Catherine Morland	agent	perceive	I am amazingly agitated , as you perceive . 
Catherine Morland	agent	guessed	Well , and so you guessed it the moment you had my note ? 
Catherine Morland	agent	had	Well , and so you guessed it the moment you had my note ? 
Catherine Morland	agent	listened	Never had Catherine listened to anything so full of interest , wonder , and joy . 
Catherine Morland	agent	did	Delighting , however , as Catherine sincerely did , in the prospect of the connection , it must be acknowledged that Isabella far surpassed her in tender anticipations . 
Catherine Morland	agent	acknowledged	Here Catherine secretly acknowledged the power of love ; for , though exceedingly fond of her brother , and partial to all his endowments , she had never in her life thought him handsome . 
Catherine Morland	agent	thought	Here Catherine secretly acknowledged the power of love ; for , though exceedingly fond of her brother , and partial to all his endowments , she had never in her life thought him handsome . 
Catherine Morland	agent	seen	i am grown wretchedly thin , I know ; but I will not pain you by describing my anxiety ; you have seen enough of it . 
Catherine Morland	agent	felt	Catherine felt that nothing could have been safer ; but ashamed of an ignorance little expected , she dared no longer contest the point , nor refuse to have been as full of arch penetration and affectionate sympathy as Isabella chose to consider her . 
Catherine Morland	agent	contest	Catherine felt that nothing could have been safer ; but ashamed of an ignorance little expected , she dared no longer contest the point , nor refuse to have been as full of arch penetration and affectionate sympathy as Isabella chose to consider her . 
Catherine Morland	agent	endeavoured	Catherine endeavoured to persuade her , as she was herself persuaded , that her father and mother would never oppose their son ’s wishes . 
Catherine Morland	agent	says	“ Morland says exactly the same , ” replied Isabella ; “ and yet I dare not expect it ; my fortune will be so small ; they never can consent to it . 
Catherine Morland	agent	discerned	Here Catherine again discerned the force of love . 
Catherine Morland	agent	cried	“ Richmond ! ” cried Catherine . 
Catherine Morland	agent	settle	“ You must settle near Fullerton . 
Catherine Morland	agent	says	Morland says that by sending it to - night to Salisbury , we may have it to - morrow . 
Catherine Morland	agent	wished	Catherine wished to congratulate him , but knew not what to say , and her eloquence was only in her eyes . 
Catherine Morland	agent	knew	Catherine wished to congratulate him , but knew not what to say , and her eloquence was only in her eyes . 
Catherine Morland	agent	wished	Catherine wished him a good journey . 
Catherine Morland	agent	said	“ Shall not you be late at Devizes ? ” said Catherine . 
Catherine Morland	agent	replied	“ Then why do you stay away so long ? ” replied Catherine — finding that he waited for an answer . 
Catherine Morland	agent	enjoyed	Catherine , meanwhile , undisturbed by presentiments of such an evil , or of any evil at all , except that of having but a short set to dance down , enjoyed her usual happiness with Henry Tilney , listening with sparkling eyes to everything he said ; and , in finding him irresistible , becoming so herself . 
Catherine Morland	agent	replied	Catherine , without hesitation , replied that she was very sure Miss Thorpe did not mean to dance at all . 
Catherine Morland	agent	blushed	Catherine blushed and disclaimed , and the gentleman ’s predictions were verified . 
Catherine Morland	agent	disclaimed	Catherine blushed and disclaimed , and the gentleman ’s predictions were verified . 
Catherine Morland	agent	verified	Catherine blushed and disclaimed , and the gentleman ’s predictions were verified . 
Catherine Morland	agent	told	after what you told him from me , how could he think of going to ask her ? ” “ I can not take surprise to myself on that head . 
Catherine Morland	agent	bid	You bid me be surprised on your friend ’s account , and therefore I am ; but 
Catherine Morland	agent	know	The fairness of your friend was an open attraction ; her firmness , you know , could only be understood by yourself . ” 
Catherine Morland	agent	understood	The fairness of your friend was an open attraction ; her firmness , you know , could only be understood by yourself . ” 
Catherine Morland	agent	laughing	“ You are laughing ; but , I assure you , Isabella is very firm in general . ” 
Catherine Morland	agent	know	it would have looked so particular ; and you know how I abhor doing that . 
Catherine Morland	agent	have	You have no idea how he pressed me . 
Catherine Morland	agent	know	“ As to that , my sweet Catherine , there can not be a doubt , and you know me well enough to be sure that a much smaller income would satisfy me . 
Catherine Morland	agent	found	my Catherine , you have found me out . 
Catherine Morland	agent	listened	The Allens had now entered on the sixth week of their stay in Bath ; and whether it should be the last was for some time a question , to which Catherine listened with a beating heart . 
Catherine Morland	agent	said	“ I am very sorry for it , ” said Catherine dejectedly ; “ if I had known this before — ” “ Perhaps , ” said Miss Tilney in an embarrassed manner , “ you would be so good — it would make me very happy if — ” The entrance of her father put a stop to the civility , which Catherine was beginning to hope might introduce a desire of their corresponding . 
Catherine Morland	agent	known	“ I am very sorry for it , ” said Catherine dejectedly ; “ if I had known this before — ” “ Perhaps , ” said Miss Tilney in an embarrassed manner , “ you would be so good — it would make me very happy if — ” The entrance of her father put a stop to the civility , which Catherine was beginning to hope might introduce a desire of their corresponding . 
Catherine Morland	agent	make	“ I am very sorry for it , ” said Catherine dejectedly ; “ if I had known this before — ” “ Perhaps , ” said Miss Tilney in an embarrassed manner , “ you would be so good — it would make me very happy if — ” The entrance of her father put a stop to the civility , which Catherine was beginning to hope might introduce a desire of their corresponding . 
Catherine Morland	agent	known	“ I am very sorry for it , ” said Catherine dejectedly ; “ if I had known this before — ” “ Perhaps , ” said Miss Tilney in an embarrassed manner , “ you would be so good — it would make me very happy if — ” The entrance of her father put a stop to the civility , which Catherine was beginning to hope might introduce a desire of their corresponding . 
Catherine Morland	agent	hoped	This indulgence , though not more than Catherine had hoped for , completed her conviction of being favoured beyond every other human creature , in friends and fortune , circumstance and chance . 
Catherine Morland	agent	thought	Catherine , observing that Isabella ’s eyes were continually bent towards one door or the other , as in eager expectation , and remembering how often she had been falsely accused of being arch , thought the present a fine opportunity for being really so ; and therefore gaily said , “ Do not be uneasy , Isabella , James will soon be here . 
Catherine Morland	agent	said	Catherine , observing that Isabella ’s eyes were continually bent towards one door or the other , as in eager expectation , and remembering how often she had been falsely accused of being arch , thought the present a fine opportunity for being really so ; and therefore gaily said , “ Do not be uneasy , Isabella , James will soon be here . 
Catherine Morland	agent	thought	“ But I thought , Isabella , you had something in particular to tell me ? ” “ Oh yes , and so I have . 
Catherine Morland	agent	have	“ But I thought , Isabella , you had something in particular to tell me ? ” “ Oh yes , and so I have . 
Catherine Morland	agent	expressed	Catherine , with all the earnestness of truth , expressed her astonishment at such a charge , protesting her innocence of every thought of Mr. Thorpe ’s being in love with her , and the consequent impossibility of her having ever intended to encourage him . 
Catherine Morland	agent	came	But I confess , as soon as I read his letter , I thought it a very foolish , imprudent business , and not likely to promote the good of either ; for what were you to live upon , supposing you came together ? 
Catherine Morland	agent	have	You have both of you something , to be sure , but it is not a trifle that will support a family nowadays ; and after all that romancers may say 
Catherine Morland	agent	acquit	I only wonder John could think of it ; he could not have received my last . ” “ You _ do _ acquit me , then , of anything wrong?—You are convinced that I never meant to deceive your brother , never suspected him of liking me till this moment ? ” “ Oh ! 
Catherine Morland	agent	describing	You are describing what never happened . ” 
Catherine Morland	agent	knew	“ My dearest Catherine , ” continued the other without at all listening to her , “ I would not for all the world be the means of hurrying you into an engagement before you knew what you were about . 
Catherine Morland	agent	sacrifice	I do not think anything would justify me in wishing you to sacrifice all your happiness merely to oblige my brother , because he is my brother , and who perhaps after all , you know , might be just as happy without you , for people seldom know what they would be at , young men especially , they are so amazingly changeable and inconstant . 
Catherine Morland	agent	know	I do not think anything would justify me in wishing you to sacrifice all your happiness merely to oblige my brother , because he is my brother , and who perhaps after all , you know , might be just as happy without you , for people seldom know what they would be at , young men especially , they are so amazingly changeable and inconstant . 
Catherine Morland	agent	know	You know I carry my notions of friendship pretty high . 
Catherine Morland	agent	live	Take my word for it , that if you are in too great a hurry , you will certainly live to repent it . 
Catherine Morland	agent	perceived	Catherine , looking up , perceived Captain Tilney ; and Isabella , earnestly fixing her eye on him as she spoke , soon caught his notice . 
Catherine Morland	agent	caught	Catherine , looking up , perceived Captain Tilney ; and Isabella , earnestly fixing her eye on him as she spoke , soon caught his notice . 
Catherine Morland	agent	start	His first address made Catherine start . 
Catherine Morland	agent	heard	Catherine heard all this , and quite out of countenance , could listen no longer . 
Catherine Morland	agent	listen	Catherine heard all this , and quite out of countenance , could listen no longer . 
Catherine Morland	agent	longed	catherine longed to give her a hint of it , to put her on her guard , and prevent all the pain which her too lively behaviour might otherwise create both for him and her brother . 
Catherine Morland	agent	help	CHAPTER 19 A few days passed away , and Catherine , though not allowing herself to suspect her friend , could not help watching her closely . 
Catherine Morland	agent	heard	A something of languid indifference , or of that boasted absence of mind which Catherine had never heard of before , 
Catherine Morland	agent	saw	But when Catherine saw her in public , admitting Captain Tilney ’s attentions as readily as they were offered , and allowing him almost an equal share with James in her notice and smiles , the alteration became too positive to be passed over . 
Catherine Morland	agent	admitting	But when Catherine saw her in public , admitting Captain Tilney ’s attentions as readily as they were offered , and allowing him almost an equal share with James in her notice and smiles , the alteration became too positive to be passed over . 
Catherine Morland	agent	resent	Isabella could not be aware of the pain she was inflicting ; but it was a degree of wilful thoughtlessness which Catherine could not but resent . 
Catherine Morland	agent	knew	When Catherine knew this , her resolution was directly made . 
Catherine Morland	agent	cried	“ No , he does not know what he is about , ” cried Catherine ; “ he does not know the pain he is giving my brother . 
Catherine Morland	agent	blushed	Catherine blushed for her friend , and said , “ Isabella is wrong . 
Catherine Morland	agent	said	Catherine blushed for her friend , and said , “ Isabella is wrong . 
Catherine Morland	agent	know	You know she must be attached to him . 
Catherine Morland	agent	understand	” “ I understand : she is in love with James , and flirts with Frederick . ” “ Oh no , not flirts . 
Catherine Morland	agent	resumed	After a short pause , Catherine resumed with , “ Then you do not believe Isabella so very much attached to my brother ? ” “ I can have no opinion on that subject . ” 
Catherine Morland	agent	believe	After a short pause , Catherine resumed with , “ Then you do not believe Isabella so very much attached to my brother ? ” “ I can have no opinion on that subject . ” 
Catherine Morland	agent	have	After a short pause , Catherine resumed with , “ Then you do not believe Isabella so very much attached to my brother ? ” “ I can have no opinion on that subject . ” 
Catherine Morland	agent	ask	I only ask what I want to be told . ” 
Catherine Morland	agent	want	I only ask what I want to be told . ” 
Catherine Morland	agent	ask	“ But do you only ask what I can be expected to tell ? ” 
Catherine Morland	agent	think	“ Yes , I think so ; for you must know your brother ’s heart . ” “ My brother ’s heart , as you term it , on the present occasion , I assure you I can only guess at . ” 
Catherine Morland	agent	know	“ Yes , I think so ; for you must know your brother ’s heart . ” “ My brother ’s heart , as you term it , on the present occasion , I assure you I can only guess at . ” 
Catherine Morland	agent	term	“ Yes , I think so ; for you must know your brother ’s heart . ” “ My brother ’s heart , as you term it , on the present occasion , I assure you I can only guess at . ” 
Catherine Morland	agent	assure	“ Yes , I think so ; for you must know your brother ’s heart . ” “ My brother ’s heart , as you term it , on the present occasion , I assure you I can only guess at . ” 
Catherine Morland	agent	guess	“ Yes , I think so ; for you must know your brother ’s heart . ” “ My brother ’s heart , as you term it , on the present occasion , I assure you I can only guess at . ” 
Catherine Morland	agent	said	My brother is a lively and perhaps sometimes a thoughtless young man ; he has had about a week ’s acquaintance with your friend , and he has known her engagement almost as long as he has known her . ” “ Well , ” said Catherine , after some moments ’ consideration , “ _ you _ may be able to guess at your brother ’s intentions from all this ; but I am sure I can not . 
Catherine Morland	agent	think	He can not think this — and you may be sure that he would not have you think it . 
Catherine Morland	agent	have	You have no doubt of the mutual attachment of your brother and your friend 
Catherine Morland	agent	contend	Catherine would contend no longer against comfort . 
Catherine Morland	agent	grow	the observation of which , with his discontent at whatever the inn afforded , and his angry impatience at the waiters , made Catherine grow every moment more in awe of him , and appeared to lengthen the two hours into four . 
Catherine Morland	agent	said	“ But how can that be ? ” said Catherine . 
Catherine Morland	agent	grew	Catherine , recollecting herself , grew ashamed of her eagerness , and began earnestly to assure him that her attention had been fixed without the smallest apprehension of really meeting with what he related . 
Catherine Morland	agent	found	this seemed the word of separation , and Catherine found herself hurried away by Miss Tilney in such a manner as convinced her that the strictest punctuality to the family hours would be expected at Northanger . 
Catherine Morland	agent	hurried	this seemed the word of separation , and Catherine found herself hurried away by Miss Tilney in such a manner as convinced her that the strictest punctuality to the family hours would be expected at Northanger . 
Catherine Morland	agent	had	On one side it had a range of doors , and it was lighted on the other by windows which Catherine had only time to discover looked into a quadrangle , before Miss Tilney led the way into a chamber , and scarcely staying to hope she would find it comfortable , left her with an anxious entreaty that she would make as little alteration as possible in her dress . CHAPTER 21 
Catherine Morland	agent	bent	Catherine bent over it intently , but without being able to distinguish anything with certainty . 
Catherine Morland	agent	closed	That is a curious old chest , is not it ? ” said Miss Tilney , as Catherine hastily closed it and turned away to the glass . 
Catherine Morland	agent	turned	That is a curious old chest , is not it ? ” said Miss Tilney , as Catherine hastily closed it and turned away to the glass . 
Catherine Morland	agent	had	Catherine had no leisure for speech , being at once blushing , tying her gown , and forming wise resolutions with the most violent dispatch . 
Catherine Morland	agent	trembled	Tilney gently hinted her fear of being late ; and in half a minute they ran downstairs together , in an alarm not wholly unfounded , for General Tilney was pacing the drawing - room , his watch in his hand , and having , on the very instant of their entering , pulled the bell with violence , ordered “ Dinner to be on table _ directly ! _ ” Catherine trembled at the emphasis with which he spoke , and sat pale and breathless , in a most humble mood , concerned for his children , and detesting old chests ; and the General , recovering his politeness as he looked at her , spent the rest of his time in scolding his daughter for so foolishly hurrying her fair friend , who was absolutely out of breath from haste , when there was not the least occasion for hurry in the world : but Catherine could not at all get over the double distress of having involved her friend in a lecture and been a great simpleton herself , till they were happily seated at the dinner - table , when the General ’s complacent smiles , and a good appetite of her own , restored her to peace . 
Catherine Morland	agent	sat	Tilney gently hinted her fear of being late ; and in half a minute they ran downstairs together , in an alarm not wholly unfounded , for General Tilney was pacing the drawing - room , his watch in his hand , and having , on the very instant of their entering , pulled the bell with violence , ordered “ Dinner to be on table _ directly ! _ ” Catherine trembled at the emphasis with which he spoke , and sat pale and breathless , in a most humble mood , concerned for his children , and detesting old chests ; and the General , recovering his politeness as he looked at her , spent the rest of his time in scolding his daughter for so foolishly hurrying her fair friend , who was absolutely out of breath from haste , when there was not the least occasion for hurry in the world : but Catherine could not at all get over the double distress of having involved her friend in a lecture and been a great simpleton herself , till they were happily seated at the dinner - table , when the General ’s complacent smiles , and a good appetite of her own , restored her to peace . 
Catherine Morland	agent	get	Tilney gently hinted her fear of being late ; and in half a minute they ran downstairs together , in an alarm not wholly unfounded , for General Tilney was pacing the drawing - room , his watch in his hand , and having , on the very instant of their entering , pulled the bell with violence , ordered “ Dinner to be on table _ directly ! _ ” Catherine trembled at the emphasis with which he spoke , and sat pale and breathless , in a most humble mood , concerned for his children , and detesting old chests ; and the General , recovering his politeness as he looked at her , spent the rest of his time in scolding his daughter for so foolishly hurrying her fair friend , who was absolutely out of breath from haste , when there was not the least occasion for hurry in the world : but Catherine could not at all get over the double distress of having involved her friend in a lecture and been a great simpleton herself , till they were happily seated at the dinner - table , when the General ’s complacent smiles , and a good appetite of her own , restored her to peace . 
Catherine Morland	agent	felt	It was only in his presence that Catherine felt the smallest fatigue from her journey ; and even then , even in moments of languor or restraint , a sense of general happiness preponderated , and she could think of her friends in Bath without one wish of being with them . 
Catherine Morland	agent	listened	Catherine , as she crossed the hall , listened to the tempest with sensations of awe ; and , when she heard it rage round a corner of the ancient building and close with sudden fury a distant door , felt for the first time that she was really in an abbey . 
Catherine Morland	agent	felt	Catherine , as she crossed the hall , listened to the tempest with sensations of awe ; and , when she heard it rage round a corner of the ancient building and close with sudden fury a distant door , felt for the first time that she was really in an abbey . 
Catherine Morland	agent	trembled	Catherine trembled from head to foot . 
Catherine Morland	agent	walked	They all attended in the hall to see him mount his horse , and immediately on re - entering the breakfast - room , Catherine walked to a window in the hope of catching another glimpse of his figure . 
Catherine Morland	agent	asked	“ Is it a pretty place ? ” asked Catherine . 
Catherine Morland	agent	hoped	though Catherine had hoped to explore it accompanied only by his daughter , it was a proposal of too much happiness in itself , under any circumstances , not to be gladly accepted ; for she had been already eighteen hours in the abbey , and had seen only a few of its rooms . 
Catherine Morland	agent	promised	The netting - box , just leisurely drawn forth , was closed with joyful haste , and she was ready to attend him in a moment . “ And when they had gone over the house , he promised himself moreover the pleasure of accompanying her into the shrubberies and garden . ” 
Catherine Morland	agent	discern	But he thought he could discern . 
Catherine Morland	agent	read	Yes , he certainly read in Miss Morland ’s eyes a judicious desire of making use of the present smiling weather . 
Catherine Morland	agent	yielded	He yielded implicitly , and would fetch his hat and attend them in a moment . ” 
Catherine Morland	agent	fetch	He yielded implicitly , and would fetch his hat and attend them in a moment . ” 
Catherine Morland	agent	know	Catherine did not exactly know how this was to be understood . 
Catherine Morland	agent	seen	Catherine had seen nothing to compare with it ; and her feelings of delight were so strong , that without waiting for any better authority , she boldly burst forth in wonder and praise . 
Catherine Morland	agent	going	“ But where are you going , Eleanor ? 
Catherine Morland	agent	choose	Why do you choose that cold , damp path to it ? 
Catherine Morland	agent	heard	Catherine had never heard Mrs. Tilney mentioned in the family before , and the interest excited by this tender remembrance showed itself directly in her altered countenance , and in the attentive pause with which she waited for something more . 
Catherine Morland	agent	showed	Catherine had never heard Mrs. Tilney mentioned in the family before , and the interest excited by this tender remembrance showed itself directly in her altered countenance , and in the attentive pause with which she waited for something more . 
Catherine Morland	agent	reflected	“ And ought it not , ” reflected Catherine , “ to endear it to her husband ? 
Catherine Morland	agent	attempted	Catherine attempted no longer to hide from herself the nature of the feelings which , in spite of all his attentions , he had previously excited ; and what had been terror and dislike before , was now absolute aversion . 
Catherine Morland	agent	had	It was very noble — very grand — very charming!—was all that Catherine had to say , for her indiscriminating eye scarcely discerned the colour of the satin ; and all minuteness of praise , all praise that had much meaning , was supplied by the General 
Catherine Morland	agent	heard	Catherine heard , admired , and wondered with more genuine feeling than before — gathered all that she could from this storehouse of knowledge , by running over the titles of half a shelf , and was ready to proceed . But suites of apartments did not spring up with her wishes . 
Catherine Morland	agent	admired	Catherine heard , admired , and wondered with more genuine feeling than before — gathered all that she could from this storehouse of knowledge , by running over the titles of half a shelf , and was ready to proceed . But suites of apartments did not spring up with her wishes . 
Catherine Morland	agent	gathered	Catherine heard , admired , and wondered with more genuine feeling than before — gathered all that she could from this storehouse of knowledge , by running over the titles of half a shelf , and was ready to proceed . But suites of apartments did not spring up with her wishes . 
Catherine Morland	agent	spring	Catherine heard , admired , and wondered with more genuine feeling than before — gathered all that she could from this storehouse of knowledge , by running over the titles of half a shelf , and was ready to proceed . But suites of apartments did not spring up with her wishes . 
Catherine Morland	agent	raved	Catherine could have raved at the hand which had swept away what must have been beyond the value of all the rest , for the purposes of mere domestic economy ; and would willingly have been spared the mortification of a walk through scenes so fallen , 
Catherine Morland	agent	spared	Catherine could have raved at the hand which had swept away what must have been beyond the value of all the rest , for the purposes of mere domestic economy ; and would willingly have been spared the mortification of a walk through scenes so fallen , 
Catherine Morland	agent	saw	How they could get through it all had often amazed Mrs. Allen ; and , when Catherine saw what was necessary here , she began to be amazed herself . 
Catherine Morland	agent	thought	The gallery was terminated by folding doors , which Miss Tilney , advancing , had thrown open , and passed through , and seemed on the point of doing the same by the first door to the left , in another long reach of gallery , when the General , coming forwards , called her hastily , and , as Catherine thought , rather angrily back , demanding whither she were going?—And what was there more to be seen?—Had not Miss Morland already seen all that could be worth her notice?—And did she not suppose her friend might be glad of some refreshment after so much exercise ? 
Catherine Morland	agent	understood	Catherine understood her : the General must be watched from home , before that room could be entered . 
Catherine Morland	agent	knew	And nine years , Catherine knew , was a trifle of time , compared with what generally elapsed after the death of an injured wife , before her room was put to rights . 
Catherine Morland	agent	thought	“ So much the worse ! ” thought Catherine ; such ill - timed exercise was of a piece with the strange unseasonableness of his morning walks , and boded nothing good . 
Catherine Morland	agent	preparing	_ My _ eyes will be blinding for the good of others , and _ yours _ preparing by rest for future mischief . 
Catherine Morland	agent	started	Catherine sometimes started at the boldness of her own surmises , and sometimes hoped or feared that she had gone too far ; but they were supported by such appearances as made their dismissal impossible . 
Catherine Morland	agent	hoped	Catherine sometimes started at the boldness of her own surmises , and sometimes hoped or feared that she had gone too far ; but they were supported by such appearances as made their dismissal impossible . 
Catherine Morland	agent	supported	Catherine sometimes started at the boldness of her own surmises , and sometimes hoped or feared that she had gone too far ; but they were supported by such appearances as made their dismissal impossible . 
Catherine Morland	agent	reminding	Eleanor was ready to oblige her ; and Catherine reminding her as they went of another promise , their first visit in consequence was to the portrait in her bed - chamber . 
Catherine Morland	agent	depended	they were not in every respect answered , for Catherine had depended upon meeting with features , hair , complexion , that should be the very counterpart , the very image , if not of Henry ’s , of Eleanor’s — the only portraits of which she had been in the habit of thinking , bearing always an equal resemblance of mother and child . 
Catherine Morland	agent	turning	Again she passed through the folding doors , again her hand was upon the important lock , and Catherine , hardly able to breathe , was turning to close the former with fearful caution , when the figure , the dreaded figure of the General himself at the further end of the gallery , stood before her ! 
Catherine Morland	agent	found	It was done ; and Catherine found herself alone in the gallery before the clocks had ceased to strike . 
Catherine Morland	agent	expected	Catherine had expected to have her feelings worked , and worked they were . 
Catherine Morland	agent	worked	Catherine had expected to have her feelings worked , and worked they were . 
Catherine Morland	agent	recollected	Catherine recollected herself , blushed deeply , and could say no more . He seemed to be looking in her countenance for that explanation which her lips did not afford . 
Catherine Morland	agent	blushed	Catherine recollected herself , blushed deeply , and could say no more . He seemed to be looking in her countenance for that explanation which her lips did not afford . 
Catherine Morland	agent	said	“ I have been , ” said Catherine , looking down , “ to see your mother ’s room . ” 
Catherine Morland	agent	thought	I thought you did not mean to come back till to - morrow . ” “ I did not expect to be able to return sooner , when I went away ; but three hours ago I had the pleasure of finding nothing to detain me . 
Catherine Morland	agent	said	Catherine said nothing . 
Catherine Morland	agent	said	“ But your father , ” said Catherine , “ was _ he _ afflicted ? ” “ For a time , greatly so . 
Catherine Morland	agent	erred	You have erred in supposing him not attached to her . 
Catherine Morland	agent	know	He loved her , I am persuaded , as well as it was possible for him to — we have not all , you know , the same tenderness of disposition — and I will not pretend to say that while she lived , she might not often have had much to bear , but though his temper injured her , his judgment never did . 
Catherine Morland	agent	said	” “ I am very glad of it , ” said Catherine ; “ it would have been very shocking ! ” 
Catherine Morland	agent	formed	“ If I understand you rightly , you had formed a surmise of such horror as I have hardly words to — Dear Miss Morland , consider the dreadful nature of the suspicions you have entertained . 
Catherine Morland	agent	entertained	“ If I understand you rightly , you had formed a surmise of such horror as I have hardly words to — Dear Miss Morland , consider the dreadful nature of the suspicions you have entertained . 
Catherine Morland	agent	wanted	Catherine had never wanted comfort more , and he looked as if he was aware of it . 
Catherine Morland	agent	looked	Catherine had never wanted comfort more , and he looked as if he was aware of it . 
Catherine Morland	agent	doubt	Catherine dared not doubt beyond her own country , and even of that , if hard pressed , would have yielded the northern and western extremities . 
Catherine Morland	agent	wondered	For nine successive mornings , Catherine wondered over the repetition of a disappointment , which each morning became more severe : but , on the tenth , when she entered the breakfast - room , her first object was a letter , held out by Henry ’s willing hand . 
Catherine Morland	agent	hear	You will soon hear enough from another quarter to know where lies the blame ; and I hope will acquit your brother of everything but the folly of too easily thinking his affection returned . Thank God ! 
Catherine Morland	agent	hope	You will soon hear enough from another quarter to know where lies the blame ; and I hope will acquit your brother of everything but the folly of too easily thinking his affection returned . Thank God ! 
Catherine Morland	agent	give	Dearest Catherine , beware how you give your heart . 
Catherine Morland	agent	read	“ Believe me , ” & c. Catherine had not read three lines before her sudden change of countenance , and short exclamations of sorrowing wonder , declared her to be receiving unpleasant news ; and Henry , earnestly watching her through the whole letter , saw plainly that it ended no better than it began . 
Catherine Morland	agent	took	Catherine took her place at the table , and , after a short silence , Eleanor said , “ No bad news from Fullerton , I hope ? 
Catherine Morland	agent	said	Catherine took her place at the table , and , after a short silence , Eleanor said , “ No bad news from Fullerton , I hope ? 
Catherine Morland	agent	know	you will soon know why . ” 
Catherine Morland	agent	have	“ I have one favour to beg , ” said Catherine , shortly afterwards , in an agitated manner , “ that , if your brother should be coming here , you will give me notice of it , that I may go away . ” 
Catherine Morland	agent	said	“ I have one favour to beg , ” said Catherine , shortly afterwards , in an agitated manner , “ that , if your brother should be coming here , you will give me notice of it , that I may go away . ” 
Catherine Morland	agent	go	“ I have one favour to beg , ” said Catherine , shortly afterwards , in an agitated manner , “ that , if your brother should be coming here , you will give me notice of it , that I may go away . ” 
Catherine Morland	agent	cried	“ How quick you are ! ” cried Catherine : “ you have guessed it , I declare ! 
Catherine Morland	agent	declare	“ How quick you are ! ” cried Catherine : “ you have guessed it , I declare ! 
Catherine Morland	agent	heard	Isabella — no wonder _ now _ I have not heard from her — Isabella has deserted my brother , and is to marry yours ! 
Catherine Morland	agent	cried	my surprise would be greater at Frederick ’s marrying her than at any other part of the story . ” “ It is very true , however ; you shall read James ’s letter yourself . Stay — There is one part — ” recollecting with a blush the last line . “ Will you take the trouble of reading to us the passages which concern my brother ? ” “ No , read it yourself , ” cried Catherine , whose second thoughts were clearer . 
Catherine Morland	agent	know	“ I do not know what I was thinking of ” ( blushing again that she had blushed before ) ; “ James only means to give me good advice . ” 
Catherine Morland	agent	thinking	“ I do not know what I was thinking of ” ( blushing again that she had blushed before ) ; “ James only means to give me good advice . ” 
Catherine Morland	agent	observed	“ But perhaps , ” observed Catherine , “ though she has behaved so ill by our family , she may behave better by yours . 
Catherine Morland	agent	said	” “ No , ” said Catherine , after a few moments ’ reflection , “ I do not — ought I ? 
Catherine Morland	agent	ought	” “ No , ” said Catherine , after a few moments ’ reflection , “ I do not — ought I ? 
Catherine Morland	agent	ought	” “ No , ” said Catherine , after a few moments ’ reflection , “ I do not — ought I ? 
Catherine Morland	agent	still	To say the truth , though I am hurt and grieved , that I can not still love her , that I am never to hear from her , perhaps never to see her again , I do not feel so very , very much afflicted as one would have thought 
Catherine Morland	agent	feel	To say the truth , though I am hurt and grieved , that I can not still love her , that I am never to hear from her , perhaps never to see her again , I do not feel so very , very much afflicted as one would have thought 
Catherine Morland	agent	found	Catherine , by some chance or other , found her spirits so very much relieved by this conversation that she could not regret her being led on , though so unaccountably , to mention the circumstance which had produced it . 
Catherine Morland	agent	found	From this time , the subject was frequently canvassed by the three young people ; and Catherine found , with some surprise , that her two young friends were perfectly agreed in considering Isabella ’s want of consequence and fortune as likely to throw great difficulties in the way of her marrying their brother . 
Catherine Morland	agent	look	“ And when do you think , sir , I may look forward to this pleasure ? 
Catherine Morland	agent	said	“ Go away ! ” said Catherine , with a very long face . 
Catherine Morland	agent	trod	It came — it was fine — and Catherine trod on air . 
Catherine Morland	agent	hear	Catherine did not hear enough of this speech to understand or be pained by it ; and other subjects being studiously brought forward and supported by Henry , at the same time that a tray full of refreshments was introduced by his servant , the General was shortly restored to his complacency , and Catherine to all her usual ease of spirits . 
Catherine Morland	agent	restored	Catherine did not hear enough of this speech to understand or be pained by it ; and other subjects being studiously brought forward and supported by Henry , at the same time that a tray full of refreshments was introduced by his servant , the General was shortly restored to his complacency , and Catherine to all her usual ease of spirits . 
Catherine Morland	agent	thought	A saunter into other meadows , and through part of the village , with a visit to the stables to examine some improvements , and a charming game of play with a litter of puppies just able to roll about , brought them to four o’clock , when Catherine scarcely thought it could be three . 
Catherine Morland	agent	quitted	They had seldom seen him eat so heartily at any table but his own , and never before known him so little disconcerted by the melted butter ’s being oiled . At six o’clock , the General having taken his coffee , the carriage again received them ; and so gratifying had been the tenor of his conduct throughout the whole visit , so well assured was her mind on the subject of his expectations , that , could she have felt equally confident of the wishes of his son , Catherine would have quitted Woodston with little anxiety as to the How or the When she might return to it . 
Catherine Morland	agent	left	I have had my pen in my hand to begin a letter to you almost every day since you left Bath , but have always been prevented by some silly trifler or other . 
Catherine Morland	agent	went	Since you went away , I have had no pleasure in it — the dust is beyond anything ; and everybody one cares for is gone . 
Catherine Morland	agent	convince	Your kind offices will set all right : he is the only man I ever did or could love , and I trust you will convince him of it . 
Catherine Morland	agent	spend	I hope you spend your time pleasantly , but am afraid you never think of me . 
Catherine Morland	agent	esteem	I will not say all that I could of the family you are with , because I would not be ungenerous , or set you against those you esteem ; but it is very difficult to know whom to trust , and young men never know their minds two days together . 
Catherine Morland	agent	know	You will know , from this description , I must mean Captain Tilney , who , as you may remember , was amazingly disposed to follow and tease me , before you went away . 
