character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Elizabeth Elliot,-0.061648,-0.017465,0.332817,-0.055849,0.078325,0.056857,0.127369,0.047919,0.00276,-0.035723,0.040766,0.073575,-0.130686,-0.163243,0.01847,-0.047735,-0.206634,-0.105037,-0.067282,0.040266,1.0,0.091888,0.051978,0.058043,0.066472,0.00493,0.0124,-0.199929,0.096548,-0.027692,0.102064,-0.033526,0.030942,0.099524,-0.067903,0.067551,0.017572,-0.065909,-0.001957,0.052832,0.019169,-0.05414,-0.025964,-0.111346,-0.083749,-0.061828,-0.040576,-0.021927,-0.09074,0.15351,-0.070789,-0.074439,-0.089126,-0.093323,0.007371,-0.157098,-0.144038,-0.090794,0.173145,-0.005708,-0.114705,-0.09585,0.028883,-0.019278,-0.084391,0.131109,-0.018551,0.180461,0.035376,0.121578,-0.058283,-0.067686,-0.108854,0.091917,0.187171,0.052802,0.034131,-0.113692,-0.051146,-0.01921,-0.055127,-0.032366,0.049748,0.109073,-0.020217,-0.09127,-0.09779,-0.128577,-0.012186,-0.014458,0.022687,-0.181701,0.027919,-0.146766,0.069272,-0.041591,-3.1e-05,0.198307,0.021354,0.002941,0.205228,0.11052,0.054182
Emma Woodhouse,0.137007,0.495392,0.120987,0.585721,-0.058959,0.213767,-0.052293,-0.103166,-0.19981,-0.20218,-0.121247,-0.086062,0.019498,0.21752,-0.164122,-0.24351,0.231844,-0.194424,0.225974,-0.162436,0.091888,1.0,-0.03811,-0.231313,-0.069866,0.697168,-0.096484,-0.153936,0.817149,-0.093608,-0.05246,0.717026,0.077767,-0.073454,-0.102841,0.168355,-0.154704,-0.145036,-0.005439,0.684711,-0.070386,0.237708,-0.211005,0.286429,-0.172895,-0.192149,-0.095771,-0.090949,-0.112357,-0.008759,0.191046,0.21227,-0.272154,-0.112485,-0.145003,0.142581,-0.029742,-0.272456,-0.047548,0.511059,-0.099262,-0.15517,-0.170556,-0.003357,-0.154635,0.104731,-0.156708,0.01984,0.48008,0.501536,-0.218852,-0.168094,0.19585,-0.184711,-0.031686,-0.028792,0.102729,0.254743,-0.032778,-0.020251,-0.116514,0.236089,-0.0251,-0.106337,-0.269321,-0.079555,-0.24601,-0.188689,0.198551,-0.154814,0.494446,-0.013878,0.32182,-0.01609,-0.201072,0.084616,-0.054909,-0.027387,0.251288,-0.164196,-0.059969,0.165598,-0.138785
Fanny Dashwood,-0.290154,-0.216358,-0.069897,-0.183025,0.007356,-0.128215,-0.08494,0.001864,-0.016709,0.050704,-0.147693,0.011358,-0.007349,-0.094928,0.080814,0.049825,0.009633,-0.066,0.195578,0.099291,0.051978,-0.03811,1.0,0.090817,0.024307,-0.070218,-0.000982,-0.194723,-0.066741,-0.161004,0.116917,-0.1418,0.023694,-0.160812,0.012857,0.034407,0.019294,-0.134857,0.154694,-0.140649,0.077002,-0.178675,-0.002978,0.144263,0.007578,0.06255,0.028917,-0.075407,0.213389,0.07174,-0.173994,0.247631,0.121633,0.218727,0.016477,-0.062758,-0.087265,-0.182871,0.031372,-0.020159,-0.243048,-0.042153,0.102886,-0.014873,0.047568,-0.038518,-0.10434,-0.186189,-0.093508,-0.040409,-0.146172,-0.049382,-0.080631,0.109137,-0.125331,-0.122075,0.293293,0.059693,0.029811,-0.052186,-0.039754,0.207814,0.038087,-0.04757,-0.071155,0.085361,0.063705,-0.18925,-0.27691,-0.026606,0.105044,0.122902,0.026482,-0.16439,-0.015707,-0.298066,-0.069794,0.06585,-0.057051,0.052627,0.14525,-0.075792,0.043181
Fanny Price,-0.433288,-0.143197,-0.093837,-0.382999,-0.137471,-0.332769,0.04882,0.098663,0.574463,0.277412,-0.166545,0.082457,-0.213164,-0.481272,0.181575,0.663509,-0.454594,0.091644,-0.24677,0.355345,0.058043,-0.231313,0.090817,1.0,0.232118,-0.178978,0.118781,-0.047162,-0.150446,0.120064,0.225815,-0.391832,-0.189255,0.564832,0.203925,-0.070444,0.410051,0.00382,0.205893,-0.227623,0.103195,-0.24066,0.093523,-0.36842,0.358499,0.200416,0.467306,0.16568,-0.065248,-0.086714,-0.368745,-0.261256,0.192671,-0.164963,0.494015,-0.410723,-0.019817,0.575109,-0.067979,-0.281648,-0.062695,-0.03826,0.155644,-0.049164,-0.001094,0.060876,0.461531,-0.146991,-0.189369,-0.176158,0.282583,0.043776,-0.194704,0.343113,-0.046733,-0.091034,-0.062932,-0.346981,0.068675,0.3362,-0.072351,-0.214991,0.085641,0.03394,0.645611,-0.18502,0.310986,-0.164794,-0.414548,-0.109987,-0.159083,-0.405044,-0.099571,-0.210447,0.688307,-0.386953,0.123252,0.246716,-0.242433,0.277924,0.218061,-0.277521,0.542669
Fitzwilliam Darcy,-0.339338,-0.199989,-0.035962,-0.258587,-0.153595,-0.183138,-0.078553,0.547835,0.268854,0.554127,-0.244256,0.36652,-0.359132,-0.338741,0.329848,0.190422,-0.305298,-0.048022,-0.125502,0.754821,0.066472,-0.069866,0.024307,0.232118,1.0,-0.049523,0.077747,-0.123633,0.033193,0.513205,0.229281,-0.15719,-0.137607,0.293465,0.120233,-0.033349,0.295003,-0.0787,0.562537,-0.056372,-0.009303,-0.124587,0.007479,-0.169506,0.028433,0.128846,0.001002,0.014959,-0.174926,0.042653,-0.293659,-0.093616,0.052807,-0.20472,0.243478,-0.158813,0.152824,0.233602,-0.106743,-0.108217,-0.07207,0.197054,0.298488,0.126363,-0.261956,-0.045675,0.296326,-0.113231,-0.205133,-0.074995,0.046094,-0.068318,-0.140237,0.499236,0.052889,0.036652,0.051055,-0.238904,0.337135,0.244933,-0.019795,-0.282159,0.176687,-0.052455,0.093495,-0.169995,-0.10432,-0.152022,-0.232382,-0.081917,-0.057486,-0.274099,-0.031775,-0.282357,0.186586,-0.146312,0.27088,0.078212,-0.244767,0.073257,0.56554,-0.205736,0.151826
Frank Churchill,0.053794,0.325274,0.069465,0.415012,-0.16614,0.053939,0.021073,-0.051114,-0.19455,-0.158292,-0.202486,-0.062486,0.07784,0.050323,-0.149285,-0.085574,0.15583,-0.310307,0.113804,-0.204064,0.00493,0.697168,-0.070218,-0.178978,-0.049523,1.0,-0.146573,-0.114009,0.490974,-0.108787,-0.02799,0.461207,0.185765,-0.081775,-0.135412,0.247903,-0.154219,-0.035948,0.010611,0.554572,-0.033331,0.098924,-0.236964,0.162029,-0.067529,-0.092032,-0.010475,-0.155726,-0.022437,0.164233,0.122509,0.142878,-0.211079,-0.149301,-0.104457,-0.042131,0.090041,-0.136467,-0.084956,0.557581,-0.108316,-0.102836,-0.226648,-0.038851,-0.207495,0.145344,-0.032875,0.037959,0.347382,0.5041,-0.035506,-0.251049,0.25046,-0.127204,-0.03385,-0.120993,-0.114957,0.160933,-0.000121,-0.051286,-0.150652,0.049865,-0.0513,-0.212649,-0.152467,0.105932,-0.156863,-0.140463,0.048838,-0.223251,0.530677,-0.065914,0.386615,-0.06685,-0.046363,0.226399,-0.082305,-0.014994,0.092824,-0.085869,-0.096049,0.158226,-0.0623
Frederick Tilney,-0.14396,-0.135416,-0.019895,-0.192889,0.019182,0.019307,-0.076424,-0.040786,0.208837,0.072087,0.165076,-0.086873,-0.104239,-0.048906,0.061636,0.167686,-0.088794,0.067957,0.017086,0.089365,0.0124,-0.096484,-0.000982,0.118781,0.077747,-0.146573,1.0,-0.057735,0.016518,0.088986,-0.040719,-0.074798,0.002669,0.092077,0.238314,-0.086913,0.292737,0.021137,0.090319,-0.180312,0.016701,-0.166799,0.164855,-0.045975,-0.000835,0.003798,0.041272,0.012592,-0.156349,-0.104776,-0.149923,0.021311,-0.01317,0.024945,0.014824,0.012932,-0.002984,0.042957,-0.023189,-0.141844,-0.03674,0.061795,0.013813,-0.08659,0.026376,-0.101162,0.00764,-0.080952,-0.061108,-0.124266,-0.064444,-0.034281,-0.063,-0.041658,-0.024728,0.047029,0.057312,0.032188,-0.079086,0.125592,-0.076937,-0.151118,0.199957,-0.099534,-0.035202,-0.086453,-0.062814,0.08083,-0.08602,0.053317,-0.1906,-0.0375,-0.054716,-0.186267,0.090109,-0.216604,-0.030221,0.113959,-0.108373,0.110461,0.002294,-0.149959,0.16939
General Tilney,0.336814,0.09555,-0.205343,0.228754,0.058575,0.106655,-0.172942,0.02093,0.124586,-0.071331,0.017016,0.132675,0.078606,0.241067,-0.124955,-0.149475,0.161279,0.449949,-0.045164,-0.153007,-0.199929,-0.153936,-0.194723,-0.047162,-0.123633,-0.114009,-0.057735,1.0,-0.134519,0.153394,-0.099217,0.057657,-0.249033,-0.063276,0.111491,-0.075951,-0.061493,0.226055,-0.292735,-0.110972,-0.072031,0.234416,-0.02179,0.012806,-0.025683,-0.138774,-0.055037,0.177055,-0.057968,-0.256411,0.239499,0.00564,-0.023356,0.101744,-0.096667,0.205544,-0.017209,0.087248,-0.153448,-0.057031,0.34664,-0.057506,-0.160519,0.1064,0.113576,-0.130232,-0.135057,-0.159122,-0.132123,-0.089292,-0.047307,0.462845,-0.022508,-0.181161,-0.124052,0.099196,-0.201265,0.050317,-0.032153,-0.045043,0.258335,-0.028754,-0.172494,-0.008203,0.067273,-0.072632,-0.027,0.090459,0.196598,0.290773,-0.19476,0.24414,-0.302434,0.269431,-0.201229,0.145212,-0.024503,-0.324169,0.127266,-0.191828,-0.189598,-0.103072,-0.219212
George Knightley,0.170906,0.49734,0.099634,0.461073,0.000318,0.205241,-0.054321,-0.079748,-0.118705,-0.123287,-0.037485,-0.051494,-0.067247,0.197074,-0.098287,-0.182961,0.148377,-0.11924,0.201154,-0.064999,0.096548,0.817149,-0.066741,-0.150446,0.033193,0.490974,0.016518,-0.134519,1.0,0.040179,-0.082117,0.660123,-0.008814,0.007,0.017351,0.05335,-0.064247,-0.143816,0.008343,0.51972,-0.087419,0.262561,-0.138748,0.205864,-0.123372,-0.211585,-0.12566,-0.059637,-0.23295,-0.117289,0.149127,0.179033,-0.261544,-0.044583,-0.113198,0.212303,-0.028216,-0.188544,-0.05784,0.278281,-0.058315,-0.19283,-0.092285,0.020905,-0.097161,0.046173,-0.100268,-0.00081,0.39478,0.363997,-0.174346,-0.08817,0.115573,-0.120835,0.002386,0.070202,0.092287,0.193652,-0.036566,0.061412,-0.039938,0.151878,-0.005007,-0.013109,-0.251869,-0.187259,-0.266688,-0.098047,0.204474,-0.124825,0.314807,-0.007764,0.248947,0.027981,-0.204768,-0.011764,-0.000884,-0.082826,0.242334,-0.135309,-0.066113,0.05039,-0.09556
George Wickham,-0.035116,-0.028799,-0.061276,-0.093807,-0.07208,0.020147,-0.100582,0.179823,0.202383,0.37622,-0.011403,0.264896,-0.244486,0.019792,0.32759,0.032017,-0.131813,0.233948,-0.031264,0.588432,-0.027692,-0.093608,-0.161004,0.120064,0.513205,-0.108787,0.088986,0.153394,0.040179,1.0,0.150295,-0.010774,-0.223679,0.161502,0.241398,-0.078564,0.11216,0.135721,0.328868,-0.113283,-0.022559,0.117167,0.030217,-0.025854,-0.013058,0.082943,-0.044883,0.15159,-0.163186,-0.151495,0.001797,-0.060827,0.042143,-0.129037,0.026835,0.091968,0.012203,0.181956,-0.178409,-0.220702,0.152894,0.151224,0.369202,0.03845,-0.022171,-0.113228,0.136208,-0.064214,-0.093407,-0.154673,-0.026895,0.064,-0.122311,0.276963,-0.071725,0.050818,-0.033503,-0.113931,0.359214,0.115689,0.170943,-0.177227,-0.057203,-0.030568,-0.003179,-0.213552,-0.197804,-0.040695,-0.049844,-5.7e-05,-0.375859,-0.178873,-0.167887,0.054553,0.057521,-0.057576,0.097518,-0.184271,0.037129,-0.179166,0.16692,-0.120546,-0.063205
Georgiana Darcy,-0.317016,-0.035908,-0.006161,-0.087971,-0.094967,-0.208138,-0.001442,0.034771,0.10175,0.170065,-0.213122,0.26056,-0.091317,-0.153998,0.124668,0.076059,-0.168445,0.018619,0.013632,0.321802,0.102064,-0.05246,0.116917,0.225815,0.229281,-0.02799,-0.040719,-0.099217,-0.082117,0.150295,1.0,-0.171734,-0.079977,0.064835,0.059241,-0.02288,-0.001377,-0.068306,0.182068,0.004916,0.117238,-0.102313,-0.062752,-0.076759,0.090458,0.216457,-0.013877,0.025282,0.083771,0.078971,-0.125301,0.049111,0.100329,-0.0648,0.172559,-0.16478,-0.122199,0.096218,-0.010166,-0.07796,-0.053429,0.037345,0.170647,-0.029319,-0.041657,0.092537,0.031619,-0.064114,-0.002024,-0.029328,0.031264,-0.013978,-0.068098,0.295033,-0.13314,0.029544,0.134296,-0.140537,0.128932,-0.01316,-0.071509,0.036207,-0.002897,0.052007,0.101909,-0.062531,0.010565,-0.150149,-0.167915,-0.142554,-0.039791,-0.150098,-0.141013,-0.242077,0.16659,-0.233283,-0.049767,0.051638,0.058535,-0.010508,0.39178,-0.075757,0.001007
Harriet Smith,0.436711,0.464555,0.021635,0.67977,0.096574,0.450896,-0.131216,-0.166502,-0.316889,-0.279516,-0.000818,-0.107545,0.129874,0.5492,-0.255574,-0.359411,0.475856,-0.012961,0.314998,-0.305333,-0.033526,0.717026,-0.1418,-0.391832,-0.15719,0.461207,-0.074798,0.057657,0.660123,-0.010774,-0.171734,1.0,0.065323,-0.215378,-0.008608,0.014002,-0.276007,-0.02218,-0.18923,0.480827,-0.139084,0.393117,-0.210827,0.476478,-0.200876,-0.350374,-0.166339,-0.035465,-0.161303,-0.14136,0.442077,0.354164,-0.247975,0.096831,-0.269293,0.444337,-0.016084,-0.345003,-0.122144,0.359817,0.007624,-0.23995,-0.219027,0.054526,-0.098149,-0.123482,-0.325173,-0.031973,0.237015,0.331804,-0.274417,0.074548,0.194865,-0.362803,-0.085499,0.011717,0.006507,0.450814,-0.111846,-0.103465,0.097685,0.268001,-0.078146,-0.094882,-0.381808,-0.058809,-0.3285,-0.015383,0.41707,0.000966,0.339636,0.255563,0.033122,0.176684,-0.450205,0.160883,-0.141542,-0.262551,0.358881,-0.30117,-0.24508,0.128712,-0.307462
Henrietta Musgrove,-0.039883,-0.075136,0.2317,-0.053101,0.046838,0.157382,0.271274,-0.133974,-0.286256,-0.172882,0.071774,-0.211023,0.089882,-0.020949,-0.095199,-0.030134,0.051806,-0.293191,-0.034839,-0.188784,0.030942,0.077767,0.023694,-0.189255,-0.137607,0.185765,0.002669,-0.249033,-0.008814,-0.223679,-0.079977,0.065323,1.0,-0.21228,-0.130906,0.083901,-0.156091,-0.121656,0.058403,0.057741,0.038248,-0.174803,-0.089048,0.050671,-0.091288,-0.081551,-0.00433,-0.246709,0.099164,0.318613,0.037322,0.0402,-0.069133,-0.003842,-0.150585,-0.143099,0.021084,-0.189678,0.128935,0.159755,-0.203369,-0.023862,-0.052959,-0.067074,-0.038523,-0.048179,-0.080388,0.191922,0.034762,0.084963,-0.034175,-0.35025,0.104219,-0.157484,0.056123,-0.163948,-0.074292,0.075819,-0.014682,-0.094685,-0.210614,-0.095003,0.049058,0.026266,-0.098486,0.19435,-0.009507,-0.023346,0.013344,-0.193584,0.237283,-0.002908,0.252857,-0.184116,-0.024922,0.130046,-0.160106,0.151134,-0.183077,0.002043,-0.057684,0.228628,0.030331
Henry Crawford,-0.198245,-0.046235,-0.029101,-0.169708,-0.220557,-0.127396,0.030736,0.165468,0.429948,0.202501,-0.097137,0.125273,-0.254466,-0.317913,0.129298,0.393763,-0.316662,0.025418,-0.168547,0.262169,0.099524,-0.073454,-0.160812,0.564832,0.293465,-0.081775,0.092077,-0.063276,0.007,0.161502,0.064835,-0.215378,-0.21228,1.0,0.089746,-0.072368,0.38011,-0.018408,0.099139,-0.032272,0.001025,-0.093863,0.000537,-0.282522,0.195367,0.079611,0.279917,0.047012,-0.232444,-0.0856,-0.264247,-0.209339,0.012568,-0.221077,0.399069,-0.227732,0.019786,0.52395,-0.110528,-0.208448,-0.016695,-0.055713,0.005124,0.019448,-0.140534,0.045496,0.4067,0.022272,-0.100665,-0.106693,0.307411,0.012544,-0.217323,0.234357,0.181164,0.03689,-0.09606,-0.18741,0.040038,0.313615,-0.130702,-0.185572,0.037593,0.038617,0.377767,-0.162509,0.099322,-0.082823,-0.200043,-0.068673,-0.138142,-0.320939,-0.063176,-0.102906,0.502481,-0.079906,0.293682,0.164131,-0.118498,0.252581,0.2154,-0.24669,0.444173
Henry Tilney,-0.034477,-0.059061,-0.100119,-0.123167,-0.035407,0.027977,-0.02978,-0.053017,0.447349,0.100278,-0.021749,-0.001948,-0.035447,0.062645,0.148679,0.168738,-0.056779,0.37698,-0.013601,0.150533,-0.067903,-0.102841,0.012857,0.203925,0.120233,-0.135412,0.238314,0.111491,0.017351,0.241398,0.059241,-0.008608,-0.130906,0.089746,1.0,-0.078322,0.368718,0.179429,0.044241,-0.214785,-0.09867,0.018892,0.18264,0.015764,0.161551,-0.014537,0.051097,0.130392,-0.061732,-0.195458,0.128181,0.056487,-0.038797,0.147192,0.105014,0.091421,-0.013738,0.128157,-0.146786,-0.261139,0.042106,-0.16744,0.15763,-0.051627,0.231246,-0.100082,0.051198,-0.198006,-0.183076,-0.275482,0.055513,0.24801,-0.127925,-0.057326,-0.243402,0.030218,-0.074015,-0.084922,-0.005528,-0.026165,0.311285,-0.100112,0.074847,-0.017793,-0.053178,-0.051822,-0.042777,-0.002025,-0.12261,-0.002406,-0.269654,-0.026968,-0.187535,0.040014,-0.031903,-0.241131,-0.019815,-0.283344,0.008333,-0.105967,-0.143124,-0.073526,-0.130886
Isabella Knightley,-0.058534,-0.07268,0.001766,0.070222,-0.110986,-0.110604,0.06077,0.046191,-0.056278,-0.034213,-0.147558,-0.014555,-0.020232,-0.149534,-0.186646,-0.06282,-0.054437,-0.1855,-0.053145,-0.112778,0.067551,0.168355,0.034407,-0.070444,-0.033349,0.247903,-0.086913,-0.075951,0.05335,-0.078564,-0.02288,0.014002,0.083901,-0.072368,-0.078322,1.0,-0.053815,-0.101734,0.025456,0.206532,0.060896,0.107445,-0.111969,-0.011718,-0.053499,-0.102741,-0.012636,-0.111963,0.01786,0.075357,-0.083709,-0.02036,-0.042161,-0.070944,-0.03223,-0.128688,0.074921,-0.032522,0.012224,0.198595,-0.077046,-0.041918,-0.127429,0.009969,-0.115138,0.078732,0.047872,0.009926,0.086104,0.18002,0.034054,-0.165208,0.02568,0.022724,0.069864,-0.054271,-0.142876,-0.022852,0.038035,-0.007626,-0.112244,0.022817,0.034858,-0.005719,-0.005876,0.040473,0.020419,-0.150389,-0.094247,-0.035012,0.217791,-0.115481,0.204544,-0.02668,-0.042429,0.110137,-0.028675,0.074704,-0.002263,0.057983,0.024234,-0.002164,0.037225
Isabella Thorpe,-0.306359,-0.169937,-0.076156,-0.321763,-0.119681,-0.17235,-0.028595,0.222018,0.723586,0.388311,-0.034563,0.035242,-0.22289,-0.375042,0.216948,0.243799,-0.34472,0.097209,-0.205639,0.358973,0.017572,-0.154704,0.019294,0.410051,0.295003,-0.154219,0.292737,-0.061493,-0.064247,0.11216,-0.001377,-0.276007,-0.156091,0.38011,0.368718,-0.053815,1.0,0.104202,0.242303,-0.204835,-0.092326,-0.208062,0.243712,-0.247985,0.083787,0.165006,0.136556,0.044549,-0.165682,-0.135771,-0.278311,-0.214133,0.188488,-0.134996,0.298104,-0.261633,0.01923,0.34225,-0.041336,-0.21351,-0.037223,0.11275,0.122872,0.042332,0.026745,0.001927,0.29873,-0.209646,-0.165151,-0.163758,0.107709,0.069563,-0.193333,0.287376,0.056474,-0.104541,-0.070456,-0.259154,0.071596,0.259107,-0.048282,-0.255992,0.295635,-0.037136,0.218997,-0.103878,0.155501,-0.15067,-0.365701,0.006051,-0.123469,-0.276921,-0.006039,-0.069947,0.255894,-0.246411,0.255104,0.108497,-0.225394,0.147553,0.181242,-0.285033,0.33493
James Morland,0.095021,0.079928,-0.095477,0.00085,0.009427,0.035114,-0.095891,-0.049229,0.204137,-0.007414,0.104392,-0.028048,-0.033888,0.070207,0.133846,0.021065,-0.044688,0.246605,-0.107114,-0.024892,-0.065909,-0.145036,-0.134857,0.00382,-0.0787,-0.035948,0.021137,0.226055,-0.143816,0.135721,-0.068306,-0.02218,-0.121656,-0.018408,0.179429,-0.101734,0.104202,1.0,-0.132084,-0.117436,-0.041332,-0.036231,0.174028,-0.055647,0.069607,0.013306,-0.096982,0.208639,-0.06303,-0.197021,0.127758,-0.101644,0.003961,0.012369,0.047367,0.05975,-0.026666,0.065617,-0.027108,-0.044802,0.170724,0.061958,0.005589,-0.001827,0.116995,0.009558,0.044954,-0.081058,-0.110091,-0.097616,0.008804,0.289765,-0.045127,-0.06665,-0.116126,0.070048,-0.246976,-0.13475,-0.033103,-0.071748,0.178472,-0.173719,-0.027255,0.005865,0.019672,0.012586,-0.025534,0.076087,0.02485,0.106682,-0.20547,0.042003,-0.118491,0.149705,-0.09607,0.022155,0.014924,-0.225487,-0.003517,-0.152323,-0.186234,-0.122399,-0.198213
Jane Bennet,-0.530551,-0.213556,-0.024487,-0.345689,-0.201035,-0.21508,0.005055,0.294212,0.175664,0.578804,-0.205822,0.217228,-0.2691,-0.40604,0.262396,0.204317,-0.311341,-0.223144,-0.029949,0.720184,-0.001957,-0.005439,0.154694,0.205893,0.562537,0.010611,0.090319,-0.292735,0.008343,0.328868,0.182068,-0.18923,0.058403,0.099139,0.044241,0.025456,0.242303,-0.132084,1.0,-0.046796,0.109932,-0.304581,-0.018661,-0.086705,-0.028358,0.211347,0.047024,-0.067635,0.018817,0.128087,-0.37406,-0.069447,0.254088,-0.210805,0.143879,-0.264809,0.095186,0.067518,-0.058526,0.035276,-0.16213,0.355563,0.367819,0.118451,-0.133168,0.006662,0.254798,-0.117315,-0.171112,0.005063,-0.05029,-0.242894,-0.096816,0.52638,-0.04721,-0.054317,0.182552,-0.201991,0.541566,0.323382,-0.206509,-0.172951,0.216332,-0.054403,0.100034,-0.038643,-0.018257,-0.238451,-0.352197,-0.173168,0.043556,-0.300422,0.104056,-0.359462,0.234347,-0.238894,0.087114,0.194395,-0.245099,0.08732,0.491286,-0.134906,0.238454
Jane Fairfax,0.134092,0.401645,0.165679,0.54098,-0.102426,0.110908,0.050175,-0.04028,-0.181555,-0.23843,-0.107443,-0.038347,0.040015,0.147142,-0.205638,-0.225735,0.180921,-0.20184,0.145818,-0.192597,0.052832,0.684711,-0.140649,-0.227623,-0.056372,0.554572,-0.180312,-0.110972,0.51972,-0.113283,0.004916,0.480827,0.057741,-0.032272,-0.214785,0.206532,-0.204835,-0.117436,-0.046796,1.0,-0.034234,0.242237,-0.215204,0.190197,-0.203351,-0.093164,-0.091044,-0.094205,-0.083885,0.063054,0.176877,0.115691,-0.242591,-0.248517,-0.137022,0.078979,0.043084,-0.156118,-0.041687,0.462425,-0.09223,-0.123421,-0.228909,0.090959,-0.292381,0.158755,-0.03282,0.162451,0.423411,0.481529,-0.079353,-0.186962,0.236283,-0.070884,0.08053,0.001695,0.023778,0.194923,-0.059265,-0.039424,-0.188845,0.233224,0.014548,-0.089779,-0.097752,-0.053817,-0.104494,-0.19349,0.275475,-0.22676,0.387697,-0.055808,0.170442,-0.061246,-0.100702,0.235452,-0.016035,0.050732,0.222686,-0.117868,0.016941,0.16882,-0.116748
John Dashwood,-0.275505,-0.01277,0.038501,-0.222663,-0.147149,-0.184843,0.085005,-0.166864,-0.018923,-0.061706,-0.082134,-0.133603,-0.062951,-0.128684,-0.003985,0.088869,0.090579,-0.108413,0.30864,0.043541,0.019169,-0.070386,0.077002,0.103195,-0.009303,-0.033331,0.016701,-0.072031,-0.087419,-0.022559,0.117238,-0.139084,0.038248,0.001025,-0.09867,0.060896,-0.092326,-0.041332,0.109932,-0.034234,1.0,-0.205117,-0.125808,0.11146,-0.005154,0.041585,0.041156,-0.085344,0.236764,0.216306,-0.258044,0.093136,-0.044061,-0.074793,0.056055,-0.02625,-0.022569,0.065127,0.039598,0.012257,-0.115994,0.078258,0.118178,-0.09928,-0.007318,0.091565,0.140345,0.143261,-0.075121,0.050914,0.095042,-0.275612,0.099586,0.033831,0.032124,0.015687,0.164854,0.039086,0.014185,0.085932,-0.173865,0.161776,-0.011311,0.0988,0.154011,-0.044701,0.029134,-0.105337,-0.090942,-0.212561,0.07252,-0.173869,0.037724,-0.225952,0.150457,-0.02504,-0.146283,0.140217,-0.05604,0.134061,0.113184,-0.065518,0.152528
John Knightley,0.452645,0.276585,-0.049159,0.520397,0.075621,0.24433,-0.023967,-0.07555,-0.137615,-0.193267,-0.013479,0.001907,0.074153,0.416233,-0.237542,-0.274406,0.313249,0.157713,0.12199,-0.239036,-0.05414,0.237708,-0.178675,-0.24066,-0.124587,0.098924,-0.166799,0.234416,0.262561,0.117167,-0.102313,0.393117,-0.174803,-0.093863,0.018892,0.107445,-0.208062,-0.036231,-0.304581,0.242237,-0.205117,1.0,-0.103396,0.203292,-0.157573,-0.250239,-0.157463,0.036316,-0.149844,-0.209852,0.455517,0.18235,-0.117755,0.076233,-0.189235,0.354727,-0.036355,-0.062634,-0.148208,0.003771,0.108404,-0.30775,-0.186022,0.029173,-0.053457,-0.043845,-0.201388,-0.018454,0.189483,0.139475,-0.058225,0.259201,-0.031588,-0.202152,0.004069,0.057019,-0.074278,0.257166,-0.093361,-0.118,0.18361,0.232292,-0.101448,0.046198,-0.142916,-0.116572,-0.138613,0.0952,0.327014,0.102446,-0.034266,0.198268,-0.228394,0.338151,-0.257101,0.122011,-0.028669,-0.291788,0.356509,-0.224332,-0.203026,0.01069,-0.233697
