dataset,Top_in_group,comparison,category,exclude,novel,character,top,topNovel
gpt4-reasoning,0,rank,peer,0,P&P,Lady Catherine de Bourgh,Lady Russell,P
gpt4-reasoning,1,maritalStatus,M,0,E,Anna Weston,Mrs. Gardiner,P&P
gpt4-reasoning,0,maritalStatus,M,0,E,Augusta Elton,Caroline Bingley,P&P
gpt4-reasoning,0,maritalStatus,M,0,E,Isabella Knightley,Emma Woodhouse,E
gpt4-reasoning,1,maritalStatus,M,0,E,John Knightley,Mr. Weston,E
gpt4-reasoning,1,maritalStatus,M,0,E,Mr. Weston,Sir John Middleton,S&S
gpt4-reasoning,1,maritalStatus,M,0,E,Mr. Perry,Dr. Grant,MP
gpt4-reasoning,0,maritalStatus,M,0,E,Mrs. Cole,Miss Bates,E
gpt4-reasoning,0,maritalStatus,M,0,MP,Dr. Grant,William Collins,P&P
gpt4-reasoning,1,maritalStatus,M,0,MP,Lady Bertram,Lady Middleton,S&S
gpt4-reasoning,0,maritalStatus,M,0,MP,Lieutenant Price,Captain Wentworth,P
gpt4-reasoning,1,maritalStatus,M,0,MP,Mrs. Grant,Anna Weston,E
gpt4-reasoning,1,maritalStatus,M,0,MP,Mrs. Price,Mrs. Bennet,P&P
gpt4-reasoning,1,maritalStatus,M,0,MP,Sir Thomas Bertram,Sir Walter Elliot,P
gpt4-reasoning,0,maritalStatus,M,0,MP,William Price,Captain Wentworth,P
gpt4-reasoning,1,maritalStatus,M,0,N,Mr. Allen,Mr. Weston,E
gpt4-reasoning,0,maritalStatus,M,0,N,Mrs. Allen,Mrs. Jennings,S&S
gpt4-reasoning,0,maritalStatus,M,0,N,Mrs. Morland,Mrs. Dashwood,S&S
gpt4-reasoning,0,maritalStatus,M,0,P,Admiral Croft,Colonel Brandon,S&S
gpt4-reasoning,0,maritalStatus,M,0,P,Captain Harville,Colonel Brandon,S&S
gpt4-reasoning,0,maritalStatus,M,0,P,Charles Musgrove,Charles Bingley,P&P
gpt4-reasoning,0,maritalStatus,M,0,P,Mrs. Croft,Elinor Dashwood,S&S
gpt4-reasoning,1,maritalStatus,M,0,P,Mrs. Harville,Mrs. Gardiner,P&P
gpt4-reasoning,1,maritalStatus,M,0,P,Mrs. Musgrove,Mrs. Bennet,P&P
gpt4-reasoning,1,maritalStatus,M,0,P,Mr. Musgrove,Mr. Weston,E
gpt4-reasoning,0,maritalStatus,M,0,P,Sir Walter Elliot,Lady Catherine de Bourgh,P&P
gpt4-reasoning,0,maritalStatus,M,0,P&P,Colonel Fitzwilliam,Colonel Brandon,S&S
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mr. Gardiner,Elinor Dashwood,S&S
gpt4-reasoning,1,maritalStatus,M,0,P&P,Lady Lucas,Mrs. Bennet,P&P
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mr. Bennet,Mr. Woodhouse,E
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mrs. Bennet,Mrs. Jennings,S&S
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mrs. Gardiner,Elinor Dashwood,S&S
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mrs. Hurst,Caroline Bingley,P&P
gpt4-reasoning,1,maritalStatus,M,0,P&P,Mr. Hurst,John Dashwood,S&S
gpt4-reasoning,0,maritalStatus,M,0,P&P,Mrs. Phillips,Mrs. Jennings,S&S
gpt4-reasoning,1,maritalStatus,M,0,P&P,Sir William Lucas,Sir Walter Elliot,P
gpt4-reasoning,0,maritalStatus,M,0,S&S,Charlotte Palmer,Mrs. Jennings,S&S
gpt4-reasoning,0,maritalStatus,M,0,S&S,Fanny Dashwood,Mrs. Norris,MP
gpt4-reasoning,1,maritalStatus,M,0,S&S,John Dashwood,Mr. Weston,E
gpt4-reasoning,1,maritalStatus,M,0,S&S,Lady Middleton,Lady Bertram,MP
gpt4-reasoning,1,maritalStatus,M,0,S&S,Sir John Middleton,Sir William Lucas,P&P
gpt4-reasoning,1,maritalStatus,M,0,S&S,Thomas Palmer,Mr. Bennet,P&P
gpt4-reasoning,1,maritalStatus,S,0,E,Emma Woodhouse,Elizabeth Bennet,P&P
gpt4-reasoning,1,maritalStatus,S,0,E,Frank Churchill,Henry Crawford,MP
gpt4-reasoning,1,maritalStatus,S,0,E,George Knightley,Edmund Bertram,MP
gpt4-reasoning,1,maritalStatus,S,0,E,Harriet Smith,Catherine Morland,N
gpt4-reasoning,1,maritalStatus,S,0,E,Jane Fairfax,Fanny Price,MP
gpt4-reasoning,0,maritalStatus,S,0,E,Miss Bates,Mrs. Jennings,S&S
gpt4-reasoning,1,maritalStatus,S,0,E,Robert Martin,Charles Bingley,P&P
gpt4-reasoning,1,maritalStatus,S,0,MP,Edmund Bertram,Edward Ferrars,S&S
gpt4-reasoning,1,maritalStatus,S,0,MP,Fanny Price,Elinor Dashwood,S&S
gpt4-reasoning,0,maritalStatus,S,0,MP,Henry Crawford,John Willoughby,S&S
gpt4-reasoning,0,maritalStatus,S,0,MP,Julia Bertram,Maria Bertram,MP
gpt4-reasoning,1,maritalStatus,S,0,MP,Mary Crawford,Caroline Bingley,P&P
gpt4-reasoning,1,maritalStatus,S,0,MP,Mr. Yates,John Thorpe,N
gpt4-reasoning,1,maritalStatus,S,0,MP,Susan Price,Fanny Price,MP
gpt4-reasoning,0,maritalStatus,S,0,MP,Tom Bertram,John Willoughby,S&S
gpt4-reasoning,1,maritalStatus,S,0,N,Catherine Morland,Marianne Dashwood,S&S
gpt4-reasoning,1,maritalStatus,S,0,N,Eleanor Tilney,Elinor Dashwood,S&S
gpt4-reasoning,0,maritalStatus,S,0,N,Frederick Tilney,John Willoughby,S&S
gpt4-reasoning,1,maritalStatus,S,0,N,Henry Tilney,Fitzwilliam Darcy,P&P
gpt4-reasoning,1,maritalStatus,S,0,N,Isabella Thorpe,Lucy Steele,S&S
gpt4-reasoning,1,maritalStatus,S,0,N,James Morland,Charles Bingley,P&P
gpt4-reasoning,0,maritalStatus,S,0,N,John Thorpe,William Collins,P&P
gpt4-reasoning,1,maritalStatus,S,0,P,Anne Elliot,Elinor Dashwood,S&S
gpt4-reasoning,1,maritalStatus,S,0,P,Captain Benwick,Edward Ferrars,S&S
gpt4-reasoning,1,maritalStatus,S,0,P,Charles Hayter,Edward Ferrars,S&S
gpt4-reasoning,1,maritalStatus,S,0,P,Elizabeth Elliot,Emma Woodhouse,E
gpt4-reasoning,1,maritalStatus,S,0,P,Henrietta Musgrove,Harriet Smith,E
gpt4-reasoning,1,maritalStatus,S,0,P,Louisa Musgrove,Lydia Bennet,P&P
gpt4-reasoning,0,maritalStatus,S,0,P,Mary Musgrove,Mrs. Bennet,P&P
gpt4-reasoning,1,maritalStatus,S,0,P,Captain Wentworth,Captain Benwick,P
gpt4-reasoning,0,maritalStatus,S,0,P&P,Caroline Bingley,Augusta Elton,E
gpt4-reasoning,0,maritalStatus,S,0,P&P,Charles Bingley,Charles Musgrove,P
gpt4-reasoning,1,maritalStatus,S,0,P&P,Elizabeth Bennet,Emma Woodhouse,E
gpt4-reasoning,1,maritalStatus,S,0,P&P,Fitzwilliam Darcy,George Knightley,E
gpt4-reasoning,0,maritalStatus,S,0,P&P,George Wickham,John Willoughby,S&S
gpt4-reasoning,1,maritalStatus,S,0,P&P,Georgiana Darcy,Jane Bennet,P&P
gpt4-reasoning,1,maritalStatus,S,0,P&P,Jane Bennet,Fanny Price,MP
gpt4-reasoning,1,maritalStatus,S,0,P&P,Kitty Bennet,Lydia Bennet,P&P
gpt4-reasoning,1,maritalStatus,S,0,P&P,Lydia Bennet,Louisa Musgrove,P
gpt4-reasoning,1,maritalStatus,S,0,P&P,Mary Bennet,Fanny Price,MP
gpt4-reasoning,1,maritalStatus,S,0,S&S,Anne Steele,Lucy Steele,S&S
gpt4-reasoning,1,maritalStatus,S,0,S&S,Colonel Brandon,George Knightley,E
gpt4-reasoning,1,maritalStatus,S,0,S&S,Edward Ferrars,Colonel Brandon,S&S
gpt4-reasoning,1,maritalStatus,S,0,S&S,Elinor Dashwood,Anne Elliot,P
gpt4-reasoning,1,maritalStatus,S,0,S&S,Lucy Steele,Isabella Thorpe,N
gpt4-reasoning,1,maritalStatus,S,0,S&S,Margaret Dashwood,Catherine Morland,N
gpt4-reasoning,1,maritalStatus,S,0,S&S,Marianne Dashwood,Emma Woodhouse,E
gpt4-reasoning,0,maritalStatus,S,0,S&S,Robert Ferrars,John Dashwood,S&S
gpt4-reasoning,0,maritalStatus,W,0,E,Mr. Woodhouse,Mr. Perry,E
gpt4-reasoning,1,maritalStatus,W,0,MP,Mrs. Norris,Lady Catherine de Bourgh,P&P
gpt4-reasoning,0,maritalStatus,W,0,MP,Mrs. Rushworth,Maria Bertram,MP
gpt4-reasoning,0,maritalStatus,W,0,N,General Tilney,Sir Thomas Bertram,MP
gpt4-reasoning,0,maritalStatus,W,0,N,Mrs. Thorpe,Mrs. Bennet,P&P
gpt4-reasoning,1,maritalStatus,W,0,P,Lady Russell,Lady Catherine de Bourgh,P&P
gpt4-reasoning,0,maritalStatus,W,0,P,Mr. Shepherd,William Collins,P&P
gpt4-reasoning,0,maritalStatus,W,0,P,Mrs. Clay,Lucy Steele,S&S
gpt4-reasoning,1,maritalStatus,W,0,P,Mrs. Smith,Mrs. Jennings,S&S
gpt4-reasoning,0,maritalStatus,W,0,P,William Elliot,George Wickham,P&P
gpt4-reasoning,1,maritalStatus,W,0,P&P,Lady Catherine de Bourgh,Lady Russell,P
gpt4-reasoning,0,maritalStatus,W,0,S&S,Mrs. Dashwood,Mrs. Bennet,P&P
gpt4-reasoning,0,maritalStatus,W,0,S&S,Mrs. Jennings,Miss Bates,E
gpt4-reasoning,1,maritalStatus,C,0,E,Philip Elton,William Collins,P&P
gpt4-reasoning,0,maritalStatus,C,0,MP,Maria Bertram,Mary Crawford,MP
gpt4-reasoning,1,maritalStatus,C,0,MP,Mr. Rushworth,William Collins,P&P
gpt4-reasoning,0,maritalStatus,C,0,P&P,Charlotte Lucas,Charlotte Palmer,S&S
gpt4-reasoning,1,maritalStatus,C,0,P&P,William Collins,Philip Elton,E
gpt4-reasoning,0,maritalStatus,C,0,S&S,John Willoughby,George Wickham,P&P
gpt4-reasoning,0,income,50,0,P&P,Elizabeth Bennet,Emma Woodhouse,E
gpt4-reasoning,0,income,50,0,P&P,Jane Bennet,Fanny Price,MP
gpt4-reasoning,1,income,50,0,P&P,Kitty Bennet,Lydia Bennet,P&P
gpt4-reasoning,0,income,50,0,P&P,Lydia Bennet,Louisa Musgrove,P
gpt4-reasoning,0,income,50,0,P&P,Mary Bennet,Fanny Price,MP
gpt4-reasoning,0,income,50,0,S&S,Elinor Dashwood,Anne Elliot,P
gpt4-reasoning,0,income,50,0,S&S,Margaret Dashwood,Catherine Morland,N
gpt4-reasoning,0,income,50,0,S&S,Marianne Dashwood,Emma Woodhouse,E
gpt4-reasoning,0,income,250,0,E,Miss Bates,Mrs. Jennings,S&S
gpt4-reasoning,0,income,250,0,S&S,Edward Ferrars,Colonel Brandon,S&S
gpt4-reasoning,0,income,250,0,MP,Mrs. Grant,Anna Weston,E
gpt4-reasoning,0,income,250,0,N,Catherine Morland,Marianne Dashwood,S&S
gpt4-reasoning,0,income,250,0,P&P,George Wickham,John Willoughby,S&S
gpt4-reasoning,0,income,250,0,P&P,Mrs. Bennet,Mrs. Jennings,S&S
gpt4-reasoning,0,income,250,0,P,Captain Harville,Colonel Brandon,S&S
gpt4-reasoning,0,income,500,0,E,Augusta Elton,Caroline Bingley,P&P
gpt4-reasoning,0,income,500,0,P,Anne Elliot,Elinor Dashwood,S&S
gpt4-reasoning,0,income,500,0,P,Elizabeth Elliot,Emma Woodhouse,E
gpt4-reasoning,0,income,500,0,P,Mary Musgrove,Mrs. Bennet,P&P
gpt4-reasoning,0,income,500,0,E,Robert Martin,Charles Bingley,P&P
gpt4-reasoning,0,income,500,0,MP,Lady Bertram,Lady Middleton,S&S
gpt4-reasoning,0,income,500,0,MP,Mrs. Norris,Lady Catherine de Bourgh,P&P
gpt4-reasoning,0,income,500,0,N,James Morland,Charles Bingley,P&P
gpt4-reasoning,0,income,500,0,S&S,Mrs. Dashwood,Mrs. Bennet,P&P
gpt4-reasoning,0,income,1000,0,MP,Dr. Grant,William Collins,P&P
gpt4-reasoning,1,income,1000,0,MP,Mary Crawford,Caroline Bingley,P&P
gpt4-reasoning,0,income,1000,0,P&P,Caroline Bingley,Augusta Elton,E
gpt4-reasoning,1,income,1000,0,P&P,Mrs. Hurst,Caroline Bingley,P&P
gpt4-reasoning,0,income,1000,0,S&S,Robert Ferrars,John Dashwood,S&S
gpt4-reasoning,0,income,1000,0,MP,Edmund Bertram,Edward Ferrars,S&S
gpt4-reasoning,0,income,1000,0,P,Captain Benwick,Edward Ferrars,S&S
gpt4-reasoning,0,income,1000,0,S&S,John Willoughby,George Wickham,P&P
gpt4-reasoning,0,income,3000,0,E,Emma Woodhouse,Elizabeth Bennet,P&P
gpt4-reasoning,0,income,3000,0,P,Sir Walter Elliot,Lady Catherine de Bourgh,P&P
gpt4-reasoning,0,income,3000,0,P&P,Georgiana Darcy,Jane Bennet,P&P
gpt4-reasoning,0,income,3000,0,P,Captain Wentworth,Captain Benwick,P
gpt4-reasoning,0,income,3000,0,S&S,Colonel Brandon,George Knightley,E
gpt4-reasoning,0,income,3000,0,P&P,Mr. Bennet,Mr. Woodhouse,E
gpt4-reasoning,0,income,15000,0,MP,Henry Crawford,John Willoughby,S&S
gpt4-reasoning,0,income,15000,0,MP,Mr. Rushworth,William Collins,P&P
gpt4-reasoning,0,income,15000,0,P&P,Charles Bingley,Charles Musgrove,P
gpt4-reasoning,0,income,15000,0,P&P,Fitzwilliam Darcy,George Knightley,E
gpt4-reasoning,0,income,15000,0,S&S,John Dashwood,Mr. Weston,E
