Character	Assertion
Elizabeth Bennet	His affection for her soon sunk into indifference : hers lasted a little longer ; and , in spite of her youth and her manners , she retained all the claims to reputation which her marriage had given her .
Elizabeth Bennet	Though Darcy could never receive _ him _ at Pemberley , yet , for Elizabeth ’s sake , he assisted him further in his profession .
Elizabeth Bennet	Miss Bingley was very deeply mortified by Darcy ’s marriage ; but as she thought it advisable to retain the right of visiting at Pemberley , she dropped all her resentment ; was fonder than ever of Georgiana , almost as attentive to Darcy as heretofore , and paid off every arrear of civility
Elizabeth Bennet	to Elizabeth
Elizabeth Bennet	Pemberley was now Georgiana ’s home ; and the attachment of the sisters was exactly what Darcy had hoped to see .
Elizabeth Bennet	Georgiana had the highest opinion in the world of Elizabeth ; though at first she often listened with an astonishment bordering on alarm at her lively , sportive manner of talking to her brother .
Elizabeth Bennet	He , who had always inspired in herself a respect which almost overcame her affection , she now saw the object of open pleasantry .
Elizabeth Bennet	Her mind received knowledge which had never before fallen in her way .
Elizabeth Bennet	By Elizabeth ’s instructions she began to comprehend that a woman may take liberties with her husband , which a brother will not always allow in a sister more than ten years younger than himself .
Elizabeth Bennet	Lady Catherine was extremely indignant on the marriage of her nephew ; and as she gave way to all the genuine frankness of her character , in her reply to the letter which announced its arrangement , she sent him language so very abusive , especially of Elizabeth , that for some time all intercourse was at an end .
Elizabeth Bennet	But at length , by Elizabeth ’s persuasion , he was prevailed on to overlook the offence , and seek a reconciliation ; and , after a little further resistance on the part of his aunt , her resentment gave way , either to her affection for him , or her curiosity to see how his wife conducted herself ; and she condescended to wait on them at Pemberley , in spite of that pollution which its woods had received , not merely from the presence of such a mistress , but the visits of her uncle and aunt from the city .
Elizabeth Bennet	Darcy , as well as Elizabeth , really loved them ; and they were both ever sensible of the warmest gratitude towards the persons who , by bringing her into Derbyshire , had been the means of uniting them .
Elizabeth Bennet	“ And if I had not a letter to write myself , I might sit by you , and admire the evenness of your writing , as another young lady once did .
Elizabeth Bennet	But I have an aunt , too , who must not be longer neglected . ”
Elizabeth Bennet	From an unwillingness to confess how much her intimacy with Mr. Darcy had been overrated , Elizabeth had never yet answered Mrs. Gardiner ’s long letter ; but now , having _ that _ to communicate which she knew would be most welcome , she was almost ashamed to find that her uncle and aunt had already lost three days of happiness , and immediately wrote as follows:-- “ I would have thanked you before , my dear aunt , as I ought to have done , for your long , kind , satisfactory detail of particulars ; but , to say the truth , I was too cross to write .
Elizabeth Bennet	But _ now _ suppose as much as you choose ; give a loose to your fancy , indulge your imagination in every possible flight which the subject will afford , and unless you believe me actually married , you can not greatly err .
Elizabeth Bennet	I thank you again and again , for not going to the Lakes .
Elizabeth Bennet	How could I be so silly as to wish it !
Elizabeth Bennet	I am the happiest creature in the world .
Elizabeth Bennet	I am happier even than Jane ; she only smiles , I laugh .
Elizabeth Bennet	Mr. Darcy sends you all the love in the world that can be spared from me .
Elizabeth Bennet	/ * “ Dear Sir , * / “ I must trouble you once more for congratulations .
Elizabeth Bennet	Elizabeth will soon be the wife of Mr. Darcy .
Elizabeth Bennet	But , if I were you , I would stand by the nephew .
Elizabeth Bennet	Miss Bingley ’s congratulations to her brother on his approaching marriage were all that was affectionate and insincere .
Elizabeth Bennet	She wrote even to Jane on the occasion , to express her delight , and repeat all her former professions of regard .
Elizabeth Bennet	Jane was not deceived , but she was affected ; and though feeling no reliance on her , could not help writing her a much kinder answer than she knew was deserved .
Elizabeth Bennet	Before any answer could arrive from Mr. Collins , or any congratulations to Elizabeth from his wife , the Longbourn family heard that the Collinses were come themselves to Lucas Lodge .
Elizabeth Bennet	At such a moment , the arrival of her friend was a sincere pleasure to Elizabeth , though in the course of their meetings she must sometimes think the pleasure dearly bought , when she saw Mr. Darcy exposed to all the parading and obsequious civility of her husband .
Elizabeth Bennet	Elizabeth
Elizabeth Bennet	did all she could to shield him from the frequent notice of either , and was ever anxious to keep him to herself , and to those of her family with whom he might converse without mortification ; and though the uncomfortable feelings arising from all this took from the season of courtship much of its pleasure , it added to the hope of the future ; and she looked forward with delight to the time when they should be removed from society so little pleasing to either , to all the comfort and elegance of their family party at Pemberley .
Elizabeth Bennet	The letter was to this effect:-- / * “ My dear Lizzy , * / “ I wish you joy .
Elizabeth Bennet	If you love Mr. Darcy half so well as I do my dear Wickham , you must be very happy .
Elizabeth Bennet	It is a great comfort to have you so rich ; and when you have nothing else to do , I hope you will think of us .
Elizabeth Bennet	Any place would do of about three or four hundred a year ; but , however , do not speak to Mr. Darcy about it , if you had rather not .
Elizabeth Bennet	Mrs. Bennet invited him to dine with them ; but , with many expressions of concern , he confessed himself engaged elsewhere .
Elizabeth Bennet	“ Next time you call , ” said she , “ I hope we shall be more lucky . ” He should be particularly happy at any time , etc . , etc . ; and if she would give him leave , would take an early opportunity of waiting on them .
Elizabeth Bennet	Yes , he had no engagement at all for to - morrow ; and her invitation was accepted with alacrity .
Elizabeth Bennet	In ran Mrs. Bennet to her daughters ’ room , in her dressing - gown , and with her hair half finished , crying out,-- “ My dear Jane , make haste and hurry down .
Elizabeth Bennet	Here , Sarah , come to Miss Bennet this moment , and help her on with her gown .
Elizabeth Bennet	where is your sash , my dear ? ”
Elizabeth Bennet	being thus removed , Mrs. Bennet sat looking and winking at Elizabeth and Catherine for a considerable time , without making any impression on them .
Elizabeth Bennet	Elizabeth would not observe her ; and when at last Kitty did , she very innocently said , “ What is the matter , mamma ?
Elizabeth Bennet	What do you keep winking at me for ?
Elizabeth Bennet	“ Nothing , child , nothing .
Elizabeth Bennet	I did not wink at you . ”
Elizabeth Bennet	She then sat still five minutes longer ; but unable to waste such a precious occasion , she suddenly got up , and saying to Kitty,-- “ Come here , my love , I want to speak to you , ” took her out of the room
Elizabeth Bennet	Jane instantly gave a look at Elizabeth which spoke her distress at such premeditation , and her entreaty that _ she _ would not give in to it .
Elizabeth Bennet	, Mrs. Bennet half opened the door and called out,-- “ Lizzy , my dear , I want to speak with you . ”
Elizabeth Bennet	Elizabeth was forced to go .
Elizabeth Bennet	“ We may as well leave them by themselves , you know , ” said her mother as soon as she was in the hall . “ Kitty and I are going upstairs to sit in my dressing - room . ” Elizabeth made no attempt to reason with her mother , but remained quietly in the hall till she and Kitty were out of sight , then returned into the drawing - room .
Elizabeth Bennet	Mrs. Bennet ’s schemes for this day were ineffectual .
Elizabeth Bennet	Bingley was everything that was charming , except the professed lover of her daughter . His ease and cheerfulness rendered him a most agreeable addition to their evening party ; and he bore with the ill - judged officiousness of the mother , and heard all her silly remarks with a forbearance and command of countenance particularly grateful to the daughter .
Elizabeth Bennet	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference .
Elizabeth Bennet	Not a word passed between the sisters concerning Bingley ; but Elizabeth went to bed in the happy belief that all must speedily be concluded , unless Mr. Darcy returned within the stated time .
Elizabeth Bennet	Seriously , however , she felt tolerably persuaded that all this must have taken place with that gentleman ’s concurrence .
Elizabeth Bennet	Bingley was punctual to his appointment ; and he and Mr. Bennet spent the morning together , as had been agreed on .
Elizabeth Bennet	Bingley of course returned with him to dinner ; and in the evening Mrs. Bennet ’s invention was again at work to get everybody away from him and her daughter .
Elizabeth Bennet	Elizabeth , who had a letter to write
Elizabeth Bennet	; for as the others were all going to sit down to cards , she could not be wanted to counteract her mother ’s schemes .
Elizabeth Bennet	But on her returning to the drawing - room , when her letter was finished , she saw , to her infinite surprise , there was reason to fear that her mother had been too ingenious for her .
Elizabeth Bennet	On opening the door , she perceived her sister and Bingley standing together over the hearth , as if engaged in earnest conversation ; and had this led to no suspicion , the faces of both , as they hastily turned round and moved away from each other , would have told it all .
Elizabeth Bennet	_ Their _ situation was awkward enough ; but _ hers _ she thought was still worse .
Elizabeth Bennet	Not a syllable was uttered by either ; and Elizabeth was on the point of going away again , when Bingley , who as well as the other had sat down , suddenly rose , and , whispering a few words to her sister , ran out of the room .
Elizabeth Bennet	Jane could have no reserves from Elizabeth , where confidence would give pleasure ; and , instantly embracing her , acknowledged , with the liveliest emotion , that she was the happiest creature in the world .
Elizabeth Bennet	“ ’ Tis too much ! ” she added , “ by far too much .
Elizabeth Bennet	I do not deserve it .
Elizabeth Bennet	Elizabeth ’s congratulations were given with a sincerity , a warmth , a delight , which words could but poorly express .
Elizabeth Bennet	But she would not allow herself to stay with her sister , or say half that remained to be said , for the present .
Elizabeth Bennet	“ I must go instantly to my mother , ” she cried .
Elizabeth Bennet	“ I would not on any account trifle with her affectionate solicitude , or allow her to hear it from anyone but myself .
Elizabeth Bennet	He is gone to my father already .
Elizabeth Bennet	Oh , Lizzy , to know that what I have to relate will give such pleasure to all my dear family !
Elizabeth Bennet	how shall I bear so much happiness ? ”
Elizabeth Bennet	She then hastened away to her mother , who had purposely broken up the card - party , and was sitting upstairs with Kitty .
Elizabeth Bennet	Elizabeth , who was left by herself , now smiled at the rapidity and ease with which an affair was finally settled , that had given them so many previous months of suspense and vexation . “ And this , ” said she , “ is the end of all his friend ’s anxious circumspection ! of all his sister ’s falsehood and contrivance !
Elizabeth Bennet	In a few minutes she was joined by Bingley , whose conference with her father had been short and to the purpose .
Elizabeth Bennet	“ Where is your sister ? ” said he hastily , as he opened the door .
Elizabeth Bennet	She will be down in a moment , I dare say . ”
Elizabeth Bennet	He then shut the door , and , coming up to her , claimed the good wishes and affection of a sister .
Elizabeth Bennet	Elizabeth honestly and heartily expressed her delight in the prospect of their relationship .
Elizabeth Bennet	They shook hands with great cordiality ; and then , till her sister came down , she had to listen to all he had to say of his own happiness , and of Jane ’s perfections ; and in spite of his being a lover , Elizabeth really believed all his expectations of felicity to be rationally founded , because they had for basis the excellent understanding and super - excellent disposition of Jane , and a general similarity of feeling and taste between her and himself .
Elizabeth Bennet	It was an evening of no common delight to them all ; the satisfaction of Miss Bennet ’s mind gave such a glow of sweet animation to her face , as made her look handsomer than ever .
Elizabeth Bennet	Mrs. Bennet could not give her consent , or speak her approbation in terms warm enough to satisfy her feelings , though she talked to Bingley of nothing else , for half an hour ; and when Mr. Bennet joined them at supper , his voice and manner plainly showed how really happy he was .
Elizabeth Bennet	You are each of you so complying , that nothing will ever be resolved on ; so easy , that every servant will cheat you ; and so generous , that you will always exceed your income . ” “ I hope not so .
Elizabeth Bennet	Imprudence or thoughtlessness in money matters would be unpardonable in _ me _ . ”
Elizabeth Bennet	My dear Mr. Bennet , ” cried his wife , “ what are you talking of ?
Elizabeth Bennet	Why , he has four or five thousand a year , and very likely more . ”
Elizabeth Bennet	Then addressing her daughter , “ Oh , my dear , dear Jane , I am so happy !
Elizabeth Bennet	At that moment she cared for no other .
Elizabeth Bennet	Her younger sisters soon began to make interest with her for objects of happiness which she might in future be able to dispense .
Elizabeth Bennet	Elizabeth had now but little time for conversation with her sister ; for while he was present Jane had no attention to bestow on anyone else : but she found herself considerably useful to both of them , in those hours of separation that must sometimes occur .
Elizabeth Bennet	In the absence of Jane , he always attached himself to Elizabeth for the pleasure of talking of her ; and when Bingley was gone , Jane constantly sought the same means of relief .
Elizabeth Bennet	“ He has made me so happy , ” said she , one evening , “ by telling me that he was totally ignorant of my being in town last spring !
Elizabeth Bennet	“ I suspected as much , ” replied Elizabeth .
Elizabeth Bennet	They were certainly no friends to his acquaintance with me , which I can not wonder at , since he might have chosen so much more advantageously in many respects .
Elizabeth Bennet	But when they see , as I trust they will , that their brother is happy with me , they will learn to be contented , and we shall be on good terms again : though we can never be what we once were to each other . ”
Elizabeth Bennet	“ That is the most unforgiving speech , ” said Elizabeth , “ that I ever heard you utter .
Elizabeth Bennet	Good girl !
Elizabeth Bennet	It would vex me , indeed , to see you again the dupe of Miss Bingley ’s pretended regard . ”
Elizabeth Bennet	“ Would you believe it , Lizzy , that when he went to town last November he really loved me , and nothing but a persuasion of _ my _ being indifferent would have prevented his coming down again ? ” “ He made a little mistake , to be sure ; but it is to the credit of his modesty . ”
Elizabeth Bennet	Elizabeth was pleased to find that he had not betrayed the interference of his friend ; for , though Jane had the most generous and forgiving heart in the world , she knew it was a circumstance which must prejudice her against him .
Elizabeth Bennet	“ Oh , Lizzy , why am I thus singled from my family , and blessed above them all ? If I could but see you as happy !
Elizabeth Bennet	If there were but such another man for you ! ”
Elizabeth Bennet	“ If you were to give me forty such men I never could be so happy as you .
Elizabeth Bennet	Till I have your disposition , your goodness , I never can have your happiness .
Elizabeth Bennet	Mrs. Bennet was privileged to whisper it to Mrs. Philips , and she ventured , without any permission , to do the same by all her neighbours in Meryton .
Elizabeth Bennet	The eldest of them , a sensible , intelligent young woman , about twenty - seven , was Elizabeth ’s intimate friend .
Elizabeth Bennet	“ Upon my word !
Elizabeth Bennet	“ I beg you will not put it into Lizzy ’s head to be vexed by his ill - treatment , for he is such a disagreeable man that it would be quite a misfortune to be liked by him .
Elizabeth Bennet	Mrs. Long told me last night that he sat close to her for half an hour without once opening his lips . ”
Elizabeth Bennet	“ I certainly saw Mr. Darcy speaking to her . ”
Elizabeth Bennet	“ Ay , because she asked him at last how he liked Netherfield , and he could not help answering her ; but she said he seemed very angry at being spoke to . ”
Elizabeth Bennet	“ I do not believe a word of it , my dear .
Elizabeth Bennet	“ That is very true , ” replied Elizabeth , “ and I could easily forgive _ his _ pride , if he had not mortified _ mine _ . ”
Elizabeth Bennet	The boy protested that she should not ; she continued to declare that she would ; and the argument ended only with the visit .
Elizabeth Bennet	Elizabeth was sitting with her mother and sisters , reflecting on what she had heard , and doubting whether she was authorized to mention it , when Sir William Lucas himself appeared , sent by his daughter to announce her engagement to the family .
Elizabeth Bennet	With many compliments to them , and much self - gratulation on the prospect of a connection between the houses , he unfolded the matter,--to an audience not merely wondering , but incredulous ; for Mrs. Bennet , with more perseverance than politeness , protested he must be entirely mistaken ; and Lydia , always unguarded and often uncivil , boisterously exclaimed,-- “ Good Lord !
Elizabeth Bennet	Do not you know that Mr. Collins wants to marry Lizzy ? ”
Elizabeth Bennet	Elizabeth , feeling it incumbent on her to relieve him from so unpleasant a situation , now put herself forward to confirm his account , by mentioning her prior knowledge of it from Charlotte herself ; and endeavoured to put a stop to the exclamations of her mother and sisters , by the earnestness of her congratulations to Sir William , in which she was readily joined by Jane , and by making a variety of remarks on the happiness that might be expected from the match , the excellent character of Mr. Collins , and the convenient distance of Hunsford from London .
Elizabeth Bennet	Mrs. Bennet was , in fact , too much overpowered to say a great deal while Sir William remained ; but no sooner had he left them than her feelings found a rapid vent .
Elizabeth Bennet	In the first place , she persisted in disbelieving the whole of the matter ; secondly , she was very sure that Mr. Collins had been taken in ; thirdly , she trusted that they would never be happy together ; and , fourthly , that the match might be broken off .
Elizabeth Bennet	Two inferences , however , were plainly deduced from the whole : one , that Elizabeth was the real cause of all the mischief ; and the other , that she herself had been barbarously used by them all ; and on these two points she principally dwelt during the rest of the day .
Elizabeth Bennet	Nothing could console and nothing appease her .
Elizabeth Bennet	Nor did that day wear out her resentment .
Elizabeth Bennet	A week elapsed before she could see Elizabeth without scolding her : a month passed away before she could speak to Sir William or Lady Lucas without being rude ; and many months were gone before she could at all forgive their daughter .
Elizabeth Bennet	Mr. Bennet ’s emotions were much more tranquil on the occasion , and such as he did experience he pronounced to be of a most agreeable sort ; for it gratified him , he said , to discover that Charlotte Lucas , whom he had been used to think tolerably sensible , was as foolish as his wife , and more foolish than his daughter !
Elizabeth Bennet	Jane confessed herself a little surprised at the match : but she said less of her astonishment than of her earnest desire for their happiness ; nor could Elizabeth persuade her to consider it as improbable .
Elizabeth Bennet	Kitty and Lydia were far from envying Miss Lucas , for Mr. Collins was only a clergyman ; and it affected them in no other way than as a piece of news to spread at Meryton .
Elizabeth Bennet	Lady Lucas could not be insensible of triumph on being able to retort on Mrs. Bennet the comfort of having a daughter well married ; and she called at Longbourn rather oftener than usual to say how happy she was , though Mrs. Bennet ’s sour looks and ill - natured remarks might have been enough to drive happiness away .
Elizabeth Bennet	Between Elizabeth and Charlotte there was a restraint which kept them mutually silent on the subject ; and Elizabeth felt persuaded that no real confidence could ever subsist between them again .
Elizabeth Bennet	After discharging his conscience on that head , he proceeded to inform them , with many rapturous expressions , of his happiness in having obtained the affection of their amiable neighbour , Miss Lucas , and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at Longbourn , whither he hoped to be able to return on Monday fortnight ; for Lady Catherine , he added , so heartily approved his marriage , that she wished it to take place as soon as possible , which he trusted would be an unanswerable argument with his amiable Charlotte to name an early day for making him the happiest of men . Mr. Collins ’s return into Hertfordshire was no longer a matter of pleasure to Mrs. Bennet .
Elizabeth Bennet	On the contrary , she was as much disposed to complain of it as her husband .
Elizabeth Bennet	She hated having visitors in the house while her health was so indifferent , and lovers were of all people the most disagreeable .
Elizabeth Bennet	Such were the gentle murmurs of Mrs. Bennet , and they gave way only to the greater distress of Mr. Bingley ’s continued absence .
Elizabeth Bennet	Neither Jane nor Elizabeth were comfortable on this subject .
Elizabeth Bennet	Day after day passed away without bringing any other tidings of him than the report which shortly prevailed in Meryton of his coming no more to Netherfield the whole winter ; a report which highly incensed Mrs. Bennet , and which she never failed to contradict as a most scandalous falsehood . Even Elizabeth began to fear -- not that Bingley was indifferent -- but that
Elizabeth Bennet	Unwilling as she was to admit an idea so destructive to Jane ’s happiness , and so dishonourable to the stability of her lover , she could not prevent its frequently recurring .
Elizabeth Bennet	The united efforts of his two unfeeling sisters , and of his overpowering friend , assisted by the attractions of Miss Darcy and the amusements of London , might be too much , she feared , for the strength of his attachment .
Elizabeth Bennet	As for Jane , _ her _ anxiety under this suspense was , of course , more painful than Elizabeth ’s : but whatever she felt she was desirous of concealing ; and between herself and Elizabeth , therefore , the subject was never alluded to .
Elizabeth Bennet	But as no such delicacy restrained her mother , an hour seldom passed in which she did not talk of Bingley , express her impatience for his arrival , or even require Jane to confess that if he did not come back she should think herself very ill - used .
Elizabeth Bennet	[ Illustration : “ _ Whenever she spoke in a low voice _ ” ] Mrs. Bennet was really in a most pitiable state .
Elizabeth Bennet	The very mention of anything concerning the match threw her into an agony of ill - humour , and wherever she went she was sure of hearing it talked of .
Elizabeth Bennet	The sight of Miss Lucas
Elizabeth Bennet	was odious to her .
Elizabeth Bennet	As her successor in that house , she regarded her with jealous abhorrence .
Elizabeth Bennet	, she concluded her to be anticipating the hour of possession ; and whenever she spoke in a low voice to Mr. Collins , was convinced that they were talking of the Longbourn estate , and resolving to turn herself and her daughters out of the house as soon as Mr. Bennet was dead .
Elizabeth Bennet	She complained bitterly of all this to her husband .
Elizabeth Bennet	“ Indeed , Mr. Bennet , ” said she , “ it is very hard to think that Charlotte Lucas should ever be mistress of this house , that _ I _ should be forced to make way for _ her _ , and live to see her take my place in it ! ” “ My dear , do not give way to such gloomy thoughts .
Elizabeth Bennet	Let us flatter ourselves that _ I _ may be the survivor . ”
Elizabeth Bennet	This was not very consoling to Mrs. Bennet ; and , therefore , instead of making any answer , she went on as before .
Elizabeth Bennet	“ I can not bear to think that they should have all this estate .
Elizabeth Bennet	If it was not for the entail , I should not mind it . ”
Elizabeth Bennet	“ What should not you mind ? ”
Elizabeth Bennet	“ I should not mind anything at all . ”
Elizabeth Bennet	“ Let us be thankful that you are preserved from a state of such insensibility . ” “ I never can be thankful , Mr. Bennet , for anything about the entail .
Elizabeth Bennet	How anyone could have the conscience to entail away an estate from one ’s own daughters I can not understand ; and all for the sake of Mr. Collins , too !
Elizabeth Bennet	Why should _ he _ have it more than anybody else ? ” “ I leave it to yourself to determine , ” said Mr. Bennet .
Elizabeth Bennet	I am not romantic , you know .
Elizabeth Bennet	Elizabeth quietly answered “ undoubtedly ; ” and , after an awkward pause , they returned to the rest of the family .
Elizabeth Bennet	Charlotte did not stay much longer ; and Elizabeth was then left to reflect on what she had heard .
Elizabeth Bennet	On finding Mrs. Bennet , Elizabeth , and one of the younger girls together , soon after breakfast , he addressed the mother in these words,-- “ May I hope , madam , for your interest with your fair daughter Elizabeth , when I solicit for the honour of a private audience with her in the course of this morning ? ”
Elizabeth Bennet	Before Elizabeth had time for anything but a blush of surprise , Mrs. Bennet instantly answered,--
Elizabeth Bennet	I am sure Lizzy will be very happy -- I am sure she can have no objection .
Elizabeth Bennet	And gathering her work together , she was hastening away , when Elizabeth called out,-- “ Dear ma’am , do not go .
Elizabeth Bennet	I beg you will not go .
Elizabeth Bennet	Mr. Collins must excuse me .
Elizabeth Bennet	He can have nothing to say to me that anybody need not hear .
Elizabeth Bennet	I am going away myself . ”
Elizabeth Bennet	“ No , no , nonsense , Lizzy .
Elizabeth Bennet	I desire you will stay where you are . ”
Elizabeth Bennet	And upon Elizabeth ’s seeming really , with vexed and embarrassed looks , about to escape , she added , “ Lizzy , I _ insist _ upon your staying and hearing Mr. Collins . ”
Elizabeth Bennet	Elizabeth would not oppose such an injunction ; and a moment ’s consideration making her also sensible that it would be wisest to get it over as soon and as quietly as possible , she sat down again , and tried to conceal , by incessant employment , the feelings which were divided between distress and diversion .
Elizabeth Bennet	Mrs. Bennet and Kitty walked off , and as soon as they were gone , Mr. Collins began,-- “ Believe me , my dear Miss Elizabeth ,
Elizabeth Bennet	that your modesty , so far from doing you any disservice , rather adds to your other perfections .
Elizabeth Bennet	You would have been less amiable in my eyes had there _ not _ been this little unwillingness ; but allow me to assure you that I have
Elizabeth Bennet	your respected mother ’s permission for this address
Elizabeth Bennet	You can hardly doubt the purport of my discourse , however your natural delicacy may lead you to
Elizabeth Bennet	Almost as soon as I entered the house I singled you out as the companion of my future life .
Elizabeth Bennet	But before I am run away with by my feelings on this subject , perhaps it will be advisable for me to state my reasons for marrying -- and , moreover , for coming into Hertfordshire with the design of selecting a wife , as I certainly did . ” The idea of Mr. Collins , with all his solemn composure , being run away with by his feelings , made Elizabeth so near laughing that she could not use the short pause he allowed in any attempt to stop him farther , and he continued,-- “ My reasons for marrying are , first , that I think it a right thing for every clergyman in easy circumstances ( like myself ) to set the example of matrimony in his parish ; secondly , that I am convinced it will add very greatly to my happiness ; and , thirdly , which perhaps I ought to have mentioned earlier , that it is the particular advice and recommendation of the very noble lady whom I have the honour of calling patroness .
Elizabeth Bennet	Allow me , by the way , to observe , my fair cousin , that I do not reckon the notice and kindness of Lady Catherine de Bourgh as among the least of the advantages in my power to offer .
Elizabeth Bennet	You will find her manners beyond anything I can describe ; and your wit and vivacity , I think , must be acceptable to her , especially when tempered with the silence and respect which her rank will inevitably excite .
Elizabeth Bennet	Thus much for my general intention in favour of matrimony ; it remains to be told why my views were directed to Longbourn instead of my own neighbourhood , where I assure you there are many amiable young women .
Elizabeth Bennet	But the fact is , that being , as I am , to inherit this estate after the death of your honoured father ( who , however , may live many years longer ) , I could not satisfy myself without resolving to choose a wife from among his daughters ,
Elizabeth Bennet	that the loss to them might be as little as possible when the melancholy event takes place -- which , however , as I have already said , may not be for several years . This has been my motive , my fair cousin , and I
Elizabeth Bennet	flatter myself it will not sink me in your esteem .
Elizabeth Bennet	And now nothing remains for me but to assure you in the most animated language of the violence of my affection .
Elizabeth Bennet	To fortune I am perfectly indifferent , and shall make no demand of that nature on your father , since I am well aware that it could not be complied with ; and that one thousand pounds in the 4 per cents . , which will not be yours till after your mother ’s decease , is all that you may ever be entitled to .
Elizabeth Bennet	On that head , therefore , I shall be uniformly silent : and you may assure yourself that no ungenerous reproach shall ever pass my lips when we are married .
Elizabeth Bennet	“ You are too hasty , sir , ” she cried .
Elizabeth Bennet	Accept my thanks for the compliment you are paying me .
Elizabeth Bennet	I am very sensible of the honour of your proposals , but it is impossible for me to do otherwise than decline them . ” “ I am not now to learn , ” replied Mr. Collins , with a formal wave of the hand , “ that it is usual with young ladies to reject the addresses of the man whom they secretly mean to accept , when he first applies for their favour ; and that sometimes the refusal is repeated a second or even a third time .
Elizabeth Bennet	I am , therefore , by no means discouraged by what you have just said , and shall hope to lead you to the altar ere long . ”
Elizabeth Bennet	“ Upon my word , sir , ” cried Elizabeth , “ your hope is rather an extraordinary one after my declaration .
Elizabeth Bennet	I do assure you that I am not one of those young ladies ( if such young ladies there are ) who are so daring as to risk their happiness on the chance of being asked a second time .
Elizabeth Bennet	I am perfectly serious in my refusal .
Elizabeth Bennet	You could not make _ me _ happy , and I am convinced that I am the last woman in the world who would make _ you _ so .
Elizabeth Bennet	Nay , were your friend Lady Catherine to know me , I am persuaded she would find me in every respect ill qualified for the situation .
Elizabeth Bennet	” “ Were it certain that Lady Catherine would think so , ” said Mr. Collins , very gravely--“but I can not imagine that her Ladyship would at all disapprove of you .
Elizabeth Bennet	And you may be certain that when I have the honour of seeing her again I shall speak in the highest terms of your modesty , economy , and other amiable qualifications . ”
Elizabeth Bennet	“ Indeed , Mr. Collins , all praise of me will be unnecessary .
Elizabeth Bennet	You must give me leave to judge for myself , and pay me the compliment of believing what I say .
Elizabeth Bennet	I wish you very happy and very rich , and by refusing your hand , do all in my power to prevent your being otherwise .
Elizabeth Bennet	In making me the offer , you must have satisfied the delicacy of your feelings with regard to my family , and may take possession of Longbourn estate whenever it falls , without any self - reproach .
Elizabeth Bennet	And rising as she thus spoke , she would have quitted the room , had not Mr. Collins thus addressed her,-- “ When I do myself the honour of speaking to you next on the subject , I shall hope to receive a more favourable answer than you have now given me ; though I am far from accusing you of cruelty at present , because I know it to be the established custom of your sex to reject a man on the first application , and , perhaps , you have even now said as much to encourage my suit as would be consistent with the true delicacy of the female character . ”
Elizabeth Bennet	“ Really , Mr. Collins , ” cried Elizabeth , with some warmth , “ you puzzle me exceedingly .
Elizabeth Bennet	If what I have hitherto said can appear to you in the form of encouragement
Elizabeth Bennet	, I know not how to express my refusal in such a way as may convince you of its being one . ”
Elizabeth Bennet	“ You must give me leave to flatter myself , my dear cousin , that your refusal of my addresses are merely words of course .
Elizabeth Bennet	My situation in life , my connections with the family of De Bourgh , and my relationship to your own , are circumstances highly in my favour ; and you should take it into further consideration that , in spite of your manifold attractions , it is by no means certain that another offer of marriage may ever be made you .
Elizabeth Bennet	“ I do assure you , sir , that I have no pretensions whatever to that kind of elegance which consists in tormenting a respectable man .
Elizabeth Bennet	I would rather be paid the compliment of being believed sincere .
Elizabeth Bennet	I thank you again and again for the honour you have done me in your proposals , but to accept them is absolutely impossible .
Elizabeth Bennet	My feelings in every respect forbid it .
Elizabeth Bennet	Can I speak plainer ?
Elizabeth Bennet	Do not consider me now as an elegant female intending to plague you , but as a rational creature speaking the truth from her heart . ” “ You are uniformly charming ! ” cried he , with an air of awkward gallantry ; “ and I am persuaded that , when sanctioned by the express authority of both your excellent parents , my proposals will not fail of being acceptable .
Elizabeth Bennet	To such perseverance in wilful self - deception Elizabeth would make no reply , and immediately and in silence withdrew ; determined , that if he persisted in considering her repeated refusals as flattering encouragement , to apply to her father , whose negative might be uttered in such a manner as must be decisive , and whose behaviour at least could not be mistaken for the affectation and coquetry of an elegant female .
Elizabeth Bennet	“ But if I do not take your likeness now , I may never have another opportunity . ” “ I would by no means suspend any pleasure of yours , ” he coldly replied .
Elizabeth Bennet	She said no more , and they went down the other dance and parted in silence ; on each side dissatisfied , though not to an equal degree ; for in Darcy ’s breast there was a tolerably powerful feeling towards her , which soon procured her pardon , and directed all his anger against
Elizabeth Bennet	They had not long separated when Miss Bingley came towards her , and , with an expression of civil disdain , thus accosted her,-- “ So , Miss Eliza , I hear you are quite delighted with George Wickham ?
Elizabeth Bennet	Your sister has been talking to me about him , and asking me a thousand questions ; and I find that the young man forgot to tell you , among his other communications , that he was the son of old Wickham , the late Mr. Darcy ’s steward .
Elizabeth Bennet	Let me recommend you , however , as a friend , not to give implicit confidence to all his assertions ; for , as to Mr. Darcy ’s using him ill , it is perfectly false : for , on the contrary , he has been always remarkably kind to him , though George Wickham has treated Mr. Darcy in a most infamous manner .
Elizabeth Bennet	I pity you , Miss Eliza , for this discovery of your favourite ’s guilt ; but really , considering his descent , one could not expect much better . ”
