Character	Assertion
Fanny Price	She would think of it for ever and forget all the rest .
Fanny Price	Mr. Crawford would certainly never address her so again : he must have seen how unwelcome it was to her ; and in that case , how gratefully she could esteem him for his friendship to William !
Fanny Price	She would not stir farther from the East room than the head of the great staircase , till she had satisfied herself of Mr. Crawford ’s having left the house ; but when convinced of his being gone , she was eager to go down and be with her uncle , and have all the happiness of his joy as well as her own , and all the benefit of his information or his conjectures as to what would now be William ’s destination .
Fanny Price	Thomas was as joyful as she could desire , and very kind and communicative ; and she had so comfortable a talk with him about William as to make her feel as if nothing had occurred to vex her , till she found , towards the close , that Mr. Crawford was engaged to return and dine there that very day .
Fanny Price	This was a most unwelcome hearing , for though he might think nothing of what had passed , it would be quite distressing to her to see him again so soon .
Fanny Price	She tried to get the better of it ; tried very hard , as the dinner hour approached , to feel and appear as usual ; but it was quite impossible for her not to look most shy and uncomfortable when their visitor entered the room .
Fanny Price	She could not have supposed it in the power of any concurrence of circumstances to give her so many painful sensations on the first day of hearing of William ’s promotion .
Fanny Price	Mr. Crawford was not only in the room — he was soon close to her .
Fanny Price	Fanny could not look at him , but there was no consciousness of past folly in his voice .
Fanny Price	She opened her note immediately , glad to have anything to do , and happy , as she read it , to feel that the fidgetings of her aunt Norris , who was also to dine there , screened her a little from view .
Fanny Price	“ MY DEAR FANNY,—for so I may now always call you , to the infinite relief of a tongue that has been stumbling at _ Miss _ _ Price _ for at least the last six weeks — I can not let my brother go without sending you a few lines of general congratulation , and giving my most joyful consent and approval .
Fanny Price	Go on , my dear Fanny , and without fear ; there can be no difficulties worth naming .
Fanny Price	I chuse to suppose that the assurance of my consent will be something ; so you may smile upon him with your sweetest smiles this afternoon , and send him back to me even happier than he goes .
Fanny Price	Yours affectionately , M. C.
Fanny Price	” These were not expressions to do Fanny any good ; for though she read in too much haste and confusion to form the clearest judgment of Miss Crawford ’s meaning , it was evident that she meant to compliment her on her brother ’s attachment , and even to _ appear _ to believe it serious .
Fanny Price	She did not know what to do , or what to think .
Fanny Price	She was distressed whenever Mr. Crawford spoke to her , and he spoke to her much too often ; and she was afraid there was a something in his voice and manner in addressing her very different from what they were when he talked to the others .
Fanny Price	Her comfort in that day ’s dinner was quite destroyed : she could hardly eat anything ; and when Sir Thomas good - humouredly observed that joy had taken away her appetite
Fanny Price	, she was ready to sink with shame , from the dread of Mr. Crawford ’s interpretation ; for though nothing could have tempted her to turn her eyes to the right hand , where he sat , she felt that _ his _ were immediately directed towards her .
Fanny Price	She was more silent than ever .
Fanny Price	She would hardly join even when William was the subject , for his commission came all from the right hand too , and there was pain in the connexion .
Fanny Price	She thought Lady Bertram sat longer than ever , and began to be in despair of ever getting away ; but at last they were in the drawing - room , and she was able to think as she would , while her aunts finished the subject of William ’s appointment in their own style .
Fanny Price	Fanny , William must not forget my shawl if he goes to the East Indies ; and I shall give him a commission for anything else that is worth having .
Fanny Price	I think I will have two shawls , Fanny . ”
Fanny Price	Fanny , meanwhile , speaking only when she could not help it , was very earnestly trying to understand what Mr. and Miss Crawford were at .
Fanny Price	Everything natural , probable , reasonable , was against it ; all their habits and ways of thinking , and all her own demerits .
Fanny Price	How could _ she _ have excited serious attachment in a man who had seen so many , and been admired by so many , and flirted with so many , infinitely her superiors ; who seemed so little open to serious impressions , even where pains had been taken to please him ; who thought so slightly , so carelessly , so unfeelingly on all such points ; who was everything to everybody , and seemed to find no one essential to him ? And farther , how could it be supposed that his sister , with all her high and worldly notions of matrimony , would be forwarding anything of a serious nature in such a quarter ?
Fanny Price	Fanny was ashamed of her own doubts .
Fanny Price	Everything might be possible rather than serious attachment , or serious approbation of it toward her .
Fanny Price	She had quite convinced herself of this before Sir Thomas and Mr. Crawford joined them .
Fanny Price	; for once or twice a look seemed forced on her which she did not know how to class among the common meaning ; in any other man , at least , she would have said that it meant something very earnest , very pointed .
Fanny Price	But she still tried to believe it no more than what he might often have expressed towards her cousins and fifty other women .
Fanny Price	She thought he was wishing to speak to her unheard by the rest .
Fanny Price	She fancied he was trying for it the whole evening at intervals , whenever Sir Thomas was out of the room , or at all engaged with Mrs. Norris , and she carefully refused him every opportunity .
Fanny Price	At last — it seemed an at last to Fanny ’s nervousness , though not remarkably late — he began to talk of going away ; but the comfort of the sound was impaired by his turning to her the next moment , and saying , “ Have you nothing to send to Mary ?
Fanny Price	She will be disappointed if she receives nothing from you .
Fanny Price	certainly , ” cried Fanny , rising in haste , the haste of embarrassment and of wanting to get away—“I will write directly . ”
Fanny Price	She went accordingly to the table , where she was in the habit of writing for her aunt , and prepared her materials without knowing what in the world to say .
Fanny Price	She had read Miss Crawford ’s note only once , and how to reply to anything so imperfectly understood was most distressing .
Fanny Price	Quite unpractised in such sort of note - writing , had there been time for scruples and fears as to style she would have felt them in abundance : but something must be instantly written ; and with only one decided feeling , that of wishing not to appear to think anything really intended , she wrote thus , in great trembling both of spirits and hand — “ I am very much obliged to you , my dear Miss Crawford , for your kind congratulations , as far as they relate to my dearest William .
Fanny Price	The rest of your note I know means nothing ; but I am so unequal to anything of the sort , that I hope you will excuse my begging you to take no farther notice .
Fanny Price	I have seen too much of Mr. Crawford not to understand his manners ; if he understood me as well , he would , I dare say , behave differently .
Fanny Price	I do not know what I write , but it would be a great favour of you never to mention the subject again .
Fanny Price	With thanks for the honour of your note , I remain , dear Miss Crawford , & c. , & c. ”
Fanny Price	The conclusion was scarcely intelligible from increasing fright , for she found that Mr. Crawford , under pretence of receiving the note , was coming towards her .
Fanny Price	“ You can not think I mean to hurry you , ” said he , in an undervoice , perceiving the amazing trepidation with which she made up the note , “ you can not think I have any such object .
Fanny Price	Do not hurry yourself , I entreat . ”
Fanny Price	I thank you ; I have quite done , just done ; it will be ready in a moment ; I am very much obliged to you ; if you will be so good as to give _ that _ to Miss Crawford
Fanny Price	The note was held out , and must be taken ; and as she instantly and with averted eyes walked towards the fireplace , where sat the others , he had nothing to do but to go in good earnest . Fanny thought she had never known a day of greater agitation , both of pain and pleasure ; but happily the pleasure was not of a sort to die with the day ; for every day would restore the knowledge of William ’s advancement , whereas the pain , she hoped , would return no more .
Fanny Price	She had no doubt that her note must appear excessively ill - written , that the language would disgrace a child , for her distress had allowed no arrangement ; but at least it would assure them both of her being neither imposed on nor gratified by Mr. Crawford ’s attentions .
Henry Crawford	The gentleman was not so easily satisfied .
Henry Crawford	He had all the disposition to persevere that Sir Thomas could wish him .
Henry Crawford	He had vanity , which strongly inclined him in the first place to think she did love him , though she might not know it herself ; and which , secondly , when constrained at last to admit that she did know her own present feelings , convinced him that he should be able in time to make those feelings what he wished .
Henry Crawford	He was in love , very much in love ; and it was a love which , operating on an active , sanguine spirit , of more warmth than delicacy , made her affection appear of greater consequence because it was withheld , and determined him to have the glory , as well as the felicity , of forcing her to love him .
Henry Crawford	He would not despair : he would not desist .
Henry Crawford	He had every well - grounded reason for solid attachment ; he knew her to have all the worth that could justify the warmest hopes of lasting happiness with her ; her conduct at this very time , by speaking the disinterestedness and delicacy of her character ( qualities which he believed most rare indeed ) , was of a sort to heighten all his wishes , and confirm all his resolutions .
Henry Crawford	He knew not that he had a pre - engaged heart to attack .
Henry Crawford	he
Henry Crawford	He considered her rather as one who had never thought on the subject enough to be in danger ; who had been guarded by youth , a youth of mind as lovely as of person ; whose modesty had prevented her from understanding his attentions , and who was still overpowered by the suddenness of addresses so wholly unexpected , and the novelty of a situation which her fancy had never taken into account .
Henry Crawford	Must it not follow of course , that , when he was understood , he should succeed ?
Henry Crawford	He believed it fully .
Henry Crawford	Love such as his , in a man like himself , must with perseverance secure a return , and at no great distance ; and he had so much delight in the idea of obliging her to love him in a very short time , that her not loving him now was scarcely regretted .
Henry Crawford	A little difficulty to be overcome was no evil to Henry Crawford .
Henry Crawford	He rather derived spirits from it .
Henry Crawford	He had been apt to gain hearts too easily .
Henry Crawford	His situation was new and animating .
Henry Crawford	She found that he did mean to persevere ; but how he could , after such language from her as she felt herself obliged to use , was not to be understood .
Henry Crawford	She told him that she did not love him , could not love him , was sure she never should love him ; that such a change was quite impossible ; that the subject was most painful to her ; that she must entreat him never to mention it again , to allow her to leave him at once , and let it be considered as concluded for ever .
Henry Crawford	All this she had said , and with the earnestness of sincerity ; yet this was not enough , for he immediately denied there being anything uncongenial in their characters , or anything unfriendly in their situations ; and positively declared , that he would still love , and still hope !
Henry Crawford	Her diffidence , gratitude , and softness made every expression of indifference seem almost an effort of self - denial ; seem , at least , to be giving nearly as much pain to herself as to him .
Henry Crawford	Mr. Crawford was no longer the Mr. Crawford who , as the clandestine , insidious , treacherous admirer of Maria Bertram , had been her abhorrence , whom she had hated to see or to speak to , in whom she could believe no good quality to exist , and whose power , even of being agreeable , she had barely acknowledged .
Henry Crawford	He was now the Mr. Crawford who was addressing herself with ardent , disinterested love ; whose feelings were apparently become all that was honourable and upright , whose views of happiness were all fixed on a marriage of attachment ; who was pouring out his sense of her merits , describing and describing again his affection , proving as far as words could prove it , and in the language , tone , and spirit of a man of talent too , that he sought her for her gentleness and her goodness ; and to complete the whole , he was now the Mr. Crawford who had procured William ’s promotion ! Here was a change , and here were claims which could not but operate !
Henry Crawford	She might have disdained him in all the dignity of angry virtue , in the grounds of Sotherton , or the theatre at Mansfield Park ; but he approached her now with rights that demanded different treatment .
Henry Crawford	The effect of the whole was a manner so pitying and agitated , and words intermingled with her refusal so expressive of obligation and concern , that to a temper of vanity and hope like Crawford ’s , the truth , or at least the strength of her indifference , might well be questionable ; and he was not so irrational as Fanny considered him , in the professions of persevering , assiduous , and not desponding attachment which closed the interview .
Henry Crawford	It was with reluctance that he suffered her to go ; but there was no look of despair in parting to belie his words , or give her hopes of his being less unreasonable than he professed himself .
Henry Crawford	How evidently was there a gross want of feeling and humanity where his own pleasure was concerned — And , alas !
Henry Crawford	own affections been as free — as perhaps they ought to have been — he never could have engaged them .
Henry Crawford	So thought Fanny , in good truth and sober sadness , as she sat musing over that too great indulgence and luxury of a fire upstairs : wondering at the past and present ; wondering at what was yet to come , and in a nervous agitation which made nothing clear to her but the persuasion of her being never under any circumstances able to love Mr. Crawford , and the felicity of having a fire to sit over and think of it .
Henry Crawford	He then saw Mr. Crawford , and received his account .
Henry Crawford	The first feeling was disappointment : he had hoped better things ; he had thought that an hour ’s entreaty from a young man like Crawford could not have worked so little change on a gentle - tempered girl like Fanny ; but there was
Henry Crawford	speedy comfort in the determined views and sanguine perseverance of the lover ; and when seeing such confidence of success in the principal , Sir Thomas was soon able to depend on it himself .
Henry Crawford	Mr. Crawford ’s steadiness was honoured , and Fanny was praised , and the connexion was still the most desirable in the world .
Henry Crawford	At Mansfield Park Mr. Crawford would always be welcome ; he had only to consult his own judgment and feelings as to the frequency of his visits , at present or in future .
Henry Crawford	In all his niece ’s family and friends , there could be but one opinion , one wish on the subject ; the influence of all who loved her must incline one way . Everything was said that could encourage , every encouragement received with grateful joy , and the gentlemen parted the best of friends .
Henry Crawford	Accordingly , on this principle , Sir Thomas took the first opportunity of saying to her , with a mild gravity , intended to be overcoming , “ Well , Fanny , I have seen Mr. Crawford again , and learn from him exactly how matters stand between you .
Henry Crawford	He is a most extraordinary young man , and whatever be the event ,
Henry Crawford	With him it is entirely a matter of feeling : he claims no merit in it ; perhaps is entitled to none .
Henry Crawford	Yet , having chosen so well , his constancy has a respectable stamp .
Henry Crawford	Had his choice been less unexceptionable , I should have condemned his persevering . ”
Henry Crawford	“ Indeed , sir , ” said Fanny , “ I am very sorry that Mr. Crawford should continue to — I know that it is paying me a very great compliment , and I feel most undeservedly honoured ; but I am so perfectly convinced , and I
Henry Crawford	told him so , that it never will be in my power —
Henry Crawford	Your happiness and advantage are all that I have in view , and nothing is required of you but to bear with Mr. Crawford ’s endeavours to convince you that they may not be incompatible with his .
Henry Crawford	He proceeds at his own risk .
Henry Crawford	I have engaged for your seeing him whenever he calls , as you might have done had nothing of this sort occurred .
Henry Crawford	You will see him with the rest of us , in the same manner , and , as much as you can , dismissing the recollection of everything unpleasant .
Henry Crawford	He leaves Northamptonshire so soon , that even this slight sacrifice can not be
Henry Crawford	She could not , though only eighteen , suppose Mr. Crawford ’s attachment would hold out for ever ; she could not but imagine that steady , unceasing discouragement from herself would put an end to it in time .
Henry Crawford	In spite of his intended silence , Sir Thomas found himself once more obliged to mention the subject to his niece , to prepare her briefly for its being imparted to her aunts ; a measure which he would still have avoided , if possible , but which became necessary from the totally opposite feelings of Mr. Crawford as to any secrecy of proceeding .
Henry Crawford	It was an injury and affront to Julia , who ought to have been Mr. Crawford ’s choice ; and , independently of that , she disliked Fanny , because she had neglected her ; and she would have grudged such an elevation to one whom she had been always trying to depress .
Henry Crawford	I could do very well without you , if you were married to a man of such good estate as Mr. Crawford .
Henry Crawford	“ I will tell you what , Fanny , ” said she , “ I am sure he fell in love with you at the ball ; I am sure the mischief was done that evening .
Henry Crawford	“ If it were possible for me to do otherwise ” said she , with another strong effort ; “ but I am so perfectly convinced that I could never make him happy , and that I should be miserable myself . ” Another burst of tears ; but in spite of that burst , and in spite of that great black word _ miserable _ , which served to introduce it , Sir Thomas began to think a little relenting , a little change of inclination , might have something to do with it ; and to augur favourably from the personal entreaty of the young man himself .
Henry Crawford	He knew her to be very timid , and exceedingly nervous ; and thought it not improbable that her mind might be in such a state as a little time , a little pressing , a little patience , and a little impatience , a judicious mixture of all on the lover ’s side , might work their usual effect on .
Henry Crawford	If the gentleman would but persevere , if he had but love enough to persevere , Sir Thomas began to have hopes ; and these reflections having passed across his mind and cheered it , “ Well , ” said he , in a tone of becoming gravity , but of less anger , “ well , child , dry up your tears .
Henry Crawford	Mr. Crawford has been kept waiting too long already .
Henry Crawford	You must give him your own answer : we can not expect him to be satisfied with less ; and you only can explain to him
Henry Crawford	the grounds of that misconception of your sentiments , which , unfortunately for himself , he certainly has imbibed
Henry Crawford	He might have softened his father ; but all , perhaps all , would think her selfish and ungrateful .
Henry Crawford	She could not but feel some resentment against Mr. Crawford ; yet ,
Henry Crawford	if he really loved her , and were unhappy too !
Henry Crawford	There was comfort , too , in his words , as well as his manner , for he began with , “ Mr. Crawford is gone : he has just left me .
Henry Crawford	I do not want to add to anything you may now be feeling , by an account of what he has felt .
Henry Crawford	Suffice it , that he has behaved in the most gentlemanlike and generous manner , and has confirmed me in a most favourable opinion of his understanding , heart , and temper .
Henry Crawford	Upon my representation of what you were suffering , he immediately , and with the greatest delicacy , ceased to urge to see you for the present . ”
Henry Crawford	“ Of course , ” continued her uncle , “ it can not be supposed but that he should request to speak with you alone , be it only for five minutes ; a request too natural , a claim too just to be denied .
Henry Crawford	Even to see Mr. Crawford would be less overpowering .
Henry Crawford	It was over , however , at last ; and the evening set in with more composure to Fanny , and more cheerfulness of spirits than she could have hoped for after so stormy a morning ; but she trusted , in the first place , that she had done right : that her judgment had not misled her . For the purity of her intentions she could answer ; and she was willing to hope , secondly , that her uncle ’s displeasure was abating , and would abate farther as he considered the matter with more impartiality , and felt , as a good man must feel , how wretched , and how unpardonable , how hopeless , and how wicked it was to marry without affection . When the meeting with which she was threatened for the morrow was past , she could not but flatter herself that the subject would be finally concluded , and Mr. Crawford once gone from Mansfield , that everything would soon be as if no such subject had existed .
Henry Crawford	She would not , could not believe , that Mr. Crawford ’s affection for her could distress him long ; his mind was not of that sort .
Henry Crawford	In London he would soon learn to wonder at his infatuation , and be thankful for the right reason in her which had saved him from its evil consequences . While Fanny ’s mind was engaged in these sort of hopes , her uncle was , soon after tea , called out of the room ; an occurrence too common to strike her , and she thought nothing of it till the butler reappeared ten minutes afterwards , and advancing decidedly towards herself , said , “ Sir Thomas wishes to speak with you , ma’am , in his own room . ”
Henry Crawford	Mrs. Norris , much discontented , was obliged to compose herself to work again ; and Fanny , walking off in agitating consciousness , found herself , as she anticipated , in another minute alone with Mr. Crawford .
Henry Crawford	It was a gentleman ’s voice ; it was a voice that Fanny was just turning pale about , when Mr. Crawford walked into the room .
Henry Crawford	Good sense , like hers , will always act when really called upon ; and she found that she had been able to name him to her mother , and recall her remembrance of the name , as that of “ William ’s friend , ” though she could not previously have believed herself capable of uttering a syllable at such a moment .
Henry Crawford	The consciousness of his being known there only as William ’s friend
Henry Crawford	Having introduced him , however , and being all reseated , the terrors that occurred of what this visit might lead to were overpowering , and she fancied herself on the point of fainting away .
Henry Crawford	While trying to keep herself alive , their visitor , who had at first approached her with as animated a countenance as ever , was wisely and kindly keeping his eyes away , and giving her time to recover , while he devoted himself entirely to her mother , addressing her , and attending to her with the utmost politeness and propriety , at the same time with a degree of friendliness , of interest at least , which was making his manner perfect . Mrs. Price ’s manners were also at their best .
Henry Crawford	Warmed by the sight of such a friend to her son , and regulated by the wish of appearing to advantage before him , she was overflowing with gratitude — artless , maternal gratitude — which could not be unpleasing .
Henry Crawford	Mr. Price was out , which she regretted very much .
Henry Crawford	Fanny was just recovered enough to feel that _ she _ could not regret it ; for to her many other sources of uneasiness was added the severe one of shame for the home in which he found her .
Henry Crawford	They talked of William , a subject on which Mrs. Price could never tire ; and Mr. Crawford was as warm in his commendation as even her heart could wish .
Henry Crawford	She felt that she had never seen so agreeable a man in her life ; and was only astonished to find that , so great and so agreeable as he was , he should be come down to Portsmouth neither on a visit to the port - admiral , nor the commissioner , nor yet with the intention of going over to the island , nor of seeing the dockyard .
Henry Crawford	Nothing of all that she had been used to think of as the proof of importance , or the employment of wealth , had brought him to Portsmouth .
Henry Crawford	He had reached it late the night before , was come for a day or two , was staying at the Crown , had accidentally met with a navy officer or two of his acquaintance since his arrival , but had no object of that kind in coming .
Henry Crawford	By the time he had given all this information , it was not unreasonable to suppose that Fanny might be looked at and spoken to ; and she was tolerably able to bear his eye , and hear that he had spent half an hour with his sister the evening before his leaving London ; that she had sent her best and kindest love , but had had no time for writing ; that he thought himself lucky in seeing Mary for even half an hour , having spent scarcely twenty - four hours in London , after his return from Norfolk , before he set off again ; that her cousin Edmund was in town , had been in town , he understood , a few days ; that he had not seen him himself , but that he was well , had left them all well at Mansfield , and was to dine , as yesterday , with the Frasers .
Henry Crawford	After talking a little more about Mansfield , a subject in which her interest was most apparent , Crawford began to hint at the expediency of an early walk .
Henry Crawford	“ It was a lovely morning , and at that season of the year a fine morning so often turned off , that it was wisest for everybody not to delay their exercise ” ; and such hints producing nothing , he soon proceeded to a positive recommendation to Mrs. Price and her daughters to take their walk without loss of time .
Henry Crawford	“ Would she not , then , persuade her daughters to take advantage of such weather , and allow him the pleasure of attending them ? ”
Henry Crawford	And the consequence was , that Fanny , strange as it was — strange , awkward , and distressing — found herself and Susan , within ten minutes , walking towards the High Street with Mr. Crawford .
Henry Crawford	He stopt ; and , ungentlemanlike as he looked , Fanny was obliged to introduce him to Mr. Crawford .
Henry Crawford	She could not have a doubt of the manner in which Mr. Crawford must be struck .
Henry Crawford	Mr. Crawford probably could not regard his future father - in - law with any idea of taking him for a model in dress ; but ( as Fanny instantly , and to her great relief , discerned ) her father was a very different man , a very different Mr. Price in his behaviour to this most highly respected stranger , from what he was in his own family at home .
Henry Crawford	Such was his instinctive compliment to the good manners of Mr. Crawford ; and , be the consequence what it might , Fanny ’s immediate feelings were infinitely soothed .
Henry Crawford	The conclusion of the two gentlemen ’s civilities was an offer of Mr. Price ’s to take Mr. Crawford into the dockyard , which Mr. Crawford , desirous of accepting as a favour what was intended as such , though he had seen the dockyard again and again , and hoping to be so much the longer with Fanny , was very gratefully disposed to avail himself of , if the Miss Prices were not afraid of the fatigue ; and as it was somehow or other ascertained , or inferred , or at least acted upon , that they were not at all afraid , to the dockyard they were all to go ; and but for Mr. Crawford , Mr. Price would have turned thither directly , without the smallest consideration for his daughters ’ errands in the High Street .
Henry Crawford	He took care , however , that they should be allowed to go to the shops they came out expressly to visit ; and it did not delay them long , for Fanny could so little bear to excite impatience , or be waited for , that before the gentlemen , as they stood at the door , could do more than begin upon the last naval regulations , or settle the number of three - deckers now in commission , their companions were ready to proceed
Henry Crawford	They were then to set forward for the dockyard at once , and the walk would have been conducted — according to Mr. Crawford ’s opinion — in a singular manner , had Mr. Price been allowed the entire regulation of it , as the two girls , he found , would have been left to follow , and keep up with them or not , as they could , while they walked on together at their own hasty pace .
Henry Crawford	He was able to introduce some improvement occasionally , though by no means to the extent he wished ; he absolutely would not walk away from them ; and at any crossing or any crowd , when Mr. Price was only calling out , “ Come , girls ; come , Fan ; come , Sue , take care of yourselves ; keep a sharp lookout ! ” he would give them his particular attendance .
Henry Crawford	Once fairly in the dockyard , he began to reckon upon some happy intercourse with Fanny , as they were very soon joined by a brother lounger of Mr. Price ’s , who was come to take his daily survey of how things went on , and who must prove a far more worthy companion than himself ; and after a time the two officers seemed very well satisfied going about together , and discussing matters of equal and never - failing interest , while the young people sat down upon some timbers in the yard , or found a seat on board a vessel in the stocks which they all went to look at .
Henry Crawford	Crawford could not have wished her more fatigued or more ready to sit down ; but he could have wished her sister away .
Henry Crawford	He must content himself with being only generally agreeable , and letting Susan have her share of entertainment , with the indulgence , now and then , of a look or hint for the better - informed and conscious Fanny .
Henry Crawford	what he had mostly to talk of
Henry Crawford	: there he had been some time , and everything there was rising in importance from his present schemes .
Henry Crawford	Such a man could come from no place , no society , without importing something to amuse ; his journeys and his acquaintance were all of use , and Susan was entertained in a way quite new to her .
Henry Crawford	For Fanny , somewhat more was related than the accidental agreeableness of the parties he had been in .
Henry Crawford	For her approbation , the particular reason of his going into Norfolk at all , at this unusual time of year , was given .
Henry Crawford	It had been real business , relative to the renewal of a lease in which the welfare of a large and — he believed — industrious family was at stake .
Henry Crawford	He had suspected his agent of some underhand dealing ; of meaning to bias him against the deserving ; and he had determined to go himself , and thoroughly investigate the merits of the case .
Henry Crawford	He had gone , had done even more good than he had foreseen , had been useful to more than his first plan had comprehended , and was now able to congratulate himself upon it , and to feel that in performing a duty , he had secured agreeable recollections for his own mind .
Henry Crawford	He had introduced himself to some tenants whom he had never seen before ; he had begun making acquaintance with cottages whose very existence , though on his own estate , had been hitherto unknown to him .
Henry Crawford	It was pleasing to hear him speak so properly ; here he had been acting as he ought to do .
Henry Crawford	Nothing could be more grateful to her ; and she was on the point of giving him an approving look , when it was all frightened off by his adding a something too pointed of his hoping soon to have an assistant , a friend , a guide in every plan of utility or charity for Everingham : a somebody that would make Everingham and all about it a dearer object than it had ever been yet .
Henry Crawford	She turned away , and wished he would not say such things .
Henry Crawford	She was willing to allow he might have more good qualities than she had been wo nt to suppose .
Henry Crawford	She began to feel the possibility of his turning out well at last ; but he was and must ever be completely unsuited to her , and ought not to think of her .
Henry Crawford	He perceived that enough had been said of Everingham , and that it would be as well to talk of something else , and turned to Mansfield .
Henry Crawford	He could not have chosen better ; that was a topic to bring back her attention and her looks almost instantly .
Henry Crawford	He had a great attachment to Mansfield himself ; he said so ; he looked forward with the hope of spending much , very much , of his time there ; always there , or in the neighbourhood .
Henry Crawford	He particularly built upon a very happy summer and autumn there this year ; he felt that it would be so : he depended upon it ; a summer and autumn infinitely superior to the last .
Henry Crawford	“ Mansfield , Sotherton , Thornton Lacey , ” he continued ; “ what a society will be comprised in those houses !
Henry Crawford	And at Michaelmas , perhaps , a fourth may be added : some small hunting - box in the vicinity of everything so dear ; for as to any partnership in Thornton Lacey , as Edmund Bertram once good - humouredly proposed , I hope I foresee two objections : two fair , excellent , irresistible objections to that plan .
Henry Crawford	Fanny was doubly silenced here ; though when the moment was passed , could regret that she had not forced herself into the acknowledged comprehension of one half of his meaning , and encouraged him to say something more of his sister and Edmund .
Henry Crawford	When Mr. Price and his friend had seen all that they wished , or had time for , the others were ready to return ; and in the course of their walk back
Henry Crawford	, Mr. Crawford contrived a minute ’s privacy for telling Fanny that his only business in Portsmouth was to see her ; that he was come down for a couple of days on her account , and hers only , and because he could not endure a longer total separation . She was sorry , really sorry ; and yet in spite of this and the two or three other things which she wished he had not said , she thought him altogether improved since she had seen him ; he was much more gentle , obliging , and attentive to other people ’s feelings than he had ever been at Mansfield ; she had never seen him so agreeable — so _ near _ being agreeable ; his behaviour to her father could not offend , and there was something particularly kind and proper in the notice he took of Susan . He was decidedly improved .
Henry Crawford	She wished the next day over , she wished he had come only for one day ; but it was not so very bad as she would have expected : the pleasure of talking of Mansfield was so very great !
Henry Crawford	Before they parted , she had to thank him for another pleasure , and one of no trivial kind .
Henry Crawford	Her father asked him to do them the honour of taking his mutton with them , and Fanny had time for only one thrill of horror , before he declared himself prevented by a prior engagement .
Henry Crawford	He was engaged to dinner already both for that day and the next ; he had met with some acquaintance at the Crown who would not be denied ; he should have the honour , however , of waiting on them again on the morrow , etc . , and so they parted — Fanny in a state of actual felicity from escaping so horrible an evil !
Henry Crawford	To have had him join their family dinner - party , and see all their deficiencies , would have been dreadful !
Henry Crawford	_ She _ was nice only from natural delicacy , but _ he _ had been brought up in a school of luxury and epicurism .
Henry Crawford	XLIII It was presumed that Mr. Crawford was travelling back , to London , on the morrow , for nothing more was seen of him at Mr. Price ’s ; and two days afterwards , it was a fact ascertained to Fanny by the following letter from his sister , opened and read by her , on another account , with the most anxious curiosity :
Henry Crawford	He makes me write , but I do not know what else is to be communicated , except this said visit to Portsmouth , and these two said walks , and his introduction to your family , especially to a fair sister of yours , a fine girl of fifteen , who was of the party on the ramparts , taking her first lesson , I presume , in love .
Henry Crawford	I have not time for writing much , but it would be out of place if I had , for this is to be a mere letter of business , penned for the purpose of conveying necessary information , which could not be delayed without risk of evil .
Henry Crawford	My dear , dear Fanny , if I had you here , how I would talk to you !
Henry Crawford	You should listen to me till you were tired , and advise me till you were still tired more ; but it is impossible to put a hundredth part of my great mind on paper , so I will abstain altogether , and leave you to guess what you like .
Henry Crawford	I have no news for you .
Henry Crawford	You have politics , of course ; and it would be too bad to plague you with the names of people and parties that fill up my time .
Henry Crawford	I ought to have sent you an account of your cousin ’s first party , but I was lazy , and now it is too long
Henry Crawford	; suffice it , that everything was just as it ought to be , in a style that any of her connexions must have been gratified to witness , and that her own dress and manners did her the greatest credit . My friend , Mrs. Fraser , is mad for such a house , and it would not make _ me _ miserable . I go to Lady Stornaway after Easter ; she seems in high spirits , and very happy .
Henry Crawford	I fancy Lord S. is very good - humoured and pleasant in his own family , and I do not think him so very ill - looking as I did — at least , one sees many worse .
Henry Crawford	He will not do by the side of your cousin Edmund .
Henry Crawford	Of the last - mentioned hero , what shall I say ?
Henry Crawford	If I avoided his name entirely , it would look suspicious .
Henry Crawford	I will say , then , that we have seen him two or three times , and that my friends here are very much struck with his gentlemanlike appearance .
Henry Crawford	Mrs. Fraser ( no bad judge ) declares she knows but three men in town who have so good a person , height , and air ; and I must confess , when he dined here the other day , there were none to compare with him , and we were a party of sixteen .
Henry Crawford	“ I had almost forgot ( it was Edmund ’s fault : he gets into my head more than does me good ) one very material thing I had to say from Henry and myself — I mean about our taking you back into Northamptonshire .
Henry Crawford	My dear little creature , do not stay at Portsmouth to lose your pretty looks .
Henry Crawford	My poor aunt always felt affected if within ten miles of the sea , which the Admiral of course never believed , but I know it was so .
Henry Crawford	I am at your service and Henry ’s , at an hour ’s notice .
Henry Crawford	I should like the scheme , and we would make a little circuit , and shew you Everingham in our way , and perhaps you would not mind passing through London , and seeing the inside of St. George ’s , Hanover Square .
Henry Crawford	Only keep your cousin Edmund from me at such a time : I should not like to be tempted .
Henry Crawford	Henry , I find , has some idea of going into Norfolk again upon some business that _ you _ approve ; but this can not possibly be permitted before the middle of next week ; that is , he can not anyhow be spared till after the 14th , for _ we _ have a party that evening .
Henry Crawford	The value of a man like Henry , on such an occasion , is what you can have no conception of ; so you must take it upon my word to be inestimable .
Henry Crawford	He will see the Rushworths , which I own I am not sorry for — having a little curiosity , and so I think has he — though he will not acknowledge it .
Henry Crawford	Those parts of the letter which related only to Mr. Crawford and herself , touched her , in comparison , slightly .
